,labels,context
29,0,성 바이오 피스 황반변성 치료 美 망막 학회 복 제약 최초 소개 리지 널 루센티스 효능 동등 10년 복 제약 6 종 출시 美獨 개발 경쟁 리아 복 제약 임 3 상 앞서 출시 준비 퇴 행성 질환 시장 선점 깃발 꽂기 사진 한경 DB 성 바이오 피스 17조원 규모 달 하는 세계 퇴 행성 안과 질환 치료 시장 도전 냈다 기존 블록버스터 리지 널 의약품 바이오 시 밀러 바이오 의약품 복 제약 시장 가장 먼저 뛰어들며 이를 선점 하겠다는 전략 그동안 항암제 류머티즘 관절염 정도 그쳤던 바이오 시 밀러 사업 영역 크게 확장 할 계획 美 망막 학회 데뷔 의학 효능 동등 16일 현지시간 미국 뉴욕 맨해튼 자비 츠 컨벤션 센터 열린 미국 망막 학회 ASRS 연례 회의 마지막 날 성 바이오 피스 6분 간의 발표 기회 주어졌다 미국 망막 학회 63 개국 3000 명의 안과 전문가 속 해 삼성 바이오 피스 자리 지난달 미국 출시 황반변성 치료 SB 11 제품 바이 우비 즈 임 3 상 추가 분석 결과 발표 했다 바 이우 비즈 미국 제넨텍 개발 해 지난해 세계 35억달러 약 4조 7000억원 판매 액 올린 블록버스터 의약품 루센티스 바이오 시 밀러 다닐 브레슬리 존스홉킨스 의대 교수 16일 현지시간 미국 뉴욕 자비 츠 컨벤션 센터 열린 미국 망막 학회 성 바이오 피스 황반변성 치료 바이오 시 밀러 임 3 상 추가 분석 결과 발표 한재영 기자 참석자 관심 루센티스 바이 우비 즈 효능 같은지에 쏠렸다 발표 맡은 임 책임자 닐 브레슬리 존스홉킨스 의대 교수 임 대상자 유형 세부 나눠 추가 분석 결과 설명 하며 루센티스 바이 우비 즈 의학 효능 동등 하게 나타났다고 밝혔다 미국 망막 학회 리지 널 신약 아닌 바이오 시 밀러 주제 발표 건 성 바이오 피스 최초 바 이우 비즈 세계 처음 선보인 안과 질환 바이오 시 밀러 이기 때문 이목 집중 됐다 황반변성 망막 중심부 있는 황반 문제 생기는 퇴 행성 안과 질환 운전 독서 일상생활 지장 준다 시장 선점 하자 공격 전략 성 바이오 피스 안과 바이오 시 밀러 시장 노리는 건 시장 선점 포트폴리오 확장 바이오 시 밀러 복 제약 태생 한계 때문 기존 리지 널 의약품 점유 율 뺏어야 하고 바이오 시 밀러 경쟁 해야 한다 정진 성 바이오 피스 메디 컬 페어 스 그룹 국내외 45 개 업체 개발 중인 루센 티스 바이오 시 밀러 시장 첫 깃발 꽂은 초기 점유 율 확대 유리할 내다봤 다루 센 티스 아니라 블록버스터 안과 질환 치료 제인 리아 바이오 시 밀러 SB 15 도 개발 중이 리아 작년 매출 92억달러 약 12조원 루센티스 두 배 국내 5 개 바이오 회사 리아 바이오 시 밀러 개발 중이 세계 10 개 업체 경쟁 뛰어들었다하지만 치료 영역 적응 증 비슷한 두 제품 바이오 시 밀러 자체 개발 하는 곳 성 바이오 피스 회사 관계자 똑같은 약 같지만 대상 환자 다르게 처방 된다며 같은 분야 여러 포트폴리오 확보 하는 전략 했다 독일 포 마이콘 두 제품 바이오 시 밀러 개발 중이 외부 공동 개발 한다는 점 다르다는 설명 바이오 시 밀러 6 종최 파이프라인 성 바이오 피스 리아 바이오 시 밀러 최종 관문 임 3 상 마쳤으며 현재 데이터 분석 작업 중이 바이오 시 밀러 강 미국 마일 란 망막 학회 리아 바이오 시 밀러 MYL 1701 P 임 3 상 결과 발표 하며 성 바이오 피스 경쟁 구도 형성 하기도 했다이에 성 바이오 피스 설립 10년 6 종 바이오 시 밀러 미국 3 종 유럽 5 종 출시 하게 됐다 주요 바이오 시 밀러 업체 가운데 가장 큰 규모 세계 가장 많이 팔리는 약인 류머티즘 관절염 치료 미라 바이오 시 밀러 비롯 류머티즘 관절염 치료 3 개 셉 틴 유방암 아바스 틴 대장암 폐암 종양 분야 2 개 출시 루센 티스 안과 임 개발 단계 파이프라인 4 개다 회사 관계자 포트폴리오 확대 해 탄탄한 수익 구조 갖추겠다고 말 했다 뉴욕 한재영 기자 jyhanhankyungcom
30,0,이데일리 양 지윤 기자 한 화투 증권 18일 성 바이오 직스 대해 2 공장 정기 보수 인해 가동 률 하락 성 바이오 피스 제외 2분 기 영업 이익 10 가까이 감소 할 전망 했다 투자 의견 매수 유지 했지만 목표 주가 기존 122만 5488원 120만원 하향 조정 했다 김형수 한화 투자 증권 연구원 성 바이오 직스 207940 올해 추정 매출 액 동사 최근 4분 기 평균 주가 매출 비율 PSR 25 할인 해 목표 주가 하향 했다고 밝혔다 삼성 바이오 직스 올해 실적 매출 액 2조 5621억원 영업 이익 7117억원 추정 했다 지난해 634 325 증가 규모 매출 액 제약 바이오 상 장사 기준 1 위 될 예상 했다 2분 기 실적 매출 액 6233억원 영업 이익 1771억원 지난해 같은 기간 512 62 증가 할 추정 했다 회사 지난 1월 28일 이사회 바이오 젠 Biogen 보유 성 바이오 피스 주식 1034만 주를 22억 5000만달러 매수 하기로 결정 4월 20일 거래 완료 해 지 분율 100 확보 했다 이를 통해 지금 관계 회사 지 분법 이익 집계 되던 피스 연 결재 무재 표 반영 될 예정 두 회사 기존 거래 내 역 바탕 연결 손익계산서 추정 하면 2분 기 피스 매출 액 2245억 원 중 내부 거래 제외 1518억원 매출 액 증가 이어질 전망 했다에 피스 제외 2분 기 실적 매출 액 4715억원 전년비 144 영업 이익 1513억 원 93 추정 했 다그 2 공장 정기 보수 인해 가동 률 하락 했지만 1 공장 3 공장 풀 Full 가동 완제 의약품 DP 위탁 생산 CMO 생산 물량 확대 매출 확대 될 말 했다 4 공장 준비 위 인력 확대 판관 비 증가 따른 수익 감소 할 판단 했다
31,0,성 바이오 직스 인천 송도 공장 한 화투 증권 18일 성 바이오 직스 207940 대해 2 공장 정기 보수 인해 가동 률 하락 성 바이오 피스 제외 2분 기 영업 이익 10 가까이 감소 할 봤다 투자 의견 매수 유지 목표 가는 기존 122만 5488원 120만원 하향 조정 했다 김형수 한화 투자 증권 연구원 날 보고서 통해 성 바이오 직스 올해 추정 매출 액 최근 4분 기 평균 주가 매출 비율 PSR 25 할인 해 목표 주가 하향 조정 했다고 밝혔다 삼성 바이오 직스 올해 실적 매출 액 2조 5621억원 영업 이익 7117억원 추정 했다 지난해 634 325 증가 규모 매출 액 제약 바이오 상 장사 기준 1 위 될 예상 했다 2분 기 실적 매출 액 6233억원 영업 이익 1771억원 지난해 같은 기간 512 62 증가 할 추정 했다 삼성 바이오 직스 지난 1월 28일 이사회 바이오 젠 Biogen 보유 성 바이오 피스 주식 1034만 주를 22억 5000만달러 매수 하기로 결정 4월 20일 거래 완료 해 지 분율 100 확보 했다 이를 통해 지금 관계 회사 지 분법 이익 집계 되던 피스 연 결재 무재 표 반영 될 예정 김 연구원 양 사의 기존 거래 내 역 바탕 연결 손익계산서 추정 하면 2분 기 피스 매출 액 2245억 원 중 내부 거래 제외 1518억원 매출 액 증가 이어질 내다봤다 삼성 바이오 피스 제외 2분 기 실적 매출 액 4715억원 전년비 144 영업 이익 1513억 원 93 추정 했다 김 연구원 2 공장 정기 보수 인해 가동 률 하락 했지만 1 공장 3 공장 완전 가동 완제 의약품 DP 위탁 생산 CMO 생산 물량 확대 매출 확대 될 이라면서도 4 공장 준비 위 인력 확대 판관 비 증가 따른 수익 감소 할 판단 했다
32,1,인천 시 4천 260억 규모 토지 매매 약제 2 캠퍼스 건립 성 바이오 직스 2 캠퍼스 조성 부지 위치 도인 천시 제공 인천 연합뉴스 신민재 기자 성 바이오 직스 이하 성 바이오 인천 송도국제도시 기존 생산 시설 규모 뛰어넘는 2 캠퍼스 건립 해 세계 1 위 바이오 의약품 위탁 개발 생산 CDMO 기업 도약 한다 인천 시 성 바이오 18일 인천 시청 유정복 시장 존림 대표 참석 가운데 송도 11 공구 산업 시설 용지 35만 7천 토지 매매 계약 체결 했다 삼성 바이오 송도 사옥 27만 9천 인근 있는 부지 매매 대금 4천 260억원 이다 성 바이오 작년 송도 4 공장 착공 해 단일 기업 기준 세계 최대 규모 바이오 의약품 생산 설비 총 62만 ℓ 구축 했다 올해 글로벌 약사 상대로 수주 이어지고 있고 오는 10월 4 공장 부분 가동 준비 중이 성 바이오 대지 매입 통해 글로벌 경쟁 사들이 따라올 수 없는 초 격차 완성 한다는 구상 송도 11 공구 4 개 공장 새로 건립 해 기존 송도 5 공구 1 캠퍼스 생산 설비 추가 확보 이를 통해 명실 상부 세계 1 위 CDMO 기업 자리매 김 한다는 목표 총 사업 비는 7조원 안팎 추산 된다 삼성 바이오 직스 송도 사옥 연합뉴스 자료 진삼 바이오 바이오 의약 분야 벤 처 중소기업 위 산업 육성 사업 적극 추진 하기로 했다 1 단계 기간 내 벤 처 중소기업 입주해 연구개발 사업 지원 받을 수 있는 산업 성 시설 건립 컨설팅 세미나 국내외 네트워킹 지원 사업 벌일 예정 성 바이오 송도 11 공구 2 캠퍼스 건립 통해 연 평균 400 명의 고용 창 출을 예상 다 계약 체결 시점 10년 후 2032년 에는 총 4천 명의 고용 창 출이 기대되 며 협력 사를 통한 고용 창 출 1천 명과 건설 인력 5천 명을 포함 할 경우 총 1만 여명의 고용 창 출이 예상 된다 존림 대표 차질 없이 투자 계획 이행 해 글로벌 바이오 약 산업 선도 지역 성장하는 기업 되겠다고 강조 했다 smjynacokr
33,0,인천 뉴스 1 정진욱 기자 유정복 인천 시장 가운데 존림 성 바이오 직스 대표이사 오른쪽 성용원 인천 경 자유 역청 청장 직무 대행 18일 오전 인천 시청 접견 실 인천 시 성 바이오 직스 송도 11 공구 첨단 클러스터 산업 시설 용지 토지 매매 계약서 체결 뒤 기념 촬영 하고 계약 송도국제도시 11 C 공구 첨단 산업 클러스터 산업 시설 용지 1 필지 송도동 430 글로벌 첨단 의약 분야 선도 할 수 있는 연구 조 시설 유치하기 위 계약 부지면적 35만 7366 매매 대 금은 4260억 원 2022718 뉴스 1
34,0,인천 뉴스 1 정진욱 기자 유정복 인천 시장 가운데 존림 성 바이오 직스 대표이사 오른쪽 성용원 인천 경 자유 역청 청장 직무 대행 18일 오전 인천 시청 접견 실 인천 시 성 바이오 직스 송도 11 공구 첨단 클러스터 산업 시설 용지 토지 매매 계약서 체결 뒤 기념 촬영 하고 계약 송도국제도시 11 C 공구 첨단 산업 클러스터 산업 시설 용지 1 필지 송도동 430 글로벌 첨단 의약 분야 선도 할 수 있는 연구 조 시설 유치하기 위 계약 부지면적 35만 7366 매매 대 금은 4260억 원 2022718 뉴스 1
35,1,세계 1 위 CDMO 기업 목표 부지면적 35만 7366 1만 명 고용 창 출 글로벌 바이오 허브 구축 본격 18일 인천 시청 열린 인천 시 성 바이오 직스 투자 계약 체결 모습 진삼 바이오 직스 이데일리 송영 기자 성 바이오 직스 18일 인천 시청 인천 경제 자유 구역 청과 인천 송도국제도시 11 공구 첨단 산업 클러스터 산업 시설 용지 대한 토지 매매 계약 체결 했다고 밝혔다 계약 송도국제도시 11 공구 첨단 산업 클러스터 C 산업 시설 용지 1 필지 송도동 430 글로벌 첨단 의약 분야 선도 할 수 있는 연 제조 시설 유치하기 위 유정복 인천광역시 성용원 인천 경 자유 역청 청장 직무 대행 차장 존림 성 바이오 직스 대표이사 체결 했으며 부지면적 35만 7366 매매 대 금은 4260억원 이다공급부지는 첨단 산업 분야 생태계 조성 위 글로벌 규모 시설 유치 위해 지정 된 부지 바이오 의약 분야 글로벌 경쟁력 강화 국내 중소 벤처기업 육성 선도 할 수 있는 기업 유치 추진 해 왔다인 천경 제청 지난해 10월 사업자 공개 모집 착수 해 지난해 12월 협상 대상자 성 바이오 직스 선정 했다 이후 협상 과정 거쳐 토지 매매 계약 체결 마무리 했다 코로나 19 사태 이후 백 신 치료 개발 공급 역량 확보 세계 각국 최 국책 과제 부상 했다 인천 송도 글로벌 규모 품질 갖춘 연구개발 조 시설 유치 글로벌 바이오 의약 시장 선점 하려는 포석 보인다 삼성 바이오 직스 207940 는 부지 매입 통해 글로벌 경쟁 사들이 따라올 수 없는 초 격차 완성 한다는 계획 11 공구 4 개 공장 건립 해 5 공구 1 캠퍼스 생산 설비 추가 확보 명실 상부 세계 1 위 CDMO 기업 자리매 김 한다는 목표 총 사업 비는 7조원 내외 될 예상 된다 2 캠퍼스 건립 통해 연 평균 400 명의 고용 창 출 예상 계약 체결 시점 10년 후 2032년 에는 총 4000 명의 고용 창 출이 기대 된다 협력 사를 통한 고용 창 출 1000 여명 건설 인력 5000 명 포함 할 경우 총 1만 여명의 고용 창 출 예상 된다 유정복 인천 시장 계약 인천 시 성 바이오 직스 2 비약 위 상호 투자 지속 협력 통해 글로벌 바이오 의약 시장 선점 모습 보여 드리 자고 제안 했다 존림 성 바이오 직스 사장 성 바이오 직스 선제 과감 투자 할 수 있도록 여건 조성 해준 산업 통상 자원부 인천 시 감사하다며 차질 없이 투자 계획 이행 해 글로벌 바이오 의약 산업 선도 지역 성장할 수 있는 기업 될 화답 했다
36,1,35만 7000 규모 매매 금액 4260억원 바이오의약품 생산 시설 오픈 이노 센터 설립 왼쪽 성용원 인천 경 자유 역청 청장 직무 대행 차장 유정복 인천광역시 존림 성 바이오 직스 대표이사 성 바이오 직스 인천 시 2 바이오 캠퍼스 설립 위 토지 매매 계약 체결 했다고 18일 밝혔다 계약 송도국제도시 11 공구 첨단 산업 클러스터 산업 시설 용지 1 필지 공급 계약 부지면적 35만 7366 매매 대 금은 4260억원 이다 인천 경 자유 역청 지난해 10월 해당 부지 대한 사업자 공개 모집 착수 해 12월 협상 대상자 성 바이오 직스 선정 했다 이후 협상 과정 거쳐 토지 매매 계약 체결 이르 렀 다 삼성 바이오 직스 기존 1 캠퍼스 내 123 공장 이서 4 공장 증설 부지 활용 했다 급증 하는 바이오 의약품 수요 대응 다양한 차세대 의약품 생산 할 수 있는 시설 증설 하고자 1 캠퍼스 23만 8000 보다 약 30 더 큰 2 캠퍼스 부지 추가 매입 하게 됐다 삼성 바이오 직스 부지 매입 통해 글로벌 경쟁 사들이 따라올 수 없는 초 격차 완성 한다는 구상 11 공구 4 개 공장 건립 해 5 공구 1 캠퍼스 생산 설비 추가 확보 이를 통해 명실 상부 세계 1 위 CDMO 위탁 개발 생산 기업 자리매 김 한다는 목표 총 사업 비는 7조원 내외 될 예상 된다 2 캠퍼스 글로벌 바이오 의약품 생산 시설 바이오 벤 처 육성 공간 오픈 이노베이션 센터 설립 할 계획 글로벌 연구개발 Global RD 분석 서비스 시설 구축 해 RD 역량 강화 도모 한다 2 캠퍼스 건립 통해 연 평균 400 명의 고용 창 출도 예상 된다 계약 체결 시점 10년 후 2032년 에는 총 4000 명의 고용 창 출이 기대되 며 협력 사를 통한 고용 창 출 1000 여명 건설 인력 5000 명 포함 하면 총 1만 명의 고용 창 출이 발생 할 보인다 성 바이오 직스 CDMO 경쟁력 필 두 글로벌 약사 대규모 위탁 생산 계약 잇 달 체결 해 역대 수주 성과 이끌고 올해 공시 기준 총 6 건의 수주 계약 체결 했고 금액 7641억원 이른다 이는 지난해 전체 수주 금액 60 넘는 수준 공개 된 고객 사도 머크 GSK 일라이 릴리 노바티스 글로벌 빅파마 주 이룬다 특히 머크 달 체결 2700억원 규모 계약 통해 향후 협력 관계 지속 할 전망 현재 건설 중인 4 공장 25만 6000 ℓ 올해 10월 부분 가동 내년 완공 되면 성 바이오 직스 총 생산 능력 62만 ℓ CDMO 분야 세계 1 위로 올라설 예정 이처럼 기존 공장 사실 풀 가동 되고 있어 추가 생산 시설 필요한 상황 2 캠퍼스 설립 새로운 도약 계기 주목 받는다 존림 성 바이오 직스 사장 성 바이오 직스 선제 과감 투자 할 수 있도록 여건 조성 해준 산업 통상 자원부 인천 시 감사 표 하며 차질 없이 투자 계획 이행 해 글로벌 바이오 의약 산업 선도 지역 성장할 수 있는 기업 되겠다고 강조 했다
37,2,4260억원 투입 송도국제도시 11 공구 인천광역시 성 바이오 직스 투자 계약 체결 성용원 인천 경 자유 역청 청장 직무 대행 차장 왼쪽 유정복 인천광역시 존림 성 바이오 직스 대표 삼바 제공 헤럴드경제 손 규 기자 성 바이오 직스 대표 존림 4260억원 들여 바이오 캠퍼스 부지 추가 사들였다 성 바이오 직스 18일 인천 시청 인천 경제 자유 구역 청과 인천 송도국제도시 11 공구 첨단 산업 클러스터 산업 시설 용지 대한 토지 매매 계약 체결 했다고 밝혔다 지난해 10월 인천 경 제청 사업자 공개 모집 통해 협상 대상자 성 바이오 직스 선정 했다 이후 계약 체결 됐다 매입 부지 면적 35만 736610만 8100 평 매매 대 금은 4260억원 이다 성 바이오 직스 부지 매입 통해 글로벌 경쟁 사들이 따라올 수 없는 초 격차 완성 한다는 구상 11 공구 4 개 공장 건립 해 5 공구 1 캠퍼스 생산 설비 추가 확보 세계 1 위 CDMO 기업 자리 잡는 게 목표 회사 총 사업 비는 7조원 내외 될 예상 된다고 설명 했다 회사 2 바이오 캠퍼스 건립 통해 선 연 평균 400 명의 고용 창 출을 예상 했다 협력 사를 통한 고용 창 출 1000 여명 건설 인력 5000 명 포함 할 경우 총 1만 여명의 고용 창 출이 예상 된다 2 바이오 캠퍼스 글로벌 바이오 의약품 생산 시설 바이오 벤 처 육성 공간 오픈 이노베이션 센터 설립 할 계획 글로벌 RD 분석 서비스 시설 구축 해 RD 역량 강화할 방침 했다 존림 성 바이오 직스 사장 선제 과감 투자 할 수 있도록 여건 조성 해 준 산업 통상 자원부 인천 시 감사 표 한다 차질 없이 투자 계획 이행 해 글로벌 바이오 약 산업 선도 지역 성장할 수 있는 기업 되겠다고 말 했다
38,1,35만 7366 규모 1 캠퍼스 규모 30 더 커 왼쪽 성용원 인천 경 자유 역청 청장 직무 대행 차장 유정복 인천광역시 존림 성 바이오 직스 대표이사 성 바이오 직스 제공 성 바이오 직스 인천 송도국제도시 기존 생산 시설 규모 뛰어넘는 2 바이오 캠퍼스 건립 해 세계 1 위 바이오 의약품 위탁 개발 생산 CDMO 기업 도약 한다 18일 성 바이오 직스 인천 시청 유정복 인천 시장 존림 대표 참석 가운데 송도 11 공구 산업 시설 용지 35만 7366 토지 매매 계약 체결 했다고 밝혔다 삼성 바이오 송도 사옥 인근 있으며 매매 대 금은 4260억원 이다삼성바이오로직스는 1 바이오 캠퍼스 내 123 공장 이어 4 공장 증설 기존 1 바이오 캠퍼스 부지 활용 했다 급증 하는 글로벌 바이오 의약품 수요 대응 하고자 현재 사용 1 바이오 캠퍼스 23만 80005 공구 보다 규모 약 30 큰 2 바이오 캠퍼스 부지 추가 매입 성 바이오 직스 부지 매입 통해 글로벌 경쟁 사들이 따라올 수 없는 초 격차 완성 한다는 구상 11 공구 4 개 공장 건립 해 1 캠퍼스 생산 설비 추가 확보 이를 통해 명실 상부 세계 1 위 CDMO 기업 자리매 김하겠다는 목표 총 사업 비는 7조원 내외 될 예상 된다 2 캠퍼스 건립 통해 연 평균 400 명의 고용 창 출이 예상 된다 계약 체결 시점 10년 후 2032년 에는 총 4000 명의 고용 창 출이 기대되 며 협력 사를 통한 고용 창 출 1000 여명 건설 인력 5000 명 포함 할 경우 총 1만 여명의 고용 창 출이 예상 된다 삼성 바이오 직스 작년 송도 4 공장 착공 해 단일 기업 기준 세계 최대 규모 바이오 의약품 생산 설비 총 62만 ℓ 구축 했다 올해 글로벌 약사 상대로 수주 이어지고 있고 오는 10월 4 공장 부분 가동 준비 중이 존 림 사장 차질 없이 투자 계획 이행 해 글로벌 바이오 의약 산업 선도 지역 성장할 수 있는 기업 될 말 했다
39,1,부지면적 35만 7366 매매 대금 4260억원 총 사업 비 7조원 규모 코로나 19 이후 백 신 치료 공급 역량 부각 시정 선점 위 포석 11 공구 내 4 개 공장 건립 세계 1 위 CDMO 기업 입지 강화 유정복 인천광역시 가운데 존림 성 바이오 직스 대표이사 오른쪽 인천광역시 성 바이오 직스 투자 계약 체결 기념 촬영 하고 진삼 바이오 직스 삼성 바이오 직스 인천광역시 2 바이오 캠퍼스 부지 추가 위 송도 11 공구 토지 매매 계약 체결 했다고 18일 밝혔다 계약 송도국제도시 11 공구 첨단 산업 클러스터 산업 시설 용지 1 필지 송도동 430 글로벌 첨단 의약 분야 선도 할 수 있는 연 제조 시설 유치하기 위 계약 부지면적 35만 7366 매매 대 금은 4260억원 이다 공 급부 첨단 산업 분야 생태계 조성 위 글로벌 규모 시설 유치 위해 지정 된 부지 인천 경 제청 지난 2019년 7월 산업부 개발 계획 승인 득 이듬해 9월 바이오 의약 분야 글로벌 경쟁력 강화 국내 중소 벤처기업 육성 선도 할 수 있는 기업 유치한다는 전략 수립 했다 지난해 10월 에는 사업자 공개 모집 착수 12월 협상 대상자 성 바이오 직스 선정 했다 이후 협상 과정 거쳐 토지 매매 계약 체결 성사 됐다 성 바이오 직스 부지 확보 코로나 19 COVID 19 사태 이후 백신 치료 제의 개발 공급 역량 확보 세계 각국 최 국책 과제 부상 함 글로벌 규모 품질 갖춘 연구개발 조 시설 유치함으로써 시장 선점 하려는 포석 보인다 삼성 바이오 직스 2011년 4월 설립 돼 송도 5 공구 첨단 산업 클러스터 일대 송도동 2012 바이오 의약품 위탁 연구개발 제조업 CDMO 영위 설립 10년 만인 지난해 11월 4 공장 착공 단일 기업 기준 세계 최대 규모 바이오 의약품 생산 설비 연산 62만 리터를 구축 매출 액 1조 5000억원 상회 하는 성과 거뒀다 올해 역시 글로벌 약사 수주 이어지고 있으며 오는 10월 4 공장 부분 가동 준비 하는 성장 기세 어가 삼성 바이오 직스 부지 매입 통해 글로벌 경쟁 사들이 따라올 수 없는 초 격차 완성 한다는 구상 11 공구 4 개 공장 건립 해 5 공구 1 캠퍼스 생산 설비 추가 확보 세계 1 위 CDMO 기업 자리매 김 한다는 목표 총 사업 비는 7조원 내외 될 예상 바이오 의약 분야 벤 처 중소기업 위 산업 성 사업 추진 할 계획 1 단계 기간 내 벤 처 중소기업 입주해 연구개발 사업 지원 받을 수 있는 산업 성 시설 건립 컨설팅 세미나 국내외 네트워킹 지 원 사업 추진 다 삼성 바이오 직스 11 공구 2 캠퍼스 건립 통해 연 평균 400 명의 고용 창 출을 예상 계약 체결 시점 10년 후 2032년 에는 총 4000 명의 고용 창 출이 기대되 며 협력 사를 통한 고용 창 출 1000 여명 건설 인력 5000 명 포함 할 경우 총 1만 여명의 고용 창 출이 발생 할 보인다 유정복 인천 시장 계약 인천 시 성 바이오 직스 2 비약 위 상호 투자 지속 협력 통해 글로벌 바이오 의약 시장 선점 모습 보여 드리 자고 제안 했다 존림 성 바이오 직스 대표이사 선제 과감 투자 할 수 있도록 여건 조성 해준 산업 통상 자원부 인천 시 감사 표 하며 차질 없이 투자 계획 이행 해 글로벌 바이오 의약 산업 선도 지역 성장할 수 있는 기업 될 화답 했다
40,0,인천 시 4천 260억원 규모 토지 매매 총 사업 비 7조원 전망 세계 1 위 CDMO 기업 자리매 김 글로벌 CDMO 수요 적극 대응 성 바이오 직스 2 캠퍼스 조성 부지 위치 도인 천시 제공 인천 서울 연합뉴스 신민재 김잔디 기자 성 바이오 직스 이하 성 바이오 인천 송도국제도시 기존 생산 시설 규모 뛰어넘는 2 바이오 캠퍼스 건립 해 세계 1 위 바이오 의약품 위탁 개발 생산 CDMO 기업 자리 굳힌다 2 캠퍼스 매입 세계 1 위 CDMO 기업 자리매 김 인천 시 성 바이오 18일 인천 시청 유정복 시장 존림 대표 참석 가운데 송도 사옥 근처 송도 11 공구 산업 시설 용지 35만 7천 토지 매매 계약 체결 했다 용지 현재 사용 중인 송도 5 공구 1 바이오 캠퍼스 약 30 큰 규모 매매 대 금은 4천 260억원 이다 성 바이오 대지 매입 통해 글로벌 경쟁 사들이 따라올 수 없는 초 격차 완성 한다는 구상 송도 11 공구 4 개 공장 새로 건립 해 기존 송도 5 공구 1 캠퍼스 생산 설비 추가 확보 이를 통해 명실 상부 세계 1 위 CDMO 기업 자리매 김 한다는 목표 총 사업 비는 7조원 안팎 추산 된다 성 바이오 1 캠퍼스 1 2 3 공장 설립 해 가동 중이 현재 4 공장 추가 건설 올해 10월 부분 가동 앞둔 4 공장 내년 완공 되면 성 바이오 총 62만 L 생산 능력 확보 해 CDMO 분야 압도 세계 1 위 차지 하게 된다 이처럼 1 캠퍼스 내 부지 활용 데 2 캠퍼스 부지 추가 매입 했으며 생산 시설 확장 통해 급증 하는 글로벌 CDMO 수요 대응 할 계획 회사 설명 했다 현재 성 바이오 다국적 약사 대규모 CDMO 계약 잇 달 체결 올해 들어서만 공시 기준 총 6 건의 수주 계약 체결 했고 계약 금액 7천 641억원 이다 지난해 전체 수주 금액 60 넘겼다 서울 연합뉴스 18일 인천광역시 성 바이오 직스 투자 계약 체결 성용원 인천 경 자유 역청 청장 직무 대행 차장 왼쪽 유정복 인천광역시 존림 성 바이오 직스 대표이사 기념 촬영 하고 20220718 성 바이오 직스 제공 재판매 DB 금지 바이오 벤 처 육성 추진 오픈 이노베이션 센터 설립 성 바이오 바이오 의약 분야 벤 처 중소기업 위 산업 육성 사업 적극 추진 하기로 했다 1 단계 기간 내 벤 처 중소기업 입주해 연구개발 사업 지원 받을 수 있는 산업 성 시설 건립 컨설팅 세미나 국내외 네트워킹 지원 사업 벌일 예정 곳 바이오 벤 처 육성 위 오픈 이노베이션 센터 설립 글로벌 연구개발 RD 분석 서비스 시설 구축 해 RD 역량 강화하기로 했다 성 바이오 송도 11 공구 2 캠퍼스 건립 통해 연 평균 400 명의 고용 창 출을 예상 다 계약 체결 시점 10년 후 2032년 에는 총 4천 명의 고용 창 출이 기대되 며 협력 사를 통한 고용 창 출 1천 명과 건설 인력 5천 명을 포함 할 경우 총 1만 여명의 고용 창 출이 예상 된다고 회사 측은 설명 했다 존림 대표 차질 없이 투자 계획 이행 해 글로벌 바이오 약 산업 선도 지역 성장하는 기업 되겠다고 강조 했다 삼성 바이오 직스 송도 사옥 연합뉴스 자료 사진 smjynacokr
41,0,서울 연합뉴스 18일 인천 시청 열린 인천광역시 성 바이오 직스 투자 계약 체결 성용원 인천 경 자유 역청 청장 직무 대행 차장 왼쪽 유정복 인천광역시 존림 성 바이오 직스 대표이사 기념 촬영 2022718 성 바이오 직스 제공 재판매 DB 금지 photoynacokr
