辆格内靛,辆格疙,朝楼,俺牢,寇惫牢,扁包拌,陛蓝捧磊,焊氰,捧脚,篮青,扁鸥陛蓝,楷扁陛,扁鸥过牢,扁鸥寇牢,荤葛戚靛
A094820,老柳颇况,20220817,24226,-15959,-9290,-8526,0,-255,0,0,0,1455,-432,-509
A094820,老柳颇况,20220819,20751,-19244,796,796,0,0,0,0,0,-2098,-205,0
A094820,老柳颇况,20220822,-44048,42874,688,688,0,0,0,0,0,201,285,0
A094820,老柳颇况,20220824,-4692,-5071,-342,554,0,-20,0,0,0,6780,3325,-876
A094820,老柳颇况,20220823,-76617,72444,4868,441,0,4427,0,0,0,-3923,3228,0
A094820,老柳颇况,20220826,71752,-62651,797,797,0,0,0,0,0,-10332,434,0
A094820,老柳颇况,20220825,38708,-41613,251,251,0,0,0,0,0,1975,679,0
A094820,老柳颇况,20220830,-6410,24877,-21130,797,0,0,0,0,-21927,2177,486,0
A094820,老柳颇况,20220829,-25329,46026,-21492,435,0,0,0,0,-21927,411,384,0
A094820,老柳颇况,20220901,4014,-1895,202,202,0,0,0,0,0,-759,-1562,0
A094820,老柳颇况,20220831,826,2374,168,168,0,0,0,0,0,-2006,-1362,0
A094820,老柳颇况,20220902,29375,2461,-62,-62,0,0,0,0,0,-31100,-674,0
A094820,老柳颇况,20220905,-24472,24334,14,14,0,0,0,0,0,148,-24,0
A094820,老柳颇况,20220907,-36119,33087,-1604,23,0,0,0,0,0,1927,2709,-1627
A094820,老柳颇况,20220906,-12512,11754,384,384,0,0,0,0,0,310,64,0
A094820,老柳颇况,20220908,-9747,10161,126,126,0,0,0,0,0,99,-639,0
A094820,老柳颇况,20220913,-20012,21162,363,363,0,0,0,0,0,-1926,413,0
A094820,老柳颇况,20220915,31132,-30367,139,139,0,0,0,0,0,-980,76,0
A094820,老柳颇况,20220914,20649,-19854,-275,-275,0,0,0,0,0,-480,-40,0
A094820,老柳颇况,20220916,20569,-20185,62,62,0,0,0,0,0,-876,430,0
A094820,老柳颇况,20220919,-19460,19089,106,106,0,0,0,0,0,260,5,0
A094820,老柳颇况,20220921,-8819,8607,149,149,0,0,0,0,0,437,-374,0
A094820,老柳颇况,20220920,-23989,23845,45,45,0,0,0,0,0,334,-235,0
A094820,老柳颇况,20220923,25836,-20886,-100,-100,0,0,0,0,0,-5043,193,0
A094820,老柳颇况,20220922,-911,6487,-170,-170,0,0,0,0,0,-5425,19,0
A094820,老柳颇况,20220927,-137940,139008,-376,-376,0,0,0,0,0,-912,220,0
A094820,老柳颇况,20220926,-76108,78698,-394,-394,0,0,0,0,0,-2415,219,0
A094820,老柳颇况,20220929,-167184,169214,82,-66,0,148,0,0,0,-1442,-670,0
A094820,老柳颇况,20220928,-96587,100134,-44,-44,0,0,0,0,0,-3514,11,0
A094820,老柳颇况,20220930,-34043,30601,3037,30,0,3007,0,0,0,353,52,0
A094820,老柳颇况,20221005,71266,-66623,-3438,-283,0,-3155,0,0,0,-1008,-197,0
A094820,老柳颇况,20221004,8805,-7137,-1324,-250,0,-1074,0,0,0,-144,-200,0
A094820,老柳颇况,20221007,-14389,14266,-84,-84,0,0,0,0,0,-599,806,0
A094820,老柳颇况,20221006,-5524,5566,-43,-43,0,0,0,0,0,1,0,0
A094820,老柳颇况,20221011,23885,-23859,-103,-103,0,0,0,0,0,80,-3,0
A094820,老柳颇况,20221013,-16554,17185,1105,-383,0,546,0,0,0,-1690,-46,942
A094820,老柳颇况,20221012,-9916,10184,-272,-272,0,0,0,0,0,0,4,0
A094820,老柳颇况,20221014,-64889,65002,-99,-99,0,0,0,0,0,-9,-5,0
A094820,老柳颇况,20221017,-56893,57411,-108,-108,0,0,0,0,0,-410,0,0
A094820,老柳颇况,20221019,27382,-25420,2,2,0,0,0,0,0,-2103,139,0
A094820,老柳颇况,20221018,13997,-14145,-70,-70,0,0,0,0,0,100,118,0
A094820,老柳颇况,20221021,163586,-182335,12890,-99,0,13931,0,0,0,3636,2223,-942
A094820,老柳颇况,20221020,131969,-141363,-1278,69,0,-405,0,0,0,7419,3253,-942
A094820,老柳颇况,20221025,50001,-31835,-14766,-289,0,-14477,0,0,0,-1797,-1603,0
A094820,老柳颇况,20221024,21626,-16910,-4912,15,0,-4927,0,0,0,0,196,0
A094820,老柳颇况,20221027,-46346,43999,2587,-213,0,2800,0,0,0,0,-240,0
A094820,老柳颇况,20221026,3611,-13095,2696,-104,0,2800,0,0,0,4300,2488,0
A094820,老柳颇况,20221028,-5275,-6687,-37,-37,0,0,0,0,0,11998,1,0
A094820,老柳颇况,20221031,-26483,25667,616,-3093,0,3709,0,0,0,0,200,0
A094820,老柳颇况,20221102,39219,-56992,-223,-223,0,0,0,0,0,18447,-451,0
A094820,老柳颇况,20221101,-98840,82832,93,93,0,0,0,0,0,16100,-185,0
A094820,老柳颇况,20221104,34826,-33213,687,687,0,0,0,0,0,-2905,605,0
A094820,老柳颇况,20221103,35108,-33196,416,416,0,0,0,0,0,-2915,587,0
A094820,老柳颇况,20221108,-70165,47823,-446,-446,0,0,0,0,0,22648,140,0
A094820,老柳颇况,20221107,-27261,27135,-64,-64,0,0,0,0,0,0,190,0
A094820,老柳颇况,20221110,8439,-6336,-187,1297,0,-1484,0,0,0,-2072,156,0
A094820,老柳颇况,20221109,20739,-16991,-44,-44,0,0,0,0,0,-3720,16,0
A094820,老柳颇况,20221111,-20501,22515,-266,-266,0,0,0,0,0,-1548,-200,0
A094820,老柳颇况,20221114,13905,-13569,-152,-147,0,-5,0,0,0,500,-684,0
A094820,老柳颇况,20221116,32799,-29786,-3016,-216,0,-2800,0,0,0,401,-398,0
A094820,老柳颇况,20221115,-14506,18156,-2924,-124,0,-2800,0,0,0,-428,-298,0
A094820,老柳颇况,20221118,61182,-60993,-351,-351,0,0,0,0,0,-108,270,0
A094820,老柳颇况,20221117,52501,-52539,-165,-165,0,0,0,0,0,82,121,0
A094820,老柳颇况,20221122,-109286,102836,-131,-131,0,0,0,0,0,6737,-156,0
A094820,老柳颇况,20221121,-24735,25104,-137,-137,0,0,0,0,0,-52,-180,0
A094820,老柳颇况,20221124,50679,-48287,34,34,0,0,0,0,0,-2430,4,0
A094820,老柳颇况,20221123,37348,-37369,33,33,0,0,0,0,0,-47,35,0
A094820,老柳颇况,20221125,23960,-23958,-11,-11,0,0,0,0,0,0,9,0
A094820,老柳颇况,20221128,23435,-22870,-169,-169,0,0,0,0,0,-396,0,0
A094820,老柳颇况,20221130,-3465,3637,-162,-162,0,0,0,0,0,0,-10,0
A094820,老柳颇况,20221129,-3831,3901,-60,-60,0,0,0,0,0,0,-10,0
A094820,老柳颇况,20221202,15293,-9765,-62,-62,0,0,0,0,0,-5538,72,0
A094820,老柳颇况,20221201,-5030,3406,-31,-31,0,0,0,0,0,1564,91,0
A094820,老柳颇况,20221206,3493,-3052,-145,-145,0,0,0,0,0,0,-296,0
A094820,老柳颇况,20221205,8758,-8816,-95,-95,0,0,0,0,0,0,153,0
A094820,老柳颇况,20221208,-7493,8250,-486,-486,0,0,0,0,0,-251,-20,0
A094820,老柳颇况,20221207,-12530,12846,-317,-317,0,0,0,0,0,0,1,0
A094820,老柳颇况,20221209,1083,-3550,2434,-672,0,0,0,0,0,0,33,3106
A094820,老柳颇况,20221212,-10659,10636,57,-2,0,0,0,0,0,30,-64,59
A094820,老柳颇况,20221214,3092,-2591,-134,-36,0,-66,0,0,0,-385,18,-32
A094820,老柳颇况,20221213,2937,-2821,-130,-32,0,-66,0,0,0,7,7,-32
A094820,老柳颇况,20221216,13560,-14639,122,122,0,0,0,0,0,430,527,0
A094820,老柳颇况,20221215,14344,-15370,70,70,0,0,0,0,0,430,526,0
A094820,老柳颇况,20221220,5242,-5931,337,337,0,0,0,0,0,-127,479,0
A094820,老柳颇况,20221219,5838,-5617,115,115,0,0,0,0,0,-133,-203,0
A094820,老柳颇况,20221222,-16707,17114,0,0,0,0,0,0,0,419,-826,0
A094820,老柳颇况,20221221,-2681,2770,-10,-10,0,0,0,0,0,419,-498,0
A094820,老柳颇况,20221223,4496,-4218,-727,-727,0,0,0,0,0,-25,474,0
A094820,老柳颇况,20221226,9621,-9815,89,89,0,0,0,0,0,-373,478,0
A094820,老柳颇况,20221228,-46925,46900,32,32,0,0,0,0,0,24,-31,0
A094820,老柳颇况,20221227,-15307,15812,-29,-29,0,0,0,0,0,-476,0,0
A094820,老柳颇况,20221229,14985,-11978,-16,-16,0,0,0,0,0,-2991,0,0
A094820,老柳颇况,20230103,-2669,1535,933,130,0,803,0,0,0,-9,210,0
A094820,老柳颇况,20230102,10833,-10921,130,130,0,0,0,0,0,35,-77,0
A094820,老柳颇况,20230105,-17351,17296,20,20,0,0,0,0,0,0,35,0
A094820,老柳颇况,20230104,-26918,26936,-18,-18,0,0,0,0,0,0,0,0
A094820,老柳颇况,20230106,-18966,19004,-8,-8,0,0,0,0,0,-30,0,0
A094820,老柳颇况,20230109,-6615,6120,-161,-161,0,0,0,0,0,850,-194,0
A094820,老柳颇况,20230111,-11339,10629,41,41,0,0,0,0,0,591,78,0
A094820,老柳颇况,20230110,26889,-27024,22,22,0,0,0,0,0,1,112,0
A094820,老柳颇况,20230113,-27080,22105,125,125,0,0,0,0,0,5225,-375,0
A094820,老柳颇况,20230112,6497,-7703,105,105,0,0,0,0,0,1895,-794,0
A094820,老柳颇况,20230117,91803,-87550,49,47,0,0,0,2,0,-5246,944,0
A094820,老柳颇况,20230116,114781,-109938,124,123,0,0,0,1,0,-5078,111,0
A094820,老柳颇况,20230119,13276,-14173,127,127,0,0,0,0,0,701,69,0
A094820,老柳颇况,20230118,-9501,8804,-14,-14,0,0,0,0,0,681,30,0
A094820,老柳颇况,20230120,-16359,16093,66,66,0,0,0,0,0,0,200,0
A094820,老柳颇况,20230125,-3267,3179,-21,-21,0,0,0,0,0,15,94,0
A094820,老柳颇况,20230127,-22234,23470,-200,-200,0,0,0,0,0,-1535,499,0
A094820,老柳颇况,20230126,-22024,22670,-120,-120,0,0,0,0,0,-535,9,0
A094820,老柳颇况,20230131,-7708,10499,-193,-193,0,0,0,0,0,-2317,-281,0
A094820,老柳颇况,20230130,5470,-2455,-127,-127,0,0,0,0,0,-2608,-280,0
A094820,老柳颇况,20230202,7049,-7864,174,42,0,0,0,0,0,1,640,132
A094820,老柳颇况,20230201,23566,-23751,125,-7,0,0,0,0,0,0,60,132
A094820,老柳颇况,20230203,16709,-15492,7,7,0,0,0,0,0,-179,-1045,0
A094820,老柳颇况,20230206,4908,139,-25,-25,0,0,0,0,0,-5000,-22,0
A094820,老柳颇况,20230208,10582,-11375,-15,-15,0,0,0,0,0,600,208,0
A094820,老柳颇况,20230207,10804,-11216,7,7,0,0,0,0,0,200,205,0
A094820,老柳颇况,20230210,3641,-16,-817,-14,0,-803,0,0,0,-2770,-38,0
A094820,老柳颇况,20230209,5469,-4692,-808,-5,0,-803,0,0,0,30,1,0
A094820,老柳颇况,20230214,-11106,11643,-45,-45,0,0,0,0,0,-500,8,0
A094820,老柳颇况,20230213,-8202,8223,-21,-21,0,0,0,0,0,0,0,0
A094820,老柳颇况,20230216,27346,-27560,-130,-130,0,0,0,0,0,-1,345,0
A094820,老柳颇况,20230215,31452,-31774,-23,-23,0,0,0,0,0,0,345,0
A094820,老柳颇况,20230217,-6297,6340,-43,-43,0,0,0,0,0,0,0,0
A094820,老柳颇况,20230220,-5471,5196,-27,-27,0,0,0,0,0,300,2,0
A094820,老柳颇况,20230222,7494,-7573,23,23,0,0,0,0,0,-1,57,0
A094820,老柳颇况,20230221,2895,-2883,2,2,0,0,0,0,0,-1,-13,0
A094820,老柳颇况,20230224,13617,-10515,35,35,0,0,0,0,0,-3090,-47,0
A094820,老柳颇况,20230223,2705,-1922,15,15,0,0,0,0,0,-698,-100,0
A094820,老柳颇况,20230228,-1198,3583,-201,-201,0,0,0,0,0,-1000,-1184,0
A094820,老柳颇况,20230227,2611,-3520,23,23,0,0,0,0,0,0,886,0
A094820,老柳颇况,20230302,-27073,27373,-20,-20,0,0,0,0,0,0,-280,0
A094820,老柳颇况,20230303,-20074,20152,-609,-609,0,0,0,0,0,0,531,0
A094820,老柳颇况,20230306,-13662,16484,16,16,0,0,0,0,0,-2716,-122,0
A094820,老柳颇况,20230308,6893,-10991,6039,10,0,6029,0,0,0,-1581,-360,0
A094820,老柳颇况,20230307,8501,-8584,-5,-5,0,0,0,0,0,-1,89,0
A094820,老柳颇况,20230310,54919,-65306,-5711,318,0,-6029,0,0,0,15372,726,0
A094820,老柳颇况,20230309,683,-10855,-5990,39,0,-6029,0,0,0,16068,94,0
A094820,老柳颇况,20230314,33666,-28910,983,983,0,0,0,0,0,-2550,-3189,0
A094820,老柳颇况,20230313,9309,-9302,415,415,0,0,0,0,0,-203,-219,0
A094820,老柳颇况,20230316,-75805,74315,-526,-526,0,0,0,0,0,1999,17,0
A094820,老柳颇况,20230315,-70106,67556,-94,-94,0,0,0,0,0,2730,-86,0
A094820,老柳颇况,20230317,-13204,14719,137,137,0,0,0,0,0,-832,-820,0
A094820,老柳颇况,20230320,-39398,37728,-30,-30,0,0,0,0,0,1520,180,0
A094820,老柳颇况,20230322,105242,-104156,86,86,0,0,0,0,0,-1362,190,0
A094820,老柳颇况,20230321,80848,-79536,36,36,0,0,0,0,0,-1495,147,0
A094820,老柳颇况,20230324,13987,-13650,79,79,0,0,0,0,0,31,-447,0
A094820,老柳颇况,20230323,34590,-34281,19,19,0,0,0,0,0,37,-365,0
A094820,老柳颇况,20230328,44179,-42940,403,403,0,0,0,0,0,-1636,-6,0
A094820,老柳颇况,20230327,55072,-52637,410,410,0,0,0,0,0,-2820,-25,0
A094820,老柳颇况,20230330,-3700,5537,-203,-203,0,0,0,0,0,-1778,144,0
A094820,老柳颇况,20230329,-27257,29201,-282,-282,0,0,0,0,0,-1778,116,0
A094820,老柳颇况,20230331,33130,-40097,576,577,0,0,0,-1,0,4736,1655,0
A094820,老柳颇况,20230403,-14037,14215,600,600,0,0,0,0,0,-1033,255,0
A094820,老柳颇况,20230405,57442,-60792,1208,208,0,0,0,0,1000,1488,654,0
A094820,老柳颇况,20230404,981,-20328,16205,574,0,15631,0,0,0,3578,-436,0
A094820,老柳颇况,20230407,-15026,15669,-129,-133,0,4,0,0,0,-3708,3194,0
A094820,老柳颇况,20230406,-26304,20161,6521,-25,0,6546,0,0,0,-3751,3373,0
A094820,老柳颇况,20230411,20680,-14344,-522,-1094,0,1572,0,0,-1000,-9235,3421,0
A094820,老柳颇况,20230410,15473,-10439,-37,-1095,0,2058,0,0,-1000,-5067,70,0
A094820,老柳颇况,20230413,-2593,2076,-44,132,0,-1576,0,0,0,196,365,1400
A094820,老柳颇况,20230412,-8501,584,9994,513,0,8081,0,0,0,-14,-2063,1400
A094820,老柳颇况,20230414,-13843,18154,-300,-300,0,0,0,0,0,338,-4349,0
A094820,老柳颇况,20230417,-12520,362,8387,550,0,7837,0,0,0,10,3761,0
A094820,老柳颇况,20230419,23249,-11902,-7431,406,0,-7837,0,0,0,-842,-3074,0
A094820,老柳颇况,20230418,36415,-31577,-2696,355,0,-3051,0,0,0,-842,-1300,0
A094820,老柳颇况,20230421,-41273,27645,7101,563,0,1449,0,0,0,-817,7344,5089
A094820,老柳颇况,20230420,23279,-26850,19,19,0,0,0,0,0,-3722,7274,0
A094820,老柳颇况,20230425,57775,-48274,-6355,183,0,-6538,0,0,0,-3013,-133,0
A094820,老柳颇况,20230424,51857,-48166,-2777,112,0,-2889,0,0,0,-905,-9,0
A094820,老柳颇况,20230427,-56354,68165,-659,-347,0,0,0,0,0,-2678,-8474,-312
A094820,老柳颇况,20230426,21816,-12419,-31,-31,0,0,0,0,0,-800,-8566,0
A094820,老柳颇况,20230428,2050,-980,-485,-533,0,48,0,0,0,-921,336,0
A094820,老柳颇况,20230503,31355,-29691,-390,-343,0,-48,0,1,0,-1577,303,0
A094820,老柳颇况,20230502,-19118,20815,-277,-229,0,-48,0,0,0,-1577,157,0
A094820,老柳颇况,20230504,-5371,-7672,8739,6405,0,2334,0,0,0,2575,1729,0
A094820,老柳颇况,20230509,10892,-1080,-8914,-7646,0,-1267,0,-1,0,1542,-2440,0
A094820,老柳颇况,20230508,1081,-47,-975,37,0,-1012,0,0,0,442,-501,0
A094820,老柳颇况,20230511,-10884,6377,1701,5,0,1696,0,0,0,2940,-134,0
A094820,老柳颇况,20230510,-23298,22294,0,0,0,0,0,0,0,700,304,0
A094820,老柳颇况,20230512,4603,-211,-2208,-14,0,-2194,0,0,0,-1935,-249,0
A094820,老柳颇况,20230515,31341,-29821,781,198,0,583,0,0,0,-2271,-30,0
A094820,老柳颇况,20230517,7321,-12924,474,157,0,317,0,0,0,3488,1641,0
A094820,老柳颇况,20230516,-8580,-407,322,5,0,317,0,0,0,6598,2067,0
A094820,老柳颇况,20230519,-84932,93199,-195,-195,0,0,0,0,0,-9290,1218,0
A094820,老柳颇况,20230518,-8394,16090,-7,-7,0,0,0,0,0,-9057,1368,0
A094820,老柳颇况,20230523,73834,-72295,92,92,0,0,0,0,0,-897,-734,0
A094820,老柳颇况,20230522,50594,-49844,109,109,0,0,0,0,0,-397,-462,0
A094820,老柳颇况,20230525,-21065,23615,-62,-62,0,0,0,0,0,-2764,276,0
A094820,老柳颇况,20230524,604,2267,-15,-15,0,0,0,0,0,-3000,144,0
A094820,老柳颇况,20230526,8815,-9386,5,5,0,0,0,0,0,-19,585,0
A094820,老柳颇况,20230531,6041,572,-1419,-19,0,0,0,0,0,-4450,-744,-1400
A094820,老柳颇况,20230530,-8347,11807,-8,-8,0,0,0,0,0,-2650,-802,0
A094820,老柳颇况,20230602,-3805,1749,-422,-422,0,0,0,0,0,-177,2655,0
A094820,老柳颇况,20230601,-2871,888,-149,-149,0,0,0,0,0,303,1829,0
A094820,老柳颇况,20230605,-29774,29972,-165,-165,0,0,0,0,0,1300,-1333,0
A094820,老柳颇况,20230608,43076,-42487,-71,-71,0,0,0,0,0,170,-688,0
A094820,老柳颇况,20230607,12784,-11967,-24,-24,0,0,0,0,0,80,-873,0
A094820,老柳颇况,20230609,-65251,63233,-1228,-242,0,0,0,0,0,3162,84,-986
A094820,老柳颇况,20230612,89593,-84072,10,10,0,0,0,0,0,-6465,934,0
A094820,老柳颇况,20230614,16244,-11800,-357,-231,0,0,0,0,0,-3960,-127,-126
A094820,老柳颇况,20230613,4502,-1442,-204,-78,0,0,0,0,0,-3110,254,-126
A094820,老柳颇况,20230616,-33927,33256,592,-156,0,90,0,0,0,0,79,658
A094820,老柳颇况,20230615,696,-1282,484,-144,0,0,0,0,0,0,102,628
A094820,老柳颇况,20230620,-2520,-1082,-254,-254,0,0,0,0,0,4708,-852,0
A094820,老柳颇况,20230619,-12157,12192,-169,-169,0,0,0,0,0,47,87,0
A094820,老柳颇况,20230622,25894,-27829,-206,-206,0,0,0,0,0,1783,358,0
A094820,老柳颇况,20230621,5173,-5780,-106,-106,0,0,0,0,0,520,193,0
