단어,개수
거래,175
편의성,1
등도,156
장점으로,1
꼽힌다.,29
공모펀드,1
"자금,",2
ETF로,1
"대이동…""개인",1
투자자,63
몰리자,3
시장,294
"급팽창""일반",1
투자자들,7
사이에서,23
이름도,2
생소했던,1
상장지수펀드(ETF)가,2
본격적인,17
인기를,4
끌기,1
시작한,63
사태가,11
터진,3
2020년,14
전후다.,1
‘동학개미운동’,1
‘서학개미운동’,1
등을,190
증시에,255
유입된,30
개인투자자들은,10
ETF란,1
상품에도,1
관심을,21
보였다.,319
펀드의,5
인기가,4
점점,13
시들해지는,1
시점에서,1
자산운용사들은,2
새로운,33
먹거리로,1
생각하고,4
경쟁적으로,2
내놓으며,8
크기를,1
키웠다.,31
○해외,1
투자형,2
등장으로,1
커져,4
처음,7
등장한,2
2002년에는,1
대표,41
시장지수인,1
코스피200을,3
없었다.,7
거래대금,26
3000억원,2
중,462
개인투자자,6
비중은,23
30%에,1
그쳤다.,29
2006년에는,1
이,235
비율이,7
18%까지,1
내려가는,3
등,1117
개인들로부터,1
외면받았다.2009년,1
시행된,2
자본시장법은,1
발전의,1
제도적,4
기반을,1
마련했다는,1
평가를,14
받는다.,3
법,1
시행으로,1
지수,472
등락률을,9
레버리지,2
만들,1
"됐고,",1
2010년,6
기초로,1
상장됐다.,1
레버리지와,1
인버스(지수,1
역으로,5
추종),3
이용하는,1
것이,96
투자전략으로,1
자리매김하게,1
됐다.코로나19,1
사태로,14
각국,17
정부가,29
돈,7
풀기에,1
나서며,29
유동성,43
장세에,17
들어선,6
시장이,72
급격히,6
커지는,15
촉매제가,1
됐다.,13
개인투자자들이,8
주식뿐,1
아니라,61
주식까지,2
사들이기,1
시작하자,3
잇따라,12
상장했다.,4
미국,1115
테크(기술)기업에,1
"상품,",2
필라델피아반도체지수,1
업종,117
지수를,175
중국,314
전기차,73
및,213
2차전지주로,1
구성된,29
상품,8
시기에,2
줄줄이,31
나왔다.,38
70%만,1
추종하고,2
나머지는,7
마음대로,3
종목을,74
넣었다,1
뺄,1
액티브,15
ETF도,4
출시됐다.전체,1
순자산총액에서,1
차지하는,25
10%에서,1
현재,385
25%로,3
높아졌다.,13
개인투자자가,9
50%까지,1
올라왔다.,1
“국내,21
시장에서도,32
편하게,1
기업에,19
투자할,3
되면서,12
개인투자자의,10
유입이,10
많아졌다”고,1
설명했다.,151
○공모,1
줄자,1
ETF에,1
‘사활’ETF,1
커지며,17
줄고,5
순자산은,2
2007년,6
170조원이,1
넘었지만,3
지난,662
5월,361
말,97
110조원까지,1
내려왔다.ETF의,1
편의성과,1
수수료로,2
인해,42
펀드가,2
설,4
자리는,1
좁아질,1
것이란,171
예상이,6
나온다.,114
자산운용사들이,1
판매,21
확대에,33
사활을,1
거는,6
이유다.ETF는,1
"홈트레이딩시스템(HTS),",1
모바일트레이딩시스템(MTS),1
매매할,1
펀드는,4
온라인으로,1
가입할,2
때도,4
각종,13
절차를,13
거쳐야,3
한다.,12
은행이나,1
증권사,56
창구를,3
이용하면,1
가입하는,1
데,111
길게는,1
시간,88
정도가,6
소요된다.공모,1
자산운용사가,1
떼가는,1
운용보수와,1
은행,12
가져가는,6
판매보수,1
합해,2
1.5%,7
정도(C클래스,1
기준)를,1
연간,18
내야,1
운용보수로,1
0.5%,42
정도만,2
내면,3
된다.김정현,1
신한자산운용,2
ETF사업본부장은,1
“20·30대,1
젊은,1
세대를,1
중심으로,231
금융소비자는,1
투자의,6
"편의성,",1
비용,13
시간의,3
효율성,4
중시하고,1
있다”며,70
“유통,1
부문에,1
"쿠팡,",1
배달의민족,1
있듯이,1
금융상품,1
중에는,6
큰,228
수혜를,11
봤다”고,1
말했다.다만,12
빠르게,40
커지면서,39
"레버리지,",1
2배,14
인버스,5
고위험·고수익,1
부추길,1
우려가,234
제기된다.,12
금융투자업계,3
관계자는,32
“공모,1
위축된,24
ETF만,1
늘어나면,9
금융지식이,1
적은,5
개인들의,11
소외,2
현상이,48
부작용이,1
나타날,67
있다”고,107
[앵커],17
오늘(30일)로,1
상반기,62
주식시장이,12
마감했습니다.,84
코스피는,1198
2600선,100
중반까지,8
오르며,110
내내,29
양호한,54
흐름을,169
이어왔는데요.증권가가,1
바라보는,3
하반기,360
전망은,27
어떨지,1
취재기자와,1
알아보겠습니다.,1
김동필,2
"기자,",27
"코스피,",211
상반기를,1
어떻게,29
마무리했습니까.,1
[기자],4
오늘,106
어제(29일)보다,2
0.56%,17
거래를,1013
마쳤는데요.나흘,1
반등하며,15
마지막,19
거래일을,3
기분,2
좋게,5
마무리했습니다.,2
올해,427
우상향,16
그래프를,2
그리며,2
연고점을,58
찍기도,2
했는데요.연초,1
2220대에서,1
6개월,15
동안,87
2560선까지,8
15%가량,1
올랐습니다.,11
상승을,210
이끈,22
건,94
12조,4
원,152
넘게,296
외국인,573
자금이었습니다.,1
코스닥,517
지수도,69
나흘,11
오르면서,57
0.8%,12
상승한,886
868.24에,9
4월,141
913선까지,1
올랐던,20
역시,179
연초에,3
비해,63
29%나,1
뛰었습니다.,2
이제,47
관심은,5
하반기로,3
쏠리는데요.전망이,1
어떤가요?,1
대체로,73
것이라는,153
전망이,132
우세합니다.,2
모건스탠리는,16
상단이,7
2900선을,3
넘을,4
전망을,56
내기도,2
했습니다.,10
경기,386
회복,79
기대감이,248
주가에,19
반영될,8
건데요.직접,1
들어보시죠.[이경수,1
/,19
메리츠증권,13
리서치센터장:,1
(경기회복),1
반영이,2
되기,2
시작할,4
것이라고,53
보는,30
"거고,",1
또,195
하나는,7
반도체가,34
조정,116
기간을,11
거쳤다고,1
거죠.,16
전체적으로,9
올해보다는,1
내년에,8
초점을,6
맞추는,2
하반기가,6
되지,8
않겠나….]하지만,1
미국의,213
금리인상,63
가능성과,4
달러,115
강세에,91
따른,264
자금,49
유출,2
우려는,17
상승세를,293
제한하는,5
요인으로,56
꼽히고,3
있습니다.,153
SBS,2
Biz,25
김동필입니다.당신의,2
제보가,90
뉴스로,79
만들어집니다.SBS,79
Biz는,79
여러분의,298
제보를,295
기다리고,81
있습니다.홈페이지,79
=,946
https://url.kr/9pghjn,79
"檢,",1
혐의자,2
출금·범죄수익,1
추징보전,2
[서울경제],81
금융,27
당국이,3
벌어진,4
5개,35
종목,620
동시,37
하한가,41
사태에,9
대해,76
주가조작,8
혐의를,2
포착했다.,1
당국은,2
당시,13
곧바로,7
정지시켰던,1
종목의,67
3일부터,4
재개하기로,1
했다.,141
금융위원회와,1
"금융감독원,",2
15일부터,3
거래가,16
정지된,4
상장사,20
방림(003610)·만호제강(001080)·대한방직(001070)·동일산업(004890)과,1
동일금속(109860)에,1
대한,617
거래정지,1
조치를,6
다음,57
달,129
해제한다고,1
밝혔다.,137
해당,34
종목들은,69
동시에,25
하한가를,26
기록한,94
직후,40
유관기관,1
간,42
협의를,3
거쳐,12
바,61
투자자를,2
보호한다는,1
명목,1
아래,4
취해진,1
이례적,1
조치였다.당국은,1
특히,195
종목과,12
관련해,26
주가,346
조작,7
혐의도,1
포착했다고,1
24일,8
소시에테제네랄(SG)증권발,10
8개,8
급락,15
발생,6
유사한,9
유형의,1
불공정거래,7
가능성을,111
집중,15
점검하는,1
과정에서,35
관련,183
내용을,13
확인했다고,2
검찰은,1
제공한,1
자료를,3
바탕으로,15
"출국금지,",1
"압수수색,",1
기소,2
명령(피의자가,1
전에,13
범죄,1
수익을,16
처분하지,2
못하도록,2
하는,94
법원의,1
명령),1
등의,129
내렸다.하한가,1
시장에서는,122
종목들을,14
추천한,2
인터넷,8
카페,2
운영자,2
강,24
모,2
씨를,1
그,123
배후로,4
의심했다.,1
씨는,1
과거,27
비슷한,23
혐의로,6
처벌받은,1
전력이,1
있어,114
행위가,1
있었을,2
추측도,1
상대적으로,76
최대주주,4
지분율이,2
높아,21
유통,8
수가,12
적다는,1
공통점이,4
있었다.,6
당국,2
“앞으로도,1
협업을,1
질서,1
교란세력에,1
단호히,1
대응하겠다”며,1
“투자자,1
"보호,",1
주식시장,50
안정을,5
위해,64
노력하겠다”고,1
이사장,1
"""다양한",1
신상품,3
"공급""",1
[서울=뉴시스],201
강수윤,2
기자,832
개설,2
돌파했다고,1
밝혔다.거래소에,1
시장은,70
3552억원으로,1
시작했다.,111
2006년,3
8월,36
1조원을,5
돌파한,29
5년,9
만인,2
2011년,3
11월,16
"10조원,",1
2019년,7
12월50조원으로,1
성장했다.,1
29일,50
넘어섰다.이는,1
고유의,1
장점을,1
출시,1
노력과,1
환경을,11
뒷받침하는,3
금융당국과,1
거래소의,3
제도,13
개선,105
노력의,1
결과라고,1
거래소는,18
설명했다.시장,1
상품은,2
코스피200지수,4
기반,9
4종목뿐이었다.,1
자산운용사,6
"4곳,",1
지수산출기관,1
1곳으로,1
출발했다.,235
하지만,95
출시로,2
기준,458
운용사는,3
"23곳,",1
지수산출기관은,1
34곳로,1
늘었다.그러나,1
이런,97
성장세에도,1
규모는,29
주요국(10%),1
여전히,148
수준(3.9%)이라는,1
지적이,9
나온다.거래소는,1
이를,81
기초자산,1
"다양화,",1
해외형,1
라인업,1
"강화,",1
운용,5
자율성,1
"확대,",7
개인·퇴직연금향,1
수요,46
확대,54
추진하기로,2
했다.손병두,1
이사장은,1
"""그간",3
발전을,1
고생하신,1
업계,12
금융당국,3
관계자분들에게,1
감사를,1
"드린다""며",1
"""거래소도",1
공급과,3
투자기반,1
확충을,4
지속적으로,23
노력할,1
"것""이라고",161
말했다．,3
■,41
제보하기▷,46
전화,102
:,188
"02-781-1234,",46
4444▷,46
이메일,102
kbs1234@kbs.co.kr▷,46
카카오톡,102
'KBS제보',46
"검색,",46
채널,59
추가▷,46
"네이버,",61
유튜브에서,47
KBS뉴스를,46
구독해주세요!,46
[5시뉴스]국내,2
증시가,363
금요일인,2
오늘장,4
4거래일,61
동반,140
상승에,80
성공하며,5
마쳤습니다.장,2
초반,272
간밤,107
뉴욕,116
증시에서,126
기술주의,18
부진한,89
모습이,16
부담으로,51
작용하는,8
듯했으나,1
실물,15
지표가,47
모두,222
플러스,11
성장하고,1
중국의,111
6월,544
제조업,69
PMI,20
지표도,10
전월,29
소폭,361
반등하면서,15
안도감이,8
유입되며,54
10포인트,3
올라,136
마쳤습니다.,59
코스닥도,53
상승했고,37
외국인의,199
매수세에,100
힘입어,237
강보합세를,59
기록했습니다.오늘,1
어제보다,85
14.26포인트,1
2564.28포인트로.,1
코스닥은,326
6.45포인트,1
868.24포인트로,1
마감했습니다.투자주체별,2
매매동향을,7
보면,275
기관,258
홀로,369
매수세를,47
기록했습니다.,30
시가총액,494
살펴보면,92
마감된,15
종목이,261
더,237
많은,60
대웅제약이,1
보톨리눔,1
톡신을,1
이탈리아에,1
정식,2
출시했다고,1
밝히면서,6
4%,48
넘는,71
강세를,459
보였고,25
진에어가,1
2분기에,5
3분기에도,1
호실적을,11
기록할,22
전망에,42
사흘,8
연속,367
이어갔습니다.반면,1
마이크론,20
테크놀로지가,3
크게,175
내린,1386
점과,5
반도체,663
경기가,79
부진했다는,4
평가,13
속에,87
주들은,1
조정받았습니다.삼성전자가,1
이틀,53
하락했고,35
SK하이닉스는,85
3거래일,111
하락,868
반전했습니다.,1
업종별로는,97
시장에서,183
의료,20
정밀업종과,1
비금속,6
광물,3
업종만,6
하락했습니다.오늘,2
원달러,44
환율은,892
0.1원,24
1317.7원에,8
마감됐습니다.MBC,12
뉴스는,56
24시간,108
기다립니다.,172
▷,56
02-784-4000▷,56
mbcjebo@mbc.co.kr▷,56
@mbc제보,56
868.24로,5
마감…,1
연초,78
27%,2
상승,1120
2023년,8
거래일인,20
"30일,",1
지수와,24
나란히,22
마감했다.,894
이날,1332
일제히,147
출발한,237
증시는,418
개장,122
외국인과,700
기관의,228
매도세에,108
전환하기도,6
"했지만,",22
장,398
매수세가,94
마감하는,2
성공했다.상반기,1
코스피와,87
자릿수,1
상승했다.,404
지난해,325
거래일,579
2236.40에,1
마감한,154
올랐다.,248
상승률은,52
14.66%다.,1
679.29로,1
새해를,1
맞은,4
860대에서,1
"마치면서,",1
올,99
초,53
27.81%,1
상승하는,31
성공했다.,23
오후,494
서울,1004
중구,683
명동,68
하나은행,722
딜링룸./뉴스1,3
2564.28에,11
마쳤다.,762
전날보다,352
0.33%,12
2558.43에,6
"출발했지만,",20
오전,674
전환했다.,62
이내,26
유입되면서,18
다시,205
흐름으로,19
돌아선,22
후,191
폭을,79
키웠다.유가증권시장에서,5
개인이,163
"679억원,",4
1593억원을,1
내다,24
판,11
"가운데,",76
기관이,512
2031억원을,3
사들이며,33
끌어올렸다.같은,1
날,15
6.45포인트(0.75%),12
0.11%,17
862.70에,4
전환한,32
2시쯤,1
상승세로,81
돌아섰다.유가증권시장,1
중에서는,50
약세를,279
유가증권시장에서,239
삼성전자와,104
SK하이닉스가,38
전일,511
"0.28%,",4
0.86%,11
"하락했고,",19
삼성전자우도,1
1.65%,7
5만9500원에,1
제롬,143
파월,291
연방준비제도(Fed·연준),64
의장이,73
14일(현지시각),1
워싱턴DC에서,6
연방공개시장위원회(FOMC),137
정례회의를,30
마친,36
뒤,271
기자회견하고,4
있다./연합뉴스,13
이는,134
연방준비제도(연준·Fed),26
긴축,222
발언으로,11
기술주에,18
투심이,13
영향으로,150
풀이된다.,94
전날(현지,1
시각),44
열린,25
스페인,10
중앙은행,20
주최,2
콘퍼런스에서,3
의장은,71
“연방공개시장위원회(FOMC),3
위원들,9
대다수는,1
연말까지,18
번이나,1
이상,209
올리는,22
게,111
적절할,12
것으로,1021
본다”며,7
“인플레이션,5
압력이,52
높다”고,11
말했다.반면,2
2차전지,204
관련주들은,1
LG에너지솔루션이,25
0.55%,11
"올랐고,",34
"LG화학,",59
"삼성SDI,",37
포스코퓨처엠,14
1%,229
안팎,15
상승률을,56
보였다.수출,1
호조에,17
2분기,113
실적,312
기대감에,80
자동차,56
관련주들도,3
현대차가,5
"0.98%,",6
기아가,18
2.91%,3
현대모비스가,7
"2.88%,",1
현대글로비스도,1
2.81%,1
마감했다.코스닥,16
주들의,4
상승세가,63
이어졌다.,7
에코프로비엠이,17
"3.32%,",1
에코프로가,35
5.60%,1
"엘앤에프,",42
"더블유씨피,",17
천보도,1
2%대,80
서초구,4
삼성전자,94
사옥./뉴스1,1
외환시장에서,376
미,187
달러화에,33
원화,149
환율(원·달러,5
환율)은,27
거래일(1317.6원)보다,5
원·달러,428
추가,354
부각되면서,11
강세,112
영향에,29
4.3원,40
1321.9원에,4
개장했다.,123
위안화가,4
1310원,4
후반대에서,1
등락했다.이재만,1
하나증권,27
연구원은,1095
“금일,2
매수세,33
유입에,10
마감했다”면서,2
전반적으로,45
거래량과,1
대금이,2
축소되는,5
관망세가,29
우세한,28
모습”이라고,3
분석했다.이경민,1
대신증권,171
“코스피,16
금융투자와,6
연기금을,2
순매수세가,29
전환했다”고,1
“추가,6
금리,636
인상,253
우려에,39
증시,435
변동성은,4
제한적”이라면서,1
가능성이,315
이미,42
상당,29
부분,17
"선반영됐고,",1
경제,94
지표,59
경기에,30
안도,6
심리도,6
유입되고,16
말했다.앞서,2
29일(미,1
현지,7
상무부는,2
1분기,68
GDP,6
성장률이,6
2%로,13
최종,13
집계됐다고,3
이전에,5
발표된,55
잠정치인,2
1.3%와,2
예상치인,11
1.4%를,4
웃도는,15
수치였다.,1
[내일의,6
전략],6
임종철,17
디자인기자,18
/사진=임종철,25
디자인기자코스피,2
지수가,530
순매수세,9
유입으로,9
상승하며,68
2560선을,4
회복했다.,27
실물지표,25
성장세에,2
주요,262
경제지표까지,1
호조를,18
나타내면서,5
안도랠리를,1
펼쳤다.,2
전일대비,42
금융투자를,2
2030억원,1
순매수에,46
나서면서,22
이끌었다.,24
외국인은,567
"677억원,",2
1623억원,1
순매도했다.,248
마이크론이,13
4%대,25
하락한,797
여파로,37
삼성전자를,31
비롯한,43
IT,52
기술주가,24
부진해,3
나타냈다.,96
그러나,43
"실물지표(생산,",1
"소비,",2
투자)가,1
성장한데다,1
국내총생산(GDP),12
2%를,5
"기록하고,",2
전월대비,3
투자심리가,72
돌아섰다.,46
전기가스업이,7
"운수장비,",43
"기계,",57
"유통,",22
증권,17
1%대,246
"의료정밀,",54
비금속광물은,2
약보합세를,36
현대차,37
삼형제의,1
약진이,9
두드러졌다.,30
수출,127
맏형인,1
0.98%,9
올랐고,80
기아와,2
"2.91%,",2
2.88%,4
약보합권에,28
머물렀다.,44
조선주도,2
신조선가,3
상승으로,25
업황,95
호조가,1
지속되고,21
현대미포조선이,1
3.19%,1
HD한국조선해양과,1
삼성중공업이,1
(서울=뉴스1),112
영등포구,27
한국거래소에서,2
알멕의,3
코스닥시장,26
상장기념식에서,1
채남기,1
한국IR협의회,1
"회장(왼쪽부터),",1
홍순욱,1
"코스닥시장본부장,",1
박수현,1
알멕,4
"회장,",1
신상호,1
"대표이사,",2
박준표,1
"부사장,",2
윤병운,1
NH투자증권,78
강왕락,1
코스닥협회,1
부회장이,1
기념촬영을,1
하고,90
(한국거래소,1
제공),1
2023.6.30/뉴스1,2
Copyright,2
(C),2
뉴스1.,3
All,2
rights,2
reserved.,2
무단,2
전재,2
재배포,2
금지.이날,1
신규,84
상장한,23
알멕과,3
오픈놀은,3
'따따블'의,1
주인공이,2
되진,2
못했다.,11
알멕은,2
공모가(5만원),1
99%,1
뛴,61
9만9500원을,1
기록했고,15
공모가(1만원),1
58%,1
1만5750원에,1
한국거래소가,9
상장종목의,1
첫날,14
상승폭을,63
공모가의,9
400%로,1
확대한,4
번째,10
사례라,1
주목을,10
받았지만,2
시큐센에,1
약발이,1
떨어졌다.,55
시큐센은,4
공모가(3000원),1
205%,1
9150원에,2
"마감했고,",19
이날은,12
1430원(15.63%),1
하락해,52
7720원에,1
증권가에서는,52
횡보장세가,1
당분간,37
지속될,57
본다.,6
기반으로,20
상승해온,1
만큼,126
매물,197
소화과정이,4
진행되고,17
진단이다.,6
이경민,86
"""단기",22
과열,91
"해소,",8
소화를,5
거친,10
코스피의,64
레벨업이,3
가능할,10
"것""이라며",84
"""오는",2
7일,103
잠정실적이,2
공개되는데,1
우려보다,2
실적이,74
공개되고,1
중심의,165
개선이,52
경우,142
분위기가,33
반전될,2
내다봤다.,59
한편,49
"337억원,",3
6억원,4
어치,11
샀고,8
45억원,3
팔았다.,33
금융이,5
일반전기전자가,4
"운송장비부품,",10
"금속,",25
"제약,",14
방송서비스는,1
반면,866
소프트웨어는,3
"2%대,",15
"인터넷,",29
디지털콘텐츠는,2
하락했다.,310
2차전지주의,16
랠리가,15
돋보였다.,2
에코프로비엠과,21
"3%,",10
5%대,13
JYP,198
Ent.는,6
걸그룹,1
"HLB,",28
엘앤에프가,11
2~3%,3
셀트리온헬스케어와,10
펄어비스는,17
기록했다.,266
원/달러,322
1317.70에,1
경제지표,31
호조로,6
안도감,4
28일,80
딜링룸에서,266
딜러들이,182
업무를,284
보고,352
연합뉴스[서울경제],29
투자자의,63
코스피가,952
2560대로,1
지난달,201
실물지표가,2
성장한,1
이달,196
PMI(구매자,2
관리지수),1
반등한,15
것도,56
긍정적으로,57
작용했다.,25
전장보다,854
"2,564.28이다.지수는",1
8.41포인트(0.33%),11
"2,558.43으로",5
출발해,112
보합권에서,56
등락을,77
거듭하다,6
전환했다.이날,2
2031억원어치를,1
순매수하며,91
끌어올렸다.,51
"678억원,",3
1622억원어치를,1
순매도했다.전날,1
경제지표가,20
예상치를,31
상회한,5
긴축을,19
정당화할,3
우려로,34
작용해,9
잠시,27
보이기도,7
보였다는,6
안도감으로,6
작용했다.미,1
상무부가,6
발표한,69
성장률은,10
2.0%로,6
집계돼,7
웃돌았다.서정훈,1
삼성증권,36
"""미국에서",3
나타난,21
지표들이,10
생각보다,8
양호하게,2
나오다,2
보니,13
같은,321
민감,2
수급이,64
몰리며,12
전환에,24
성공한,9
"보인다""고",21
분석했다.다만,4
보인,113
반도체주가,43
보이면서,95
동력을,17
제한했다.시가총액(시총),1
상위종목,42
"기아(000270)(2.91%),",1
현대차(005380)(0.98%),1
"SK하이닉스(000660)(-0.86%),",2
"NAVER(035420)(-0.33%),",1
삼성전자(005930)(-0.28%),1
하락했다.업종별로는,4
"유통업(1.32%),",3
건설업(0.55%),2
올랐지만,16
비금속광물(-0.03%),3
하락했다.코스닥지수,2
868.24이다.지수는,1
0.91포인트(0.11%),8
862.70으로,4
보합권,18
내에서,34
오르락내리락하다가,1
전환했다.코스닥시장에서,3
6억원어치를,2
순매수했다.,317
46억원어치를,3
순매도했다.시총,24
"에코프로(086520)(5.60%),",1
에코프로비엠(247540)(3.32%),1
"펄어비스(263750)(-0.38%),",1
셀트리온헬스케어(091990)(-0.15%),1
하락했다.이날,31
유가증권시장과,54
코스닥시장의,42
"8조500억원,",2
9조680억원으로,2
집계됐다.,142
‘사자’,6
흐름에,7
사흘간의,1
하락장을,5
마감하고,1
상승했습니다.,10
"6.45p,",1
"2,564.28에",3
매매,58
주체별로는,2
"2,031억",1
원어치,20
"이끌었고,",4
종목별로는,8
비금속광물과,7
의료정밀을,1
제외한,49
모든,25
업종이,103
0.75%,4
달러·원,129
10전,9
1317원,1
70전으로,1
마쳤습니다.[사진,4
출처,26
연합뉴스]■,20
"마감…2,560대(서울=연합뉴스)",1
윤동진,22
약,206
상승해,44
2023.6.30,2
mon@yna.co.kr,21
(서울=연합뉴스),221
이민영,36
장중,423
전환하며,27
"2,560대에서",7
강보합세로,9
"2,564.28이다.",1
내,75
등락하다,4
2천31억원어치를,1
1천622억원어치를,1
웃돌았다.,8
서정훈,5
다만,139
제한했다.,2
시가총액(시총),35
"현대차(0.98%),",2
기아(2.91%),1
"삼성전자(-0.28%),",9
"SK하이닉스(-0.86%),",7
NAVER(-0.33%),1
코스닥지수,27
868.24이다.,1
코스닥시장에서,38
시총,250
"에코프로비엠(3.32%),",2
에코프로(5.60%),1
"셀트리온헬스케어(-0.15%),",3
펄어비스(-0.38%),2
mylux@yna.co.kr,34
ⓒ,142
News1,137
DB(서울=뉴스1),86
김정은,6
종가와,55
비교해,57
14.26포인트(p)(0.56%),1
마감했다.코스닥은,15
6.45p(0.75%),1
868.24를,1
가리키고,139
서울외환시장에서,52
1317.7원으로,1
2564.28,3
종료,34
거래일보다,634
0.56%(14.26포인트),2
종료했다.,79
2031억,2
사들여,2
견인했다.,29
/더팩트,22
DB29일,2
2564.28을,1
순매수가,37
견인한,13
풀이된다.이날,9
679억,1
1593억,1
팔아치웠고,8
사들였다.코스피,5
10개,205
엇갈린,12
"삼성바이오로직스(-0.53%),",1
삼성전자우(-1.65%)가,1
"LG에너지솔루션(+0.55%),",2
"LG화학(+1.06%),",1
"삼성SDI(+0.60%),",1
"현대차(+0.98%),",1
"기아(+2.91%),",1
포스코홀딩스(+0.13%)는,1
상승했다.업종은,6
"전기장비,",2
"판매업체,",7
무역회사와,4
"자동차부품,",4
전기유틸리티가,1
3~4%가량,1
건강관리기술이,3
9%,8
"전문소매,",3
"출판,",1
"교육서비스,",5
디스플레이장비,1
부품이,1
1%가량,5
내렸다.코스닥,3
