단어,개수
수사를,1
때,8
사용할,3
있도록,13
했다.,9
타,1
기관의,1
특별사법경찰관에도,1
공급을,1
확대해,7
조사업무,1
효율을,5
높이고,2
공공기관,1
AI,133
음성기록,3
제품,16
점유율,1
1위,4
목표를,2
달성한다는,1
계획이다.,14
활용해,9
단순,1
반복,1
업무의,1
부담을,2
"줄이고,",1
공무원들이,1
국민에게,1
도움이,2
되는,1
업무에,1
집중할,6
함으로써,1
기술의,1
사회적,4
가치를,3
높이고자,1
한다.곽민철,1
대표(오른쪽)와,1
김병수,3
로보티즈,5
대표가,3
로봇사업,6
협력을,16
위한,37
업무협약을,11
체결한,1
기념촬영을,1
하고있다.셀바스AI는,1
교육부의,4
디지털교과서,2
뷰어와,1
플랫폼,32
사업을,29
운영하는,2
주관사다.,1
그동안,3
서비스,15
진행하면서,1
콘텐츠,4
제작과,1
기능,1
고도화까지,1
다양한,30
축적했다.,1
지난,14
2월,3
교육부는,2
2025년부터,2
초·중·고교에,1
인공지능,32
탑재한,1
디지털교과서를,1
도입한다고,1
밝혔다.,20
이러한,2
교육부,1
발표에,2
발맞춰,1
학생들의,1
역량,1
강화와,1
교수,1
학습을,1
지원할,2
예정이다.,17
자체,5
개발한,2
셀펍(Selpub),1
솔루션을,7
통해,41
기존,2
종이책을,1
디지털교과서로,1
손쉽게,1
전환하고,1
일반인들도,1
자유롭게,2
'나만의,1
디지털교과서'를,1
제작할,1
있게,9
지원한다.◆GPT,1
적극,4
활용,11
GPT를,7
음성기술과,1
접목해,6
새로운,9
시작할,1
준비를,1
하고,3
"위지윅스튜디오,",2
메라커와,3
함께,14
3사,2
공동으로,2
'AI,2
기반,38
디지털,25
트윈'을,1
개발한다.,1
"배우,",4
가수,1
등,69
아티스트와,9
인플루언서를,2
가상의,1
형태로,3
구현하면,1
챗GPT가,1
뇌,2
역할을,8
하게,4
된다.,5
시공간의,5
제한을,1
받지,1
않고,3
팬,9
간의,4
일대일,4
"대화,",4
한명의,1
팬만을,2
콘서트와,4
같이,4
초개인화된,2
팬서비스가,1
가능해질,1
전망이다.또한,1
자율주행로봇,7
전문기업,13
'로보티즈'와,1
손을,1
잡고,1
"음성인식,",6
음성합성,6
기술에,3
응용한,7
대화형,16
로봇,15
추진한다.,1
로보티즈는,2
최초로,6
로봇팔을,1
장착한,3
실내,3
'집개미'를,1
개발해,1
호텔,3
내,8
배달,1
서비스를,14
수행,1
중이다.,9
서비스용,3
로봇에,3
음성기술이,1
접목되면,1
생태계가,2
확장될,1
것으로,32
기대된다.,2
곽,2
"""로보티즈와의",1
기반으로,25
로봇이,5
사람과,3
상호작용을,4
진화하고,3
사용자의,6
니즈에,3
맞춰,4
스스로,5
동작하는,3
시대를,4
만들어가는,3
주요,12
"제시하겠다""고",1
말했다.,27
이날,6
오후,2
2시에,1
기관투자자,1
대상으로,4
기업설명회를,1
진행한다고,1
4일,3
공시했다.,10
[이데일리,13
이용성,3
기자],16
셀바스AI(108860)가,2
로보티즈와,7
‘AI,10
협력,6
MOU’를,5
"맺고,",3
추진하기로,4
결정하자,1
장,1
초반,1
강세다.4일,1
마켓포인트에,1
따르면,5
오전,4
9시18분,1
현재,16
전,8
거래일,1
대비,14
6.43%,1
오른,9
3만600원에,1
거래되고,4
앞서,2
향후,8
전망이,2
밝다는,1
증권가의,1
분석이,3
힘을,2
더했다.,1
최재호,1
하나증권,2
연구원은,10
“2022년부터,1
2027년까지,2
세계,4
음성기술,3
시장의,5
연평균,4
성장률은,2
24.4%”라며,1
“결국,1
시대의,4
핵심은,2
최종적인,3
커뮤니케이션이,2
가능한,9
형태”이며,1
“국내에서,1
가장,7
독보적인,2
기술력을,5
보유한,5
셀바스AI를,4
주목해야,3
하는,12
이유”라고,1
강조했다.,3
기사내용,6
요약GPT,1
사업,16
협력로봇이,1
말,1
듣고,3
이해하면서,3
가능[서울=뉴시스],1
셀바스AI가,11
체결했다.,2
사진은,1
왼쪽부터,1
"대표,",3
대표,5
(사진=셀바스AI,1
제공),1
*재판매,1
DB,5
금지[서울=뉴시스],1
오동현,5
응용해,1
추진한다.인공지능,1
체결했다고,16
밝혔다.이번,7
협약을,7
양사는,1
협력할,2
계획이다.대화형,1
로봇은,5
GPT가,2
적용된,5
음성지능,9
친근한,1
목소리로,2
"안내하고,",2
말을,2
대화까지,2
가능하다.로보티즈는,1
‘로봇팔’을,2
‘집개미’를,2
메이필드,1
메이저,1
호텔과,1
일본,1
호텔체인인,1
명동,1
헨나호텔에,1
도입돼,1
차별화된,1
딜리버리,1
선보이고,1
특히,4
집개미,1
하드웨어와,1
소프트웨어를,1
개발했기,1
때문에,10
장소,1
서비스에,2
대해,5
유연적으로,1
대응이,1
가능하다.셀바스AI는,1
보유함은,1
물론,4
로봇기업과의,1
경험을,4
지니고,1
감정까지,2
담은,2
목소리,2
변환이,2
음성합성(TTS),2
"기술,",3
음성인식(STT),5
보유하고,11
기술은,4
자율형,1
학습이,1
특수,1
아동,1
교육,4
"로봇,",4
치매예방을,1
인지개발,1
백화점,1
쇼핑,1
스마트,4
적용되고,1
또한,7
"임베디드,",1
"서버,",1
클라우드,2
형태의,4
공급,7
라인업을,1
갖추고,2
"있어,",1
로봇부터,1
휴먼형,1
로봇까지,2
적용,6
가능하다.곽민철,2
“당사가,2
기술과,10
GPT,3
응용,2
기술이,7
범위가,2
더,17
빠르게,3
확산될,1
기대된다”며,4
“이번,7
로보티즈와의,2
제시할,2
계획”이라고,2
말했다.김병수,2
“서빙부터,2
"물류,",2
재난,2
로봇의,2
영역은,3
분야로,9
확장,5
"중이며,",2
급변하는,2
산업,5
혁신·노동,1
시장,7
변화,3
속,2
핵심,5
성장동력으로,2
자리잡게,2
될,8
것”이라며,2
”이번,1
통해서,2
다가오는,2
일상화,2
인프라를,2
구축함과,2
동시에,4
자율주행,2
선도의,2
시작점이,2
되길,2
기대한다”고,6
강세다.,4
음성기술은,1
생태계를,1
확장하는,1
데,3
필수,1
요소라는,1
증권사,2
주가에,4
영향을,4
주는,1
보인다.4일,1
9시11분,1
전날보다,2
8.35%,1
3만1150원에,1
있다.하나증권은,1
셀바스AI에,1
시장이,5
구조적으로,3
성장하는,2
가운데,2
음성기술의,1
확장성을,1
한다고,1
분석했다.최재호,1
"""2022년부터",1
"24.4%""라며",1
"""2019년부터",1
오픈AI에,1
지속적으로,3
투자를,4
진행하고,1
있는,22
마이크로소프트는,1
양산을,1
전문,6
기업,24
‘뉘앙스,1
커뮤니케이션스’를,1
약,8
197억달러,1
규모로,4
인수한,1
것과,1
같은,7
"맥락""이라고",1
설명했다.,4
이어,3
"""결국",1
"형태""이며",1
"""국내에서",1
"이유""라고",1
강조했다.최,1
"""로봇",1
본격적으로,1
확장하고,1
"있다""며",2
"""AI를",1
활용한,9
고도화,1
된,4
산업의,5
성장,1
"빠르다""고",1
분석했다.,3
"""단기적으로는",1
기업의,6
인건비,1
"절감,",1
생산성,1
증대,1
비용적인,1
측면에서,1
스마트팩토리,1
제조,1
공정에,1
활용되는,2
로봇을,1
AI의,3
확대를,2
"예상한다""고",1
덧붙였다.,1
아울러,3
"""전문",1
개인,6
"기대한다""며",1
"""셀바스AI가",1
만큼,3
'승자독식',1
구조가,2
이어질,1
가능성이,6
"크다""고",1
판단했다.앞서,1
지난달,2
29일,4
음성기술을,1
개발에,4
최,1
"""대당",1
로열티를,1
수취하는,1
"크다""며",1
"""영업이익",1
레버리지,1
효과가,1
극대화될,5
내다봤다.,1
로보티즈(108490)와,1
(왼쪽부터),1
대표.(사진=셀바스AI),1
선보인,2
활용하여,1
확산할,1
"혁신,",1
노동,1
"◆…위지윅스튜디오,",2
"셀바스AI,",4
메라커,10
CI.,4
사진=위지윅스튜디오,2
제공위지윅스튜디오가,1
27일,7
디지털트윈,6
공동개발,6
사업협력'에,1
관한,4
업무협약(MOU)을,1
협약식에는,1
박관우,6
위지윅,5
"공동대표,",3
윤승현,6
셀바스,2
"부사장,",4
김선권,6
대표이사,2
관계자가,1
참석했다.,1
이번,23
협약은,1
공동개발과,1
사업협력,1
파트너쉽을,1
통한,5
신규,5
"사업화,",3
수익모델,3
발굴에,1
상호,1
협력하고자,1
추진됐다.,1
위지윅은,5
전체적인,3
사업모델,3
구축,7
소속,8
아티스트,6
인플루언서의,3
"참여,",3
Cg,2
기반의,4
비주얼,3
제공할,4
예정이며,1
셀바스는,2
"음성합성(TTS),",3
솔루션,21
융복합,3
제공을,1
담당한다.,2
메라커는,3
"영상촬영,",3
"영상생성,",3
영상조작,3
디퓨전,3
영상,6
생성,3
조작,3
알고리즘,4
제공하는,11
맡는다.,2
"""AI",3
트윈은,2
실재하는,3
"가수,",3
예능인,3
영상·음성을,1
학습해,5
개인이,3
가진,7
물리적,3
한계를,3
뛰어넘는,3
발휘하게,3
것을,5
골자로,2
"한다""며",1
"""자회사인",1
MAA,2
"고윤정,",2
노윤서,2
배우와,2
에이투지엔터테인먼트,2
"조세호,",2
지상렬,2
"예능인,",2
에일리,2
가수들의,2
참여,2
협의를,2
지금까지와는,2
전혀,2
다른,3
활동이,2
"가능하다""고",1
"""기대되는",1
활용지점은,2
아티스트의,6
개인화로,1
특정,3
모습·음성을,1
학습,4
알고리즘을,2
학습시키고,1
이를,15
소비자,2
개인에게,2
맞춤,2
서비스하는,3
방식도,2
"가능하다""면서",1
"""자신이",1
좋아하는,2
스타의,2
AI가,5
이름을,2
불러줄,2
"수도,",2
얼굴을,2
마주하고,2
대화를,3
나눌,2
수도,2
돼,2
버추얼,2
인플루언서가,1
하나의,6
아티스트로서,2
소비됐던,1
방식과,1
궤를,2
달리,3
"한다""고",1
가능성은,1
최근,11
떠오른,1
오픈,2
챗GPT와,1
맞닿아,2
대용량,2
데이터를,25
종합,1
추론하는,2
언어기반의,2
가,3
오픈소스화됨에,1
따라,17
트윈의,2
되고,1
뇌가,2
내리는,2
정보를,4
수행하는,4
"기관(얼굴,",2
"형태,",2
목소리)을,2
유사하게,1
만들고,1
상용화하는,2
3개사가,4
추진하게,1
"""HTML을",1
여러,5
리소스를,4
조합해,2
서비스한,2
것이,4
웹사이트(Website)고,2
한,14
구글(Google)이나,1
아마존(Amazon),2
거대,2
기업이,3
탄생한,2
것처럼,1
디지컬트윈,2
사업도,3
챗GPT를,2
지닌,2
결합해,2
모델을,3
만들어내는,2
최종,2
"목표""라고",1
이,18
회사는,4
5월,1
시어스랩,1
시작으로,3
해,1
"메라커,",1
이듬해,1
셀바스에,1
진행하며,1
유관,1
밸류체인,1
확보에,2
힘써,1
왔다.,2
"""AI트윈은",2
배우나,2
아이돌,2
아티스트가,1
한시성이라는,2
핸디캡을,2
넘어,4
IP로,2
다시,3
태어나게,2
해줄,2
"것""이라면서",1
"""위지윅그룹의",1
"영화,",2
"드라마,",3
예능,2
출연,2
뿐,2
광고모델,1
활동,1
BM으로,2
활용될,5
"것""이라고",6
부사장은,4
"""셀바스AI의",1
핵심역량인,3
음성AI,3
"IP,",3
비전,3
AI를,5
융합할,3
시너지와,3
파급력이,3
매우,4
클,3
"기대된다""며",1
"""아티스트와",1
명의,4
서비스로,5
가능할,3
기대했다.,2
트윈과,2
인공지능의,3
만남은,2
활동영역을,2
지금껏,2
보지,2
못했던,2
수준으로,3
확장시킬,2
있으며,1
AI트윈은,2
앞으로,2
폭발적인,2
시너지를,3
낼,2
분야가,2
전했다.,3
제공,3
셀바스AI(108860)는,3
"위지윅스튜디오(299900),",1
트윈,3
사업협력’에,2
밝혔다.(왼쪽부터),1
대표이사.(사진=셀바스AI)이들,1
3사는,1
회사의,6
핵심기술,2
인력을,3
사업화를,1
상호협력,2
분야는,1
"사업협력’,",1
파트너쉽,2
발굴,1
등이다.,2
3사가,1
공동개발하는,1
트윈’은,1
인플루언서들을,2
중심으로,4
한다.셀바스AI는,1
"맡고,",1
CG,1
제공한다.윤승현,1
“셀바스AI의,2
“특히,3
만을,2
초개인화,3
IP와,1
"음성AI,",1
비전AI가,1
만나,1
한계,1
뛰어넘는다···,1
‘아티스트의,2
개인화’,1
파급력,1
기대사진,1
설명.,3
(좌측부터)셀바스AI,1
위지윅스튜디오,1
대표[서울경제],1
위지윅스튜디오(이하,1
"“위지윅”),",1
셀바스AI(이하,1
"“셀바스”),",1
체결했다.이번,1
업무협약식은,1
대표이사가,1
참석한,2
"진행됐으며,",1
식,1
이후,9
따로,1
자리를,1
가져,1
각,2
공동개발안,1
그를,2
사업화에,1
대해서도,1
긴밀히,1
논의한,1
알려졌다.이번,1
업무협약은,1
사업협력’,1
발굴을,1
"하며,",1
"역할을,",1
맡는다.AI,1
영상/음성을,1
위지윅이,1
다년간,2
매니지먼트,1
인수합병을,1
밸류체인을,1
확보했던,1
이유기도,1
하다.,1
자회사인,2
가능하다.그중에서도,1
기대되는,2
개인화’다.,1
"테면,",1
모습과,1
"학습시키고,",1
가능하다.,4
내가,1
인플루언서들이,1
소비되었던,1
방식과는,1
완전히,1
한다.이러한,1
무한한,1
활용가능성은,1
급부상한,1
챗GPT와도,1
종합적으로,1
오픈소스화,1
됨에,1
‘뇌’,1
"되며,",1
정보들을,1
한없이,1
가깝게,1
만들어,1
"내고,",1
3개사(위지윅-셀바스-메라커)가,1
예정이다.HTML을,1
구글(Google),1
이나,1
"것처럼,",1
목표인,1
셈이다.이번,1
업무협약식에,1
아티스트들이,1
"것이며,",1
위지윅그룹의,1
광고모델활동,1
"것이다""라고",1
포부를,2
밝혔다.셀바스AI,1
"말했으며,",1
“AI,1
아티스트들의,1
"있으며,",3
것이다”라고,1
기대감을,1
더했다.사진,1
셀바스헬스케어가,1
정부의,3
의료기기,15
육성,1
정책이,1
긍정적,2
미치는,1
풀이된다.24일,1
9시26분,1
셀바스헬스케어는,4
전일,1
6%,1
1만2900원에,1
거래,7
모회사,1
셀바스AI와,7
2대주주,1
폴라리스오피스도,1
동반,1
전일대비,1
1.3%,1
"3만5100원,",1
폴라리스오피스는,3
1.02%,1
2970원에,1
있다.셀바스헬스케어는,1
체성분,7
"분석기,",1
전자동,1
혈압계,1
헬스케어,11
전문기업이다.,1
의료진단기기,1
브랜드,3
아큐닉(ACCUNIQ)과,1
시각장애인,1
보조공학기기,1
힘스(HIMS)를,1
운영,2
모회사인,1
의료기기에,2
확대에,1
나서고,2
있다.셀바스AI와,1
오피스,1
개발,21
진행,4
인공지능모델을,1
적용한,1
AI오피스를,1
준비,3
중에,1
김경택,2
전시회,3
'키메스(KIMES),1
2023'에,1
참가해,3
맞춤형,6
헬스케어를,2
AI(인공지능),2
질환,12
발병,12
확률,12
예측,15
'셀비,3
체크업(Selvy,3
Checkup)'을,1
선보인다고,2
23일,3
밝혔다.회사,1
측에,1
KIMES는,1
최대,3
전시회다.,2
이날부터,2
26일까지,1
서울,6
코엑스,1
전시장에서,1
열린다.,2
계열사,2
전시회에서,2
▲전자동혈압계,1
신제품,2
BP600,2
▲체성분분석기,1
아큐닉,8
BC380,3
▲차세대,2
데이터,32
관리,7
프로그램,5
커넥트(ACCUNIQ,1
Connect)를,1
선보인다.,3
BP600은,2
혈압,3
측정,6
한층,3
발전시켜,1
맥이,2
약한,2
사람도,2
정확한,6
측정이,2
분석기,1
BC380과,1
커넥트도,1
새로,3
사용자가,1
평소,1
생활습관과,2
다이어트,2
목표(관리,1
목표)를,1
입력하면,2
측정한,3
분석,10
결과를,7
토대로,6
칼로리,2
"가이드,",2
운동,1
처방,1
제공한다고,1
회사,3
측은,2
김응태,1
‘키메스(KIMES),1
2023’에서,1
‘셀비,7
체크업’을,1
밝혔다.셀바스AI가,1
‘키메스,1
2023’에,1
마련한,1
부스,1
모습.,1
(사진=셀바스AI)셀비,1
체크업은,1
"보험사,",1
검진센터에,1
제공해주는,1
형태에서,1
건강기능식품,1
"기업,",2
생활문화,1
마이데이터,5
사업자와의,1
협업으로,1
사용처를,1
넓히고,1
KGC인삼공사와,1
협업이,1
대표적이다.,1
KGC인삼공사와는,1
큐레이션,1
협력으로,1
셀비,3
체크업을,1
KGC인삼공사의,1
플랫폼에,2
‘건강검진,1
리포트’를,1
제공한다.,5
LG생활건강(051900)과도,1
협업을,3
건강검진,1
데이터는,1
"개인건강기록(PHR),",1
피부,1
상태,1
구축해,1
오픈할,1
셀바스헬스케어도,1
△전자동혈압계,1
△체성분분석기,1
△차세대,1
커넥트,1
공개한다.,1
"발전시켜,",1
커넥트는,1
운동처방,1
기기다.윤상원,1
사업대표는,1
“그동안의,1
체크업이,1
예측에,1
집중했다면,1
앞으로는,1
높이는,3
방향으로,1
"진화하고,",1
여기에,1
질병의,1
"예측·분석,",1
"진단,",1
"치료,",1
그리고,1
예후관리까지,1
주기,1
건강관리에,1
확대할,1
예정”이라며,1
"시티,",1
시니어,1
케어,1
미래,3
사회에서의,1
헬스케어의,1
역할은,1
더욱,5
커질,1
것“이라고,1
위세아이텍이,1
소프트웨어,10
업종,3
평균,6
저평가,3
상태라는,1
분석보고서가,1
준,1
보인다.22일,1
9시37분,1
위세아이텍은,1
20.44%,1
2만2100원에,1
있다.유진투자증권은,1
위세아이텍에,1
플랫폼을,3
출시해,4
실적이,2
급성장하고,1
있다고,2
분석했다.박종선,1
유진투자증권,1
"""2025년까지",1
16%,1
성장할,2
"전망한다""며",1
"""위세아이텍의",1
AI플랫폼,1
2019년,1
14억원에서,1
124억원으로,1
"늘었다""고",1
설명했다.이어,1
"""정부가",1
구현을,4
산업을,1
육성하고,1
"""위세아이텍",1
실적,4
개선에,1
기여할,7
덧붙였다.박,1
빅데이터,2
시장은,1
23%,1
"예상한다""며",1
"""위세아이텍이",1
시장지배력을,1
바탕으로,3
안정적인,1
성장을,3
이어가고,1
분석했다.그는,1
"""IT",1
리서치,1
기관인,1
가트너에서,1
품질,1
시장점유율,3
1위를,2
"달성했다""며",1
"""나라장터",1
쇼핑몰,1
구매,1
기준으로,1
56%로,1
"유지했다""고",1
소개했다.박,1
"""올해",1
예상,1
기준,10
전날,3
종가,1
1만8350원은,1
주가수익비율(PER),1
21.7배로,1
PER,2
46.3배,1
"상태""라며",1
"""셀바스AI,",1
"알체라,",1
"비투엔,",1
"솔트룩스,",1
코난테크놀로지,1
관련,16
크게,1
"상태""라고",1
강조했다.빌,1
게이츠,1
마이크로소프트,1
창업자는,1
21일(현지시각),1
자신의,1
블로그를,1
시대가,2
"열렸다""며",1
"""오픈AI의",1
모델이,7
1980년,1
그래픽,1
데스크톱,1
인터페이스(GUI),1
"혁신적""이라고",1
말했다.이어,1
"""AI의",1
발전은,1
"마이크로프로세서,",1
"PC,",1
"인터넷,",1
휴대폰의,1
탄생만큼,1
근본적인,1
"것""이며",2
"""사람들이",1
"일하고,",1
"배우고,",1
"여행하고,",1
건강,1
관리를,6
"받고,",1
서로,1
소통하는,2
방식을,1
바꿀,2
소개했다.,1
그는,1
"""전체",1
산업이,1
방향을,1
"""기업들은",1
얼마나,2
잘,2
사용하느냐에,1
차별화될,1
올,7
들어,4
주가,3
320.39%,1
"급등,",1
연일,2
최고가,1
경신교육과,1
비대면,7
진료로까지,2
확장해,2
성장성,2
돋보여편집자주성공,1
꿈꾸는,1
개미,2
투자자,1
여러분.,1
‘내돈내산’,1
"주식,",1
알고,1
투자하고,1
계신가요.,1
정제되지,1
않은,5
온갖,1
정보가,1
난무한,1
온라인,1
환경에서,1
아시아경제는,1
여러분들의,1
손과,1
"발,",1
눈과,1
귀가,1
되어,1
기업에,2
전해드리려고,1
합니다.,1
주,2
동안,7
금융정보,1
업체인,1
에프앤가이드의,1
종목,3
조회수,1
상위권에,1
기업을,1
기본적인,1
정보에서부터,1
"협력사,",1
"고객사,",1
투자사,1
연관,2
분석까지,1
전달합니다.,1
재무,1
상황과,1
"현황,",1
가치까지,1
쉽게,2
풀어서,1
전하겠습니다.,1
주의,2
관심,1
"종목,",1
이른바,1
‘이,1
관.종.’이라는,1
이름으로,1
매주,1
여러분을,1
찾아갑니다.,1
주에는,1
챗봇(챗GPT),1
기업으로,10
투자자들의,2
관심을,2
받고,4
분석했습니다.올,1
주식시장을,1
뜨겁게,1
달군,1
2차전지주보다,1
큰,4
폭의,1
상승률을,2
기록한,1
종목이,1
바로,3
챗GPT,2
관련주,1
셀바스AI다.,1
주가는,5
올해만,1
"300%,",1
두,4
달,1
새,1
4배가,1
넘는,2
기록했다.,4
상장,2
14년,1
만에,1
최고가를,1
경신했다.,1
금융정보업체,1
에프앤가이드에서도,1
검색수,1
상승률,1
1위(20일,1
"기준),",1
검색,1
3위를,1
기록하면서,1
뜨거운,1
있다.국내,1
상장사…유일하게,1
표준화된,4
개발셀바스AI는,1
설립돼,1
2009년,1
시장에,6
상장한,1
기업이다.,4
딥러닝,9
음성지능·필기지능·영상지능,1
등의,11
패턴,1
인식,2
개발했다.,1
음성인식·음성합성,1
기술로,1
제공하고,4
1위(B2B,1
기준)다.,1
인식률은,1
98%에,1
이른다.,2
유일,1
필기지능,1
컴퓨터와,1
사람,1
간,3
Interation),1
기술도,1
HCI,2
중,16
하나다.,1
"음성임식,",1
"음성합성,",1
자연어,1
처리,1
등에서,1
이런,3
기술력,1
덕에,1
삼성전자·LG유플러스·삼성생명,1
고객사로,1
확보했다.셀바스AI의,1
전신은,1
1997년,1
인프라웨어다.,1
현,1
인프라웨어,1
창업자다.,1
인프라웨어는,1
프린팅,1
"솔루션,",1
모바일,7
"오피스,",1
확장해왔다.,1
그중,1
하나가,1
"디오텍으로,",1
필기인식,2
전문으로,1
회사다.,2
디오텍은,1
2016년,1
셀바스AI로,2
사명을,1
바꾸고,1
변모했다.기업,1
지배구조도,1
변화했다.,1
"모기업으로,",1
셀바스헬스케어,2
자회사로,1
뒀다.,1
계열사가,1
주력사업을,1
"바꾸고,",1
계열사와,1
모회사가,1
바뀌는,1
과정을,3
거쳐,3
현재의,1
모습을,1
갖추게,1
최대주주는,1
대표이사다.,1
266만주(약,1
14%)를,1
소유하고,1
있다.셀바스AI의,1
사업은,2
분야다.,1
제품은,4
'셀비노트'다.,1
변환해주는,1
"서비스로,",1
네이버의,1
'클로바노트'와,1
유사하다.셀바스AI가,1
국내의,1
여타,1
기업들과,2
차별화되는,1
점은,2
성공했다는,1
것이다.,4
대부분이,1
있지만,2
개발에는,1
이르지,1
못해,3
공공,3
금융회사들의,1
시스템,2
통합,9
데에,1
그치고,1
수주,1
고객,1
요구에,1
프로젝트에,1
필요한,3
"투입하고,",1
진행률에,1
매출과,1
비용을,4
인식하기,1
마진율을,1
개선하기,1
어렵다.셀바스AI는,1
다르다.,1
제품의,6
개발과,1
표준화에,1
성공해,1
개발을,2
완료한,1
제품을,6
"의료,",1
고객사에,1
납품해,1
추가적인,1
영업비용,1
발생,8
없이,3
판매당,1
연간,1
구독료,1
방식으로,1
매출을,4
인식하는,1
수익구조를,1
확립했다.,1
이에,5
최대치를,1
영업이익은,1
50억원에,1
포함한,4
40%,4
"성장,",1
체크업,1
50%,1
이상,2
성장했다.,1
한제윤,2
KB증권,2
“AI시장의,1
구조적,1
성장에,1
지속적,1
수혜가,1
예상된다”며,1
“국내,1
많은,5
AI기업이,1
용역,2
매출에,1
의존하고,1
상황에서,1
매출이,1
상회한다는,1
경쟁력을,2
숫자로,1
입증한,1
것”이라고,4
평가했다.포트폴리오,1
다각화로,1
↑셀바스AI가,1
증시에서,1
주목받게,1
건,1
로봇서비스,1
‘챗GPT'가,1
등장하면서다.,1
들어(1월2일~3월20일),1
"320.39%,",1
304.31%,1
급등했다.,1
코스피와,1
시장을,1
합쳐,1
많이,1
각각,1
"2,",1
4위를,1
기간,2
6720원에서,1
"2만8250원으로,",1
2090원에서,1
8450원으로,1
올랐다.셀바스AI는,1
교육과,1
성장성이,1
돋보인다는,1
평가를,1
2월23일,1
교육현장에,1
교과서,2
도입을,1
추진한다고,1
공식,1
발표한,1
바,5
탑재된,2
교과서로,1
도구가,1
변화하며,1
가속화시킬,1
전망된다.실제로,1
수혜를,2
입을,2
보인다.,2
뷰어,1
주관사는,1
수행해온,1
에듀테크랩은,1
2019년부터,1
‘지능형,2
플랫폼’,1
개발자로,1
선정돼,1
가지,1
주도하기도,1
현재는,2
음성과,1
분야에,1
연계,1
기술력까지,1
확보한,1
상태다.셀바스AI의,1
정부가,2
추진,6
중인,11
진료,6
분야에서도,1
빛을,1
발할,1
보건복지부는,1
제도화를,1
추진할,5
발표했다.,2
재진환자와,1
의료,15
취약지역,1
환자에,2
한해,1
전화,1
상담,1
진료를,1
허용하는,1
의료법,2
개정을,1
의료계와,1
마찰,1
문제도,1
"있지만,",1
접근성,1
향상과,1
수단,1
다양화,1
효과를,2
기대할,1
있다는,5
점에서,4
개정,1
크다.,1
시행,1
접목은,1
필수적으로,1
AI기술을,1
채택할,1
주력,2
최종적으로,1
보고서화,1
기능이,3
제품으로,5
수요가,1
많을,1
전망된다.,1
메디보이스’라는,1
병원을,1
타깃으로,1
수혜주로,1
각광,1
받을,2
가능성도,1
크다.이,1
밖에,1
신성장동력으로,1
메타버스랩을,1
설립해,1
메타버스와,1
대체불가토큰(NFT),4
진출도,1
도모하고,1
12월,2
확장현실(XR),1
제작사인,1
위지윅스튜디오와,1
메타버스,1
구축을,1
업무협약(MOU)를,1
체결해,1
영화와,1
"게임,",1
XR,1
분야에서,3
음성·목소리를,1
합성하고,1
재현하는,1
곽호인,1
삼성증권,1
“셀바스AI는,1
제품화에,1
성공했기,1
공공부문,1
생태계,2
대전환,1
기조에,1
전망”이라며,1
“솔루션을,1
제품화하는,1
3년,1
정도의,1
시간과,1
비용이,3
소요된다는,1
점을,1
감안하면,1
선점,1
효과,1
누릴,3
있을,4
내다봤다.테슬라보다,1
PER로,1
고평가,2
논란국내,1
그것을,1
성공한,1
