단어,개수
“AI,5
기술이,12
실제,4
업무현장에,2
적용되어,2
신속하고,3
정확한,2
구조,2
대응에,2
큰,19
역할을,3
하고,7
있다”며,4
점차,2
고도화,3
되면서,9
국민,2
안전에,2
전념할,2
구조환경,2
조성은,2
골든타임을,2
사수하는데,2
도움이,5
되고,2
있다”고,7
셀바스AI는,13
'지능형,3
플랫폼'에,2
개발한다고,2
플랫폼'은,1
도와준다.,1
변환한다.,2
또,12
됐다.,4
어려웠다.,1
이에,10
랩,1
확보했다.윤재선,1
"""금융권",1
"""대화형",1
"중이다""라고",1
유민상,1
"""AI",6
"있다""며",7
"있다""고",4
대전소방은,1
접수시스템을,1
구축해,2
하루,3
평균,3
1005건을,1
접수·처리했다고,1
[서울=뉴시스]이지영,2
기자,18
=,17
셀바스,6
AI는,2
상용화한데,1
"이어,",1
밝혔다.지능형,1
플랫폼은,1
서비스다.,1
도와준다.재난,1
추천한다.,1
표준작전절차(SOP)를,1
제공해,1
돕는다.,1
/사진제공=하이픈코퍼레이션하이픈코퍼레이션(이하,1
하이픈)은,1
자사,11
데이터마켓에,2
셀비,10
체크업,3
서비스를,23
입점했다고,1
9일,5
밝혔다.셀비,1
서비스는,6
셀바스AI가,8
개발한,4
스마트,3
솔루션이다.,3
사용자의,1
건강검진,2
정보를,13
기반으로,20
미래에,1
발생할,3
질환의,2
발병,12
위험도를,1
예측해준다.△당뇨,1
△심장질환,1
△뇌졸중,1
△치매,1
△간암,1
△위암,1
△대장암,1
△유방암,1
△전립선암,1
△폐암,1
주요,19
10대,1
4년,3
내,22
위험을,3
예측하고,2
"건강나이,",1
질환,10
별,1
"위험도,",1
기대,2
생존율,1
등의,13
콘텐츠를,1
포함한,4
종합,1
건강,1
리포트로,1
사용자에게,6
제공한다.셀비,1
데이터를,31
국내,28
상급,1
의료기관,2
연구진과의,1
협업을,6
만들어진,1
학습모델을,1
활용한다.,1
신체,1
지표에,1
통계와,1
수학적,1
모델을,6
사용하던,1
방식에,1
비해,1
정확도를,1
보인다.,3
확률의,1
정확도는,3
최고,9
93%에,1
달한다.하이픈과,1
협업,14
관계를,7
강화하고,3
올해,21
3월에는,1
광학문자인식(OCR),3
API(응용,1
프로그램,1
인터페이스)가,1
하이픈,1
입점했다.하이픈,1
데이터마켓,1
박용현,1
리더는,1
"""이번",5
제휴를,1
메디컬,1
"헬스케어,",1
인슈어테크,1
분야의,1
기업들이,3
확률,8
"예측,",1
건강나이,1
예측,9
API로,1
간편하게,1
활용할,9
"됐다""며",1
"""하이픈은",1
데이터마켓을,1
데이터,52
API를,1
"제공하겠다""고",1
말했다.[머니투데이,1
스타트업,4
미디어,1
플랫폼,26
'유니콘팩토리'],1
중소벤처기업부,4
초청으로,6
진행되는,3
샘,5
알트만,4
초청,3
밋업(Meetup),4
행사에,3
참석한다고,4
8일,8
오픈AI,4
대표,18
임원이,4
방한할,3
예정이다.,10
관계자는,10
"""셀바스AI는",1
시장에서,7
유일하게,2
"사업화,",2
제품화를,2
실적을,2
내고,3
있어,15
주목받고,2
오픈,2
AI와의,2
만남이,2
혁신적인,4
비즈니스,13
기회로,3
이어질지,2
"기대된다""고",1
챗,5
GPT,3
초거대,6
AI를,12
융합한,14
서비스들이,4
속속,2
등장하면서,4
"음성인식,",4
음성합성은,3
생산성,6
극대화,3
인터페이스의,3
혁신을,5
필수,4
기술로,14
자리매김,2
애플이,3
9년만에,2
새롭게,3
공개,2
한,9
MR(혼합현실),2
헤드셋,3
비전프로도,2
음성과,3
눈동자의,3
움직임으로,3
조작하듯이,2
음성인식을,4
통한,16
입력,6
의존도는,3
점점,4
더,16
음성인식은,2
최고의,4
자랑하며,2
성우,4
수준의,9
자연스러운,6
목소리를,4
생성하는,5
고품질,10
음성합성으로,3
적용,13
분야를,5
확대하고,9
있다.윤승현,2
부사장은,4
"""챗GPT",2
등장과,4
함께,15
분야에서,5
GPT를,5
서비스들을,3
개발,29
"""GPT를",1
"교육,",2
"드론,",2
서비스들의,1
인터페이스,2
요구하고,2
우리가,3
가진,3
음성합성,5
음성지능에,3
연동이,3
필수적이게,2
기회가,10
늘어나고,4
강조했다.,3
"""이미",1
사용자들이,3
자신이,4
원하는,4
"언어,",3
정보,5
습득을,3
선호하면서,2
궁극적으로,2
대화를,5
각종,3
기기와,3
이용할,6
있도록,16
목표할,1
"것""이라고",6
덧붙였다.,10
밝혔다.중소벤처기업부,1
임원도,1
있다.특히,1
김응태,6
인공지능(AI),16
셀바스AI(108860)는,2
중소벤처기업부가,1
진행하는,1
‘샘,1
행사’에,1
밝혔다.이번,1
행사에는,2
방한,1
참여한다.,1
주목받는,2
오픈AI와,1
창출될지,1
쏠린다고,1
설명했다.,7
챗(Chat)GPT,1
기대가,2
커지고,3
“챗GPT,2
중“이라며,1
”챗GPT를,1
서비스의,3
강조했다.그는,1
“이미,2
이용하도록,1
하는,14
게,6
목표”라고,1
“혁신적,1
기대”[이데일리,1
최훈길,1
챗GPT를,7
만든,6
오픈AI의,5
올트먼,1
대표와,1
만난다.,1
중기부,1
공동창업자이자,1
CEO인,1
올트먼.,1
(사진=AFP)셀바스AI,1
“셀바스AI는,1
“세계적으로,1
기대된다”고,2
"인식,",2
합성은,1
자리매김하고,1
9년,1
만에,8
공개한,1
혼합현실(MR),1
비전,1
프로도,1
"조작하듯이,",1
인식을,1
인식은,1
우수한,3
보이고,4
합성으로,1
있다.셀바스AI,2
윤승현,1
“음성,1
합성,1
지능에,1
필수가,1
윤,1
선호하고,1
“궁극적으로,1
것”이라고,11
프로젝트,8
기획·개발,1
계획·서비스,1
전략,8
수립,8
구축‘가디언즈DTx(가칭)’,1
이미지,3
[사진,1
드래곤플라이][이코노미스트,1
원태영,1
기자]드래곤플라이가,1
치료기기에,5
산업,9
전환(DX),3
핵심,4
동력인,3
‘AI기술’,3
도입을,3
고도화에,5
나선다.드래곤플라이는,3
셀바스AI와,7
치료기기와,5
관련,20
고도화를,10
MOU를,6
체결했다고,13
1일,11
밝혔다.드래곤플라이는,4
팬데믹,3
기간,5
동안,3
고도의,3
디지털화가,3
사회,5
문화적인,3
변화에,3
발맞춰,3
만들어낼,3
변화와,3
혁신에,3
주목했다.,3
이번,20
협약을,12
전반적인,6
치료기기,26
산업에,8
파트너십을,16
맺어,6
보험과,7
병원,10
유관기관에서,7
하나의,9
플랫폼을,14
개발할,6
계획이다.,11
양사가,3
보유하고,15
네트워크와,6
전략적,10
파트너사를,6
활용해,19
▲프로젝트,3
기획,5
▲개발,3
계획,5
▲서비스,3
공동의,4
이익을,4
구축할,8
예정이다.현재,3
드래곤플라이에서,5
탐색,6
임상,12
중인,18
게임형,6
‘가디언즈DTx(가칭)’는,3
게임,9
형태의,9
소프트웨어를,8
만,7
7세~12세,5
ADHD(주의력,6
결핍,6
과잉,6
행동장애),6
환아를,6
대상으로,9
애플리케이션이다.드래곤플라이는,3
열린,8
‘국제의료기기&병원설비전시회(KIMES,3
2023)’에,3
참가해,6
자사에서,3
‘가디언즈DTx’를,3
공식적인,4
첫선을,4
보였다.,4
그간,3
참가,7
이력이,3
없던,3
개발사가,3
최초로,8
참여한다는,3
소식에,3
집중,4
조명을,3
"받았고,",3
여러,9
유관,4
기업과,10
접촉을,4
나갈,17
계기가,4
AI와,7
업무협약을,4
진행하게,4
됐다.드래곤플라이,1
원명수,4
“이번,7
적용한,7
개발에,8
그치지,7
"않고,",6
제품,24
완성도를,6
높이기,8
위해,21
영역의,6
폭을,6
넓혀,5
다각도로,5
모색해,5
것이다”며,3
“지난,3
KIMES,3
이후,15
많은,18
기업이,8
관심을,6
보이며,3
직접적인,3
문의가,4
쇄도함에,3
따라,22
긴밀히,4
소통하고,4
추후,4
최적화된,4
치료기기를,4
초격차,4
확보해,4
나가며,4
ADHD,4
환아들에게,5
적합한,5
치료제가,5
됐으면,2
한다”라고,3
밝혔다.셀바스AI는,1
25년간,3
딥러닝,16
기반의,7
"음성인식(STT),",4
음성합성(TTS),4
'인간-컴퓨터,3
"상호작용'(HCI,",2
Human,3
Computer,3
Interaction)기술력을,3
1호,4
코스닥,9
상장,8
기업이다.,5
최근,24
컴투스,3
계열사인,3
컴투버스와,3
사업,23
늘려가고,3
회사에서,2
‘셀비,4
체크업(Selvy,2
Checkup)’은,2
맞춤형,7
영역을,4
확대를,7
지속해서,2
발굴에,2
힘쓰고,2
체크업은,2
"보험사,",2
검진센터에,2
제공,3
"형태에서,",2
건강기능식품,2
"기업,",4
생활문화,2
마이데이터,2
사업자와의,2
협업으로,3
‘개인,2
서비스’에,2
접목하는,2
형태로,4
진화하고,2
윤상원,4
“그,2
동안의,3
체크업이,3
예측에,3
집중했다면,3
앞으로는,4
개인,3
서비스로,9
활용,13
가치를,6
높이는,7
방향으로,3
진화해,3
나가고,5
의료용,2
치료,4
접목도,2
그,13
일부다”라며,2
“질병의,2
"예측‧분석,",1
"진단,",3
"치료,",3
그리고,5
예후관리까지,3
전주기,3
건강관리에,3
확대해,5
예정이다”고,2
드래곤플라이는,8
개발을,6
업무협약(MOU)을,4
"맺고,",1
개발한다.,2
'가디언즈DTx(가칭)'에,1
기술도,2
도입할,1
양사는,1
△프로젝트,2
△개발,2
△서비스,2
'가디언즈DTx'는,1
애플리케이션으로,1
임상을,1
상호작용',1
기술력을,6
보유했단,1
평가가,2
나온다.원명수,1
드래곤플라이,7
넓혀나갈,1
사진=드래곤플라이,1
제공[파이낸셜뉴스],1
주가가,9
3%대,1
강세를,1
오전,3
10시,1
00분,1
기준,10
주가는,9
전,20
거래일,2
대비,20
3.93%(26원),1
상승한,3
688원에,1
거래되고,4
이날,7
드래곤플라이가,2
맺었단,1
소식이,2
전해진,1
영향으로,4
풀이된다.,3
협약으로,3
앞서,4
3월,7
코엑스에서,1
국제의료기기&병원설비전시회(KIMES)에,1
디지털치료기기,1
가디언즈DTx(가제)를,1
선보인,1
바,6
#드래곤플라이,2
두,13
"기획,",1
"계획,",1
'가디언즈DTx(가칭)'는,2
애플리케이션이다.,2
'국제의료기기&병원설비전시회(KIMES,1
2023)'에,2
'가디언즈DTx'를,1
됐다고,3
설명했따.,1
"것""이라며",2
"""KIMES",1
되었으면,3
"한다""라고",1
"""그",1
"""질병의",1
"예측·분석,",2
석지헌,1
드래곤플라이(030350)는,1
셀바스AI(108860)와,1
됐다.원명수,1
말했다.셀바스AI는,1
‘인간-컴퓨터,1
"상호작용’(HCI,",1
로고[드래곤플라이,1
제공.,2
재판매,2
DB,4
금지],1
▲,1
게임사,2
치료기기(DTx),1
체결했다.,3
회사는,4
향후,5
기획·서비스,1
등에,11
전략적인,1
"구축하고,",1
도입해,3
고도화할,1
(서울=연합뉴스),1
[서울=뉴시스],5
김경택,6
MOU(업무협약)를,1
7~12세,1
국제의료기기&병원설비전시회(KIMES,1
2023)에,2
가디언즈DTx를,1
첫,3
선보였다.,2
"것""며",1
"""ADHD",1
"한다""고",1
‘디지털,1
치료기기(DTx)’에,1
도입…신기술,1
[파이낸셜뉴스],1
드래곤플라이의,1
나선다.,1
드래곤플라이에,1
따르면,13
이,30
상장사다.,1
"특히,",1
#AI,1
#셀바스AI,1
#디지털치료기기,1
(왼쪽부터),1
"셀바스헬스케어,",1
"대표이사,",1
이볼트의,1
에드,1
주루디스,1
대표/사진제공=,1
셀바스헬스케어셀바스AI,1
계열사,1
이소이비와,1
호주,3
이볼트(EVOLT)에,1
공급되는,1
210억원,1
규모의,12
체성분분석기,1
'EV360',1
계약을,20
31일,3
공시했다.,15
매출액,7
약,5
76%,1
"규모로,",1
접목된,4
계약,10
중,11
사상,2
최대,15
규모다.,2
이볼트는,1
2015년에,1
설립된,2
애니타임,1
피트니스(Anytime,1
"Fitness),",1
월드,1
GYM(World,1
"GYM),",2
"커브스(Curves),",1
골즈,1
GYM(Gold's,1
24시,1
피트니스(24Hours,1
Fitness),1
피트니스,1
체인에,1
독점으로,1
체성분,1
분석기를,1
피트니스(Fitness)와,1
웰니스(Wellness),1
특화된,10
'구독형,1
모델(BM)'을,1
점유율을,2
확장시켜,1
있다.셀바스헬스케어는,1
이볼트사가,1
시장의,3
게임체인저가,1
될,8
것으로,29
예상한다.,1
애니타임과,1
독점,2
계약으로,2
체육관의,1
보수,1
계약갱신,1
이볼트사,1
시스템이,1
필수로,1
설치되고,1
올해까지,1
"1800개소,",1
60%,1
이상의,7
지점에,1
설치가,1
완료될,1
대형기업과의,1
추가,5
올해부터,2
본격적으로,2
공급이,1
확대될,1
전망이다.유병탁,1
대표이사는,2
"""글로벌",2
고객에게,1
경쟁력,1
제품을,9
공급하면서,1
해외시장,1
확장,1
"중이다""라며",1
"""매출",1
50%,1
이상이,5
해외,13
의료기기,11
나오고,4
대규모,2
공급계약을,1
폭의,2
실적,3
성장이,4
"전망된다""고",1
"""향후",2
"SW,",1
측정,1
시장을,2
넘어,3
시장까지,1
진출할,1
서울포럼,1
2023에서,1
이스라엘,1
AI(인공지능)기반,1
울트라사이트(UltraSight)와,1
'AI를,1
활용한,2
원격의료'를,1
주제로,9
발표를,1
진행한다고,1
밝혔다.회사,2
측에,2
열리는,4
서울포럼에서,1
"기술,",2
"데이터,",1
사회적,2
환경,1
변화로,1
필요성이,1
부각되고,1
추세에,1
맞춰,2
▲군,1
또는,6
민간,2
응급의료,1
시스템,7
사례,2
▲원격의료,1
▲AI,2
방향성,1
발표할,2
예정이다.이날,1
협력,4
계획을,1
발표하는,2
울트라사이트는,1
현장에서,5
이용해,4
환자들에게,1
치료를,3
제공하는,8
비전을,1
선보일,1
계획이다.셀바스AI는,1
공급하고,2
"있으며,",5
최근에는,2
의료를,1
비롯한,1
신사업,1
진출에,1
적극,2
투자하는,1
미래,1
성장,6
동력,1
강화에,4
나서고,3
계획이다.셀바스AI,1
"""서울포럼에서",1
회사의,4
비전과,1
가감없이,1
보여줄,1
있을,4
원격의료를,1
선도하는,1
되기,1
끊임없는,4
투자를,5
"나가겠다""고",1
기술에,5
챗GPT(ChatGPT)를,2
영어회화,9
솔루션,32
'토킹GPT(Talking,1
GPT)'를,1
개발했다고,3
30일,3
학습의,3
"경우,",4
대부분,5
정해진,3
시나리오를,3
진행되어,1
한정된,3
주제,3
내에서만,3
학습이,5
가능했다.,3
반면에,1
챗GPT와,2
연동된,3
토킹GPT는,5
학습자가,3
제시하는,7
"솔루션으로,",2
원어민,3
선생님과,3
프리토킹을,3
것과,4
같은,10
효과를,6
경험을,3
△음성인식,1
사용자가,7
발화한,3
내용을,4
텍스트화하고,1
△챗GPT에,1
질의,3
후,14
받은,3
답변,5
얻어,3
△답변,1
텍스트를,5
음성화하여,1
학습자에게,3
들려준다.,3
질문받기,2
옵션을,3
"선택하면,",3
후속,6
이어나가,3
'대화형,1
솔루션'이다.,1
또한,10
이미,10
교육전문기업에,2
외국어,6
발음,7
평가,2
"더해,",2
회화,2
학습과,2
동시에,4
사용자,6
발성의,3
"세기,",3
"억양,",3
단어,4
구간,3
체크,3
정교한,3
영어,7
평가까지,2
교육,12
공교육,2
'셀비,2
스피치에듀(Selvy,2
SpeechEdu)'와,1
수식,2
필순,2
인식이,2
펜(Selvy,2
"Pen)',",1
융합된,4
디지털교과서,2
제작,2
'셀펍(Selpub)'이,1
제품이다.,1
스피치에듀는,2
필요한,12
"YBM,",2
"코리아폴리스쿨,",2
"대교,",2
천재교육,2
전문기업에,2
활발히,2
공급되고,1
각,7
시도가,2
진행되고,1
"""챗GPT(AI기반",1
챗봇)의,1
한계를,2
극복하기,1
위해서는,4
좀,1
편리하고,1
효율적인,2
인터페이스인,1
융합이,1
"필수적이다""라고",1
"""교육,",1
공공,1
도메인에,1
융합으로,1
가치가,1
높아질,2
예상되는,1
"가운데,",2
상용화를,2
축적한,2
분야,11
특화,3
챗GPT가,8
토킹GPT를,2
개발하면서,2
가능성을,2
"확인했다""며",1
프리토킹,2
교육을,2
필요로,6
전문기업과의,2
"계획이다""라고",1
‘토킹GPT(Talking,1
GPT)’를,1
밝혔다.기존,2
진행돼,2
이와,1
달리,4
"가능하며,",2
경험할,1
있다.토킹GPT는,1
"텍스트화하고,",2
챗GPT에,7
음성화해,2
‘질문받기’,1
평가도,1
SpeechEdu)’와,1
"Pen)’,",1
‘셀펍(Selpub)’,1
등이,13
제품으로,1
꼽힌다.,1
있다.윤재선,1
음성인식사업,1
“셀바스AI가,1
확인했다”며,2
“향후,1
계획”이라고,1
(사진제공=셀바스AI),1
*재판매,2
금지[서울=뉴시스]이지영,1
'토킹GPT'를,1
하지만,10
있다.음성지능에,1
(사진=셀바스AI).,1
금지[서울=뉴시스],1
인공지능·음성인식,1
차세대,2
엔드투엔드(E2E),2
엔진,11
완료하고,2
"제품화,",2
사업화를,2
추진한다고,1
23일,4
E2E,2
엔진은,4
모듈로,2
음향,5
"모델,",4
언어,55
사전,2
전체,8
과정을,7
처리하는,2
말한다.셀바스AI,1
랩에서,1
동시접속,2
채널,2
경쟁력을,3
확보했다.,2
경량화를,2
모바일,4
등으로의,1
목표로,4
학습,6
시간을,3
2배,3
이상,19
줄임으로써,1
고객,4
기간을,2
1개월,2
단축했다.,2
경량화로,3
저사양,2
하드웨어,3
환경에서도,5
"서버,",2
"데스크탑,",2
노트북은,2
디바이스에도,2
엔진을,3
탑재할,2
스마트폰,2
소형,2
단말,2
확장할,2
있다고,8
사용자용,2
언어모델,2
툴,4
직접,2
학습을,5
지속적인,4
성능,3
안정화와,3
시간·비용,1
절감이,2
가능하다.셀바스AI,1
"""E2E",3
자체,9
노트(Selvy,2
Note),2
3.0에,2
"적용되며,",2
기업,45
"AI(인공지능)컨택센터,",1
금융권,4
신규로,2
적용될,2
"예정""이라고",1
"인공지능(AI),",1
확대한다고,1
밝혔다.'E2E,1
엔진'은,1
기술이다.,1
개발로,1
"확대,",1
경쟁력까지,1
확보하게,1
단축함으로써,1
확장이,1
"있어,",2
시간,4
비용,2
가능하다.윤재선,1
완료로,1
단축은,1
"물론,",2
사용,2
환경까지,1
지원,4
가능해져,1
진입할,1
시장이,3
"확대됐다""며",1
처음,2
AI컨택센터,1
양지윤,1
한국거래소,4
코스닥시장본부는,4
10일,3
셀바스AI(108860)에,1
대해,17
오는,8
11일,1
유상증자,6
권리락이,3
발생한다고,3
기준가는,4
1만7770원이다.,1
투비소프트(079970)는,3
7억원,1
11회차,1
무기명식,2
무보증,2
사모,2
전환사채에,1
전환청구권,1
행사로,1
89만3995주가,1
상장한다고,1
26일,2
이는,6
발행주식총수,1
1.26%에,1
해당한다.,2
상장예정일은,1
57만4711주의,1
"6월14일,",1
나머지,1
31만9284주는,1
달,1
16일이다.,1
도쿄증권거래소,1
탄소,3
배출권,3
거래,4
넥사크로,11
도입,3
발표사진,1
설명.,1
투비소프트재팬(당시,1
넥사웹재팬)이,2
2019년,4
고객사를,4
초청해,2
연,2
‘이노베이션,2
클럽’,2
세미나[서울경제],1
투비소프트(대표이사,2
이경찬,1
·,1
장선수),1
일본법인,2
투비소프트재팬(대표,2
최태림)이,2
24일,3
도쿄에,2
아키하바라,2
UDX,2
넥스트,2
갤러리에서,2
‘시스템,3
개발의,3
‘TO-BE’를,3
제안하다’는,2
프라이빗,4
세미나를,2
개최한다.이,2
행사는,4
코로나팬데믹,2
이전까지,2
정기적으로,2
"열렸으며,",2
재개됐다.,2
4월,2
넥사웹재팬에서,2
투비소프트재팬으로,5
상호,4
변경,8
기념을,2
겸해,2
열린다.세미나,2
프로그램은,2
투비소프트,6
본사,2
"임직원,",4
투비소프트재팬,6
고객사,6
임직원이,2
차례로,2
넥사크로와,2
"성공사례,",2
응용,2
솔루션을,9
소개한다.투비소프트,2
윤산하,2
이사가,2
‘인텔리전트,2
UX,2
-,2
N(넥사크로,2
"비욘드)’,",2
이종훈,2
상무가,3
‘어드밴스드,2
클라우드,3
이커머스,2
투비몰’이라는,2
발표한다.투비소프트재팬,2
코사웰,2
마스야마,2
타카시,2
부장이,2
‘인트라,2
마트와,2
제휴,2
"사례’,",2
히타치,2
제작소,2
카노우야,2
카즈유키,2
주임기사가,2
‘도쿄증권거래소그룹(JPX),2
사례’를,2
소개한다.마지막으로,2
카와니시,2
마코토,2
사업본부장이,2
‘설립,2
18년째를,2
맞는,4
"봄,",2
어떻게,12
나아갈,2
것인가’를,2
발표한다.투비소프트재팬은,1
투비소프트가,3
2014년,3
일본법인과,2
UI,2
'넥사웹,2
테크놀로지',2
일본법인을,2
합병한,2
자회사다.,2
투비소프트재팬이,4
일본,7
출시한,3
플랫폼과,2
‘넥사크로,2
비욘드(한국,2
제품명,2
N)’가,2
호응을,3
얻고,3
있다.이경찬,2
“투비소프트재팬,2
세미나가,2
다시,10
열려,2
"고무적”이라며,",2
“투비소프트는,2
적극적으로,4
펼치고,4
과감하게,2
투자하려고,2
상호를,2
"변경했고,",2
3년,2
매출,13
100억,3
원을,4
이룰,3
“투비소프트와,2
기업으로,4
도약하는,2
데,5
힘쓸,2
제안한다’는,1
세미나,1
열어-,1
‘넥사웹재팬에서,1
기념’[투비소프트재팬(당시,1
세미나]국내,1
이경찬·장선수),1
?,1
발표한다.[투비소프트,1
로고]투비소프트재팬은,1
◆…사진=투비소프트,1
최대주주,12
변경으로,1
일각에서,1
제기됐던,1
리스크에서,1
벗어나게,1
16일,2
투비소프트는,3
"""최대주주가",1
리얼인베스트먼트로,3
"바뀌었다""면서",1
"""이전",1
최대주주였던,1
노블엠앤비는,2
회계법인으로부터,1
2022년,2
사업연도,1
감사보고서,1
'의견,1
거절'을,1
받아,3
안정성에,1
의문을,1
제기하는,1
목소리가,1
있었지만,1
이번에,2
최대주주가,3
변경되면서,1
불안,1
요소를,1
"떨쳐냈다""고",1
이달,2
초,2
사실을,4
다만,2
거래소는,1
명목회사,2
법령상,2
인·허가,1
신고·등록,2
의무,3
없는,6
조합인,2
당해,1
등은,2
코스닥시장,1
상장규정,1
제23조,1
제2항에,1
소유,2
주식,6
1년간,2
의무보유해야,1
한다고,2
거래소측은,1
"""투비소프트가",1
거래소에,2
제출한,2
서류를,2
주식양수도,5
취득한,2
구주,4
677만,1
7893주에,1
의무보유,3
조치를,3
완료한,2
"확인했다""고",1
노블엠앤비와,1
리얼인베스트먼트는,1
15일,1
합의에,1
잔금,2
납부로,2
취득,2
예정이었던,1
364만,1
7115주를,1
취득하지,1
않기로,1
정정,1
맺었다,1
투비소프트측은,1
"""올해",5
경영권,2
경영,6
효율에,1
박차를,2
가하는,1
중으로,1
정기주주총회를,1
기점으로,2
등기이사가,1
11명에서,1
6명으로,1
줄어들어,1
경비,1
절감을,1
"꾀했다""며",1
"""2월까지",1
라이선스,1
누적,4
2000억원을,1
돌파했는데,1
영업실적,2
개선과,1
하반기,1
UI/UX,1
사업의,2
새로운,6
방향을,1
제시해,1
동종업계,1
1위,1
자리를,1
더욱,6
탄탄히,1
"계획""이라고",1
투비소프트(079970)에,1
2일,2
공시함에,1
"따라,",1
인허가,4
주식을,1
보유해야,1
공시했다.거래소,1
“투비소프트가,1
금일,1
677만7893주에,1
“추후,1
예정인,1
364만7115주에,1
대해서도,1
조치,1
1년을,1
이행해야,1
한다”고,1
설명했다.거래소는,1
“의무보유,1
완료하지,1
않은,8
경우에는,1
익일자로,1
투자주의,1
환기종목,1
지정,1
사유가,1
추가될,1
이은정,2
운영자금,1
확보를,1
50억원,2
15회차,1
이권부,1
전환사채,1
발행을,1
결정했다고,1
전환가액은,1
1167원이다.전환에,1
발행할,1
수는,1
428만4490주로,1
주식총수,1
비율은,1
6.13%다.,1
전환청구기간은,1
2024년,1
7월18일부터,1
2026년,1
6월18일까지다.,1
원다연,2
