단어,개수
컨택센터(고객센터)에도,1
공급,3
적용했다고,1
융합되어,1
"분석하여,",1
서비스다.,4
고객들은,1
최초,8
Address)'도,1
"적용되어,",1
"""금융사",1
이동통신사들이,2
접목해,4
사람,2
말을,2
알아듣고,2
답변하는,2
상담사에,2
대한,42
니즈가,4
증가하고,6
"있다""며",17
"""AI상담사의",1
핵심은,2
"음성인식,",3
음성합성,9
인식,15
기술로,5
당사,2
음성기술을,2
적용을,3
"금융,",2
통신,3
전문,15
서비스,30
영역에,2
최적화된,10
AICC화를,2
고객,5
친화적인,2
모습을,2
갖춰,2
나가고,3
"있다""고",8
LG유플러스,2
"""콜센터에",1
AI의,6
도입으로,2
'청구요금,1
조회',1
같은,19
단순,4
문의는,2
상담사가,4
"담당하고,",2
요금제,2
변경과,2
이용자의,2
복잡한,16
문의를,2
맡아,3
보다,1
효율적으로,5
양질의,4
서비스를,18
제공할,7
있게,5
"되었다""라고",1
전했다.,6
한편,2
한제윤,1
KB증권,2
애널리스트는,2
"""전",1
세계,13
컨택센터'(AICC),1
시장이,2
44조원,1
규모로,4
급격한,1
이룰,1
전망되면서,1
음성,9
AI가,6
없다면,1
결국,1
반쪽짜리,1
되게,1
"된다""며",1
"""셀바스AI",1
음성기술은,1
챗봇의,1
한계를,3
넘어,1
인터페이스,1
혁명을,1
필요로,2
"공공,",1
금융,4
고객사로,2
확대가,1
이어지고,1
매출액이,2
대폭,4
성장할,7
"기대한다""고",1
[이데일리,13
김응태,3
LG유플러스(032640)의,1
컨택센터(고객센터)에,1
STT),1
밝혔다.음성지능,1
"변환하고,",1
상담,2
내용을,1
제공한다.고객들은,1
Address)’도,1
적용돼,3
만의,1
중이다.셀바스AI,1
“금융사,1
있다”며,5
“AI상담사의,1
있다”고,10
밝혔다.LG유플러스,1
“콜센터에,1
조회와,1
제10차,2
대한영상의학회,3
춘계종합심포지엄(,1
KSSR,2
2023)에서,1
영상의학과,12
의료진들을,4
메디보이스(Selvy,4
MediVoice)'를,1
소개한다고,1
20일,2
메디보이스'는,2
기술을,19
자동으로,9
의무,1
기록지를,2
작성하는,1
"영상의학과,",4
핵의학과의,1
판독소견서는,1
"물론,",3
수술,1
작성,3
가능해,1
의료계의,1
높아지고,1
학회에서,1
메디보이스의,1
활용,5
사례를,2
중심으로,4
기술이,7
어떻게,1
의료진의,8
도울,1
있는지,1
소개된다.,1
판독기록지,1
시,9
"의료용어,",3
축약용어,1
등에도,1
높은,15
인식률,1
정확도뿐,1
판독업무,1
효율화,2
"수준,",1
개인,3
커스터마이징,3
기능,2
사용,8
편의성을,8
상세하게,1
소개할,2
2016년부터,1
산업에,3
기술,27
접목을,1
혁신(DX)을,1
주도하고,1
AI와,3
디지털기술이,1
의료분야에서,1
가져다,1
주는,4
혁신의,1
중요성을,1
강조하고,1
KSSR에서,1
메디보이스가,1
집중하고,2
판독소견서,1
업무,16
효율화의,1
실제,2
소개될,1
"예정""이라며",2
"""AI",2
활용한,6
영상,13
판독,17
효율성을,6
알려,1
의료진과,2
긴밀한,3
소통과,1
협업,2
기회를,2
"모색하겠다""고",1
2023은,1
22일부터,2
23일까지,2
부산,3
롯데호텔에서,3
개최된다.,3
현장부스(부스번호,1
30번)에서,1
클라우드,15
직접,8
체험할,1
기회도,1
제공한다.,14
◇딥노이드=4억원대,1
데이터,52
가공·공급,1
계약,9
체결.◇핀텔=케이티에서,1
18억원,1
규모,8
사업,20
수주.◇셀바스AI=유상증자,1
최종,4
발행가액,1
1만4280원으로,4
확정.◇피제이메탈=51억원,1
피제이이앤에스,1
주식,4
취득,5
결정.,1
구주주,4
"21일,",1
양일간,1
진행[이데일리,1
김현아,6
기자]인공지능,1
발행가액을,5
주당,4
"14,280원으로",1
확정했다.발행할,1
신주는,6
400만주다.,3
주주배정,3
방식의,6
청약은,3
이틀간,2
"진행되며,",2
오후,5
2시,3
마감,3
12일,6
상장될,3
예정이다.셀바스AI는,1
자사가,2
HCI,2
초거대,6
간,5
융합을,2
융합,5
모빌리티)로,1
분야에서,5
사업적,2
성과를,6
거두고,2
투자가,2
늘어나면,2
실적이,3
더욱,8
전망된다.AI,1
원격의료의,1
경우,13
독보적인,2
SW,1
기술력뿐,2
IT,22
"서비스,",3
종속기업,2
셀바스헬스케어의,3
HW,1
역량을,3
기반으로,20
시작하는,2
사업화를,2
준비,4
여기에,3
지분을,3
취득하며,2
“기존,2
사업에서,3
"제품화,",3
"사업화,",3
수익화를,3
통한,12
선순환,3
구조를,4
성공적으로,5
정착시켰다”며,2
“성장을,2
제고를,3
적극적으로,4
신사업을,4
발굴하고,1
육성해왔다”고,1
밝혔다.이어,1
증자로,3
신규사업,3
투자,7
재원이,3
확보됨에,3
성장,6
하나씩,3
기업,44
가치,5
이익을,5
제고할,4
있도록,16
힘쓰겠다”고,2
덧붙였다.,8
“성장,1
주주이익,1
것”[이데일리,1
확정하고,1
19일,3
확정했다고,3
발행할,2
진행된다.,1
발굴·육성해왔다”고,1
곽,1
강조했다.,3
등이다.,2
전망된다.,1
부문은,2
SW(소프트웨어),1
HW(하드웨어),1
식품의약국(FDA),4
"""기존",1
"정착시켰다""며",1
"""성장을",1
"발굴·육성해왔다""고",1
"힘쓰겠다""고",2
[서울=뉴시스],5
박은비,2
기명식,1
보통주,1
발행하는,1
참여,2
목적으로,4
셀바스헬스케어,1
208만4364주를,1
취득했다고,1
15일,2
공시했다.취득,1
금액은,2
109억원이다.,1
자기자본,1
대비,14
15.30%에,1
해당한다.,3
지분,5
예정일자는,1
2023년,2
6월28일이다.,1
비율은,2
52.06%다.셀바스AI는,1
목적에,1
대해,6
"""의료기기와",1
융복합을,2
"협력""이라고",1
김인경,1
종속회사인,1
109억4291만원,1
어치(208만4364주)를,1
방식으로,1
취득키로,1
했다고,1
이후,16
52.06%다.회사,1
측은,5
“의료기기,2
&,2
협력을,5
위한,16
취득”이라고,1
22~23일,2
대한영상의학회서,1
소개[이데일리,2
나섰다.,2
MediVoice)’가,2
상급,3
"종합병원,",4
"대학병원,",4
국공립,3
병원에,1
중소형,3
의원으로,1
확산,3
중이라고,2
14일,7
“작년보다,1
사용자가,6
30%,3
증가했다”고,1
메디보이스’는,2
기반의,5
국내에서,4
유일하게,2
서비스도,3
제공된다.,2
핵의학과,3
분과별,3
의학,4
용어를,1
학습해,2
98%,3
이상의,9
성능을,2
보여준다.,2
비용,7
부담,3
없이,22
월정액으로,3
언제,3
어디서나,3
편리하게,3
가능한,2
점이,2
강점이다.,3
의료진,6
PC에,3
설치해,2
원하는,4
"장소,",1
시간에,3
전주,5
"대자인병원,",3
"허유재병원,",3
"대구구병원,",3
"대경영상의학과,",3
대구,3
"나사렛종합병원,",3
헤셀의원,3
등에서,5
중이다.셀바스,1
진행되는,1
춘계종합심포지엄(KSSR,1
2023)에서도,1
의료진들에게,1
메디보이스’를,1
대자인병원,3
“셀비,1
메디보이스는,3
효율화에,4
편리한,2
서비스”라며,1
“입력,1
속도도,2
빨라져,2
효율화를,2
체감하고,2
윤재선,3
사업대표는,3
“음성,1
인식에,1
친숙도가,3
"높아지면서,",2
의료진들도,3
메디보이스에,3
많은,15
관심을,3
보이고,7
“대형병원,1
의사,2
중,16
의료진들이,2
애용하고,2
급속도로,3
“AI,1
음성기록,2
노트(Selvy,2
Note)’도,1
의료기관,3
2인,2
진료,1
상담이,2
필요한,12
내과,2
보급할,2
계획”이라고,3
AI(인공지능),1
MediVoice)'의,1
증가했다고,1
종합·중소형,2
영상의학과의원으로,2
설치형은,2
의학용어를,2
학습하여,1
보인다.,2
서비스는,5
"종합,",1
영상의학과의원에서,1
선호하는,1
알려졌다.,3
초기,7
비용에,2
설치하여,1
장소,3
기록이,2
현재,17
통계청에,1
따르면,16
지난해말,1
기준,17
약,17
70%가,1
"일반병원,",1
의원에,1
소속되어,1
확장시킬,1
의료진은,3
"""셀비",2
서비스로,4
타이핑으로,2
인한,2
손목,2
피로도가,2
심했으나,1
판독결과를,2
입력하게,1
되어,1
"편리하다""며",1
"""판독결과",1
입력,1
효율화는,1
워라밸,1
개선까지,1
"""한국어,",2
영어가,1
혼용된,2
축약용어로,1
결과를,4
발성해도,1
인식률이,1
높고,1
"날짜,",1
대문자,2
"변환,",2
특정,8
단어의,2
발성,2
표기형태,2
등도,4
할,7
"편리하다""고",3
"""음성인식에",2
"""특히",1
도입비용이,1
"부담되거나,",1
대형병원에,1
근무하는,1
개별적으로,1
의지가,2
Note)'도,1
진료상담을,1
"계획""이라고",11
셀바스,1
지난해보다,1
증가했다.‘셀비,1
"제품으로,",1
이상,17
인식률을,1
자랑한다.,2
진행하는,2
'제10차,1
춘계종합심포지엄'에서도,1
의료진에게,1
메디보이스'를,1
소개한다.셀비,1
사용할,1
중이다.전주,1
"심했다""며",1
"""음성으로",1
입력해서,1
영어,1
등이,3
축약용어에,1
인식률도,1
"높다""며",1
"""날짜,",1
덧붙였다.셀바스AI,1
높아지면서,1
의료진도,1
"""업무",1
사이에서,1
늘고,6
콘텐츠,7
제작,7
‘오디로’,1
2023,2
서울국제도서전에,1
선보인다.,2
13일,2
‘오디로(odiro)’를,1
선보인다고,2
14일부터,2
18일까지,2
코엑스홀,1
A,1
O20,2
부스에서,2
만날,2
‘오디로’는,1
쉽고,5
목소리로,2
음성·영상,1
콘텐츠를,8
제작할,4
웹,3
성우,2
수준의,6
자연스러운,6
목소리를,5
생성하는,2
기술(Selvy,1
deepTTS)이,1
적용됐다.,1
기술은,16
사람처럼,4
구현하는,2
딥러닝,3
음성합성(DNN-TTS),2
기술이다.,4
언어,28
전문가로,2
구성된,2
랩(Lab)이,1
20여년의,1
연구를,7
상용화한,1
합성,1
기술이다.AI,1
‘오디로’에,1
Selvy,2
deepTTS는,2
자체,9
텍스트,2
분석,3
기술인,5
‘언어,1
처리,2
모듈’이,1
이를,18
‘글,1
편집’,1
작업이,1
50%,4
감소될,1
전망이다.,2
자연스럽게,3
띄어,2
"읽고,",2
쉬어,2
읽는다.,1
이때문에,1
오디오북,9
제작자의,2
높여,3
오디오북의,2
대량,3
제작이,2
가능해졌다.셀바스AI,1
오디로,3
권혁민,1
PO(Product,2
Owner)는,2
“오디오북에,1
"제공하고,",1
출판사,2
제작자가,4
합리적인,2
가격으로,2
오디오북을,4
고도화,3
중”이라며,1
“오디오북,1
청취자들은,2
더,12
"경험하고,",2
한,10
권의,2
책에서,2
즐길,2
새로운,3
독서문화를,2
나갈,2
서울국제도서전에서,1
'오디로(odiro)'를,1
밝혔다.오디로는,1
"음성,",6
'Selvy,2
deepTTS'가,1
적용되어,2
제작을,1
최적화,1
시켰다.오디로에,1
deepTTS'는,1
보이스를,1
Lab이,1
20여,1
년의,1
상용화했다.,1
오디로에,1
'언어,1
모듈'이,1
'글,2
편집',2
작업을,1
감소시킨다.,1
읽기,3
획기적으로,1
가능해졌다.오디오북,1
작업은,1
쉼표를,1
넣거나,1
띄어쓰기를,1
바꾸는,1
과정으로,4
가장,3
오랜,1
시간이,9
걸린다.,1
200~300쪽,1
분량,1
도서를,1
편집하는데,1
과다한,1
시간과,1
비용이,4
"소요되는데,",1
서비스가,1
이런,2
문제를,3
해소시켜,1
생산이,1
용이해졌다.권혁민,1
"""오디로",1
오디오북에,1
제공뿐,1
"중이다""라며",1
"""오디오북",1
오디로가,1
나가는데,1
기여하고자,1
"한다""고",1
말했다.한편,1
오디로는,1
코엑스,1
홀A,1
샘플,1
청취와,1
TTS,1
과정,1
가능하다.미국,1
시장조사업체,1
그랜드뷰리서치는,1
규모가,5
2020년,10
32억6000만,1
달러(약,3
4조,1
2500억)에서,1
2027년,1
149억9000만,1
달러(19조,1
5500억),1
시장으로,2
내다봤다.,2
연평균,3
24.4%에,1
이르는,1
성장률이다.,1
◆…'2023,2
프라이빗,10
세미나'에서,6
마스야마,3
타카시,3
코사웰,5
부장이,3
'인트라마트와,1
넥사크로,60
제휴,3
사례'를,4
발표하고,4
사진=투비소프트,3
제공투비소프트가,1
'넥사크로,12
N'을,4
일본,99
UI/UX,15
공략을,1
투비소프트는,38
일본법인,13
투비소프트재팬이,13
히타치제작소와,11
비욘드(한국,5
N)',5
사업장,7
논의하고,8
있다고,11
전기·전자기기,5
제조업체,7
히타치제작소는,7
2012년부터,7
10년,25
넘게,22
투비소프트재팬과,7
파트너십을,8
유지하며,7
투비소프트,42
사용해온,7
고객사다.,2
"""히타치제작소",7
일부,8
사업장에서,7
N을,23
사용하고,13
있고,11
넥사웹도,7
혼용해,7
사용해왔으나,7
최근,43
사업장별로,7
N,15
협의하고,7
"있다""면서",2
논의를,8
기업을,8
공급을,7
늘릴,8
N은,10
퀵코드로,13
스크립트,14
코딩,14
제품의,19
화면UI를,8
개발할,14
데이터를,32
직관적으로,18
그려내는,14
특징을,1
지녔다.,1
앞세워,13
시장을,23
공략한다는,6
시장의,5
국내와,7
달리,1
해외법인이,6
선보인,7
툴이,6
자리잡는데,6
오래,7
걸리지만,7
투비소프트재팬은,9
시장에서,22
공급해와,1
이점을,1
지녔다는,1
평가다.,1
넥사웹을,5
고객사를,7
구축한,6
네트워크를,17
활용해,10
올,5
하반기,8
최대한,7
전환을,9
유도한다는,5
목표를,1
수립했다.,1
도쿄에서,5
시스템,8
개발의,4
'TO-BE를,1
제안하다'란,4
주제로,7
4년,6
만에,4
'2023,5
세미나'를,1
개최하기도,1
했다.,8
행사에는,1
SI(SIsystem,3
integration),3
현지,42
고객·파트너사,1
관계자,4
100여명이,1
참석했다.,2
최태림,2
투비소프트재팬,5
"""현지에서",5
펼치며,5
확보했으며,1
세미나에선,1
그동안,7
기업과,5
쌓은,8
신뢰를,4
확인할,9
"있었다""면서",1
"""세미나",5
다수,5
고객사로부터,5
비욘드에,5
문의가,6
"있었다""고",5
시장조사기관,4
가트너에,4
2019년,6
지출,8
규모는,12
"270조원(27조엔),",4
한국,5
78조원으로,4
3배,4
나는,1
나타났다.,3
쌓아온,3
기술력을,6
넓은,3
시장에,17
선보여,3
매출,42
규모를,3
확대한다는,6
복안이다.,1
기업과의,6
고객사,6
확보도,1
추진할,1
방침으로,1
2026년까지,6
매출을,8
100억원으로,6
목표다.,6
인력을,7
늘리는,7
영업력,1
강화에,1
이임찬,2
사장은,6
"""일본",7
시장은,21
5년,6
변화가,6
있을,10
예상돼,1
선점을,6
노력하고,6
"""넥사크로",5
선보일,13
"예정""이라고",5
카노우야,1
카즈유키,1
히타치제작소,1
주임기사가,1
'도쿄증권거래소그룹(JPX),1
탄소,1
배출권,1
거래,4
툴,8
1위,7
투비소프트(대표이사,3
이경찬)가,2
공략에,5
공들이고,5
자사,4
공략하겠다는,4
전략이다.,5
"히타치제작소,",5
노무라종합연구소,5
파트너사로부터,5
러브콜도,4
받는,6
만큼,12
매출에,4
반영될,5
전망이다.투비소프트는,4
제품명:,2
고객사다.투비소프트,5
말했다.최근,2
주목받는,8
‘넥사크로,8
N’은,7
"있고,",8
특징이,14
정부,15
기관과,11
기업에서,11
‘디지털,7
전환,16
필수품’으로,7
자리매김하고,10
있다.투비소프트는,5
다르게,9
인정받고,6
있어서다.우선,4
하반기에,13
목표다.이,2
네트워크는,3
'TO-BE'를,2
개최한,6
엿볼,3
있었다.,2
이날,6
행사는,3
소프트웨어,12
사례로,3
볼,6
때,11
외국,3
기업이,4
고객사와,3
파트너사를,3
세미나를,3
이례적,3
사례다.,3
그런데도,3
SI(시스템통합),1
'코사웰',2
고객사·파트너사,1
100여,3
명이,3
참석했다.최태림,2
대표(일본법인장)는,3
"확보했고,",3
세미나는,3
"있었다""며",3
말했다.미국,2
난다고,2
발표했다.,4
올리려는,2
셈이다.투비소프트는,2
확보에도,5
공들일,5
3년,7
영업력도,5
강화했다.앞서,3
강화를,4
일본법인명을,4
넥사웹재팬에서,4
투비소프트재팬으로,4
바꿨다.,4
브랜드를,4
통일하고,4
적극적인,7
투자를,6
넓히겠다는,4
의지다.이임찬,3
예상되는,5
'인트라,2
마트와,2
있다./사진=투비소프트투비소프트는,1
제품명:넥사크로,1
말했다.넥사크로,2
화면,8
사용자,5
인터페이스(UI)를,1
필수품으로,2
있어서다.투비소프트는,1
투비소프트가,11
사용자환경/경험(UI/UX),1
잇딴,4
비욘드(넥사크로,1
전기,2
·,7
전자기기,2
'디지털,1
필수품'으로,1
넥사크로N,6
목표다.최태림,1
'넥사크로N',1
공략,1
[파이낸셜뉴스],2
코스닥,4
개발툴,1
사용자환경·경험(UI·UX),1
'넥사크로N'을,1
진출하겠다는,1
러브콜을,1
받고,2
투비소프트에,2
회사의,4
비욘드(넥사크로N)',1
넥사크로N을,1
넥사크로N은,1
UI를,6
또,11
회사,6
해외,16
법인이,1
개발툴이,1
"""넥사웹을",1
"유도하겠다""고",1
'시스템,1
TO-BE를,1
"확보했다""며",1
난다.,1
강화했다.,1
의지다.,1
"예상된다""며",1
"""투비소프트는",1
[서울경제],1
투비소프트(079970)(대표이사,1
"때,",2
고객사?파트너사,1
히타치제작소·노무라종합硏,1
러브콜10년,1
네트워크,1
한몫[서울=뉴시스],1
김경택,3
UI·UX(사용자인터페이스·사용자경험)시장,1
회사는,2
제품명,1
N)'의,1
말했다.투비소프트의,1
설명했다.투비소프트는,1
자리잡는,1
데,10
타깃으로,1
정했다.,1
목표다.투비소프트는,1
확대하는,2
것을,3
목표로,4
법인,2
강화했다.이임찬,1
김보겸,3
투비소프트(079970)는,2
최대주주인,1
리얼인베스트먼트가,1
인수한,1
목적과,1
인수자금,2
조달방법,2
오류를,1
정정한다고,1
공시했다.지분인수목적은,1
재무적,1
투자목적에서,1
경영권,1
참여로,1
바뀌었다.,1
역시,4
자기자금,1
65억원에서,1
차입금,1
65억원으로,1
변경됐다.,1
차입처는,1
투자자이며,1
차입기간은,1
4월20일부터,1
30일까지다.,1
대표이사,1
변경을,1
16일,4
장선수,3
대표가,5
일신상의,3
사유로,3
사임해,2
이경찬·장선수,2
각자대표,2
체제에서,2
이경찬,5
단독대표,2
변경한다.,1
체제로,1
전환한다고,1
대표이사가,1
사임하면서,1
단독대표로,1
변경됐다고,1
라이선스,25
누적,8
현황(2004~2022년)[이코노미스트,1
이혜리,2
투비소프트(대표,1
이경찬·장선수)가,2
올들어,4
개선과,5
함께,18
(소프트웨어사용권),4
판매도,5
급증하는,6
나타났다.정부가,3
본격적으로,9
추진하면서,5
기업도,5
앞다퉈,5
분야,14
확장함에,5
매출이,18
분석된다.최근,2
있다.실제로,2
GS건설과,6
경험,9
중심,13
고객플랫폼,6
"구축사업,",6
롯데면세점과,6
면세점플랫폼,6
구축,20
"계약했고,",4
국민건강보험공단과,7
"건강보험심사평가원,",6
"연세대학교의료원,",6
크린토피아,6
등과,9
맺었다.이에,2
투비소프는,2
업계,23
라이선스만으로,5
연간,10
200억,12
원을,19
달성할,6
지난해,25
전체,6
연결,7
430억,4
원,5
가운데,10
라이선스로만,5
150억,4
"올렸으며,",5
2023년은,5
바라보고,5
있다.국내,2
플랫폼,17
업계에서,8
라이선스로,5
넘긴,5
사례는,4
드물다.,4
처음으로,5
2월,7
2000억,5
넘겼다.,4
2000년,8
설립한,7
환경에,8
시대를,4
대표하는,4
UI,7
잇따라,3
출시했다.,4
대,5
초반,6
X,4
인터넷,4
시대에,4
마이플랫폼과,4
"엑스플랫폼,",4
14와,4
17을,4
거쳐,6
내놓았다.20년,3
기술력과,4
노하우는,4
검증된,4
도구로,4
평가받고,4
2021년,16
9월,8
출시한,7
'인텔리전트,5
UX'란,5
표어를,5
내세워,5
플랫폼이다.,6
PC뿐만,5
기기,5
알맞은,5
도구를,10
"만들고,",4
어떠한,5
환경에서도,6
적용할,7
NUI(Natural,4
User,4
Interface:,4
키보드나,5
마우스와,5
쓰지,5
"눈,",5
손,5
신체,10
일부와,5
"감각,",5
"행동,",5
인지,5
능력으로,5
기기를,6
다루는,5
것)를,4
"지원하고,",4
상황에,5
맞춘,5
UX를,4
제공한다.특히,2
IT업계,6
화두인,6
‘클라우드,5
구독형,7
서비스’를,5
"계획이며,",2
2024년부터,4
적으로,1
펼쳐,4
오를,3
기대된다.,6
-,1
국민건강보험공단,2
GS건설,2
도입투비소프트(대표,1
장선수)는,1
"14일,",1
급증하고,1
밝혔다.최근,1
인기를,1
얻고있다.실제로,1
