단어,개수
에듀테크랩(Edu-Tech,1
Lab)은,1
지난,10
한국교육학술정보원(KERIS)의,2
‘지능형,1
플랫폼’,2
사업자로도,1
선정됐다.,1
모델,4
활동으로부터,1
분석함으로써,1
‘맞춤형,1
종이,1
책을,1
나만의,1
도입했다.박재우,1
기업”이라며,1
“교육,2
"셀바스AI,",2
필리핀,4
교육기관,3
'민트,1
칼리지'와,1
업무협약.,1
/셀바스AI,1
제공,8
사립,2
‘민트,1
칼리지’와,1
교육사업,2
관련,7
업무,10
협약을,4
체결했다고,10
27일,4
밝혔다.셀바스AI는,2
민트,3
칼리지의,2
커리큘럼을,1
구축할,3
예정이다.,9
칼리지는,2
국제,2
"비즈니스,",2
예술·기술,1
속한,1
고등학교와,2
대학에,1
프로그램을,4
제공하는,8
기관이다.셀바스AI는,1
칼리지와의,1
한국어,4
발음을,2
듣고,2
피드백을,3
"‘발음평가’,",1
음성,9
합성,1
이용한,2
‘한국어,1
"가이드·듣기평가’,",1
한글·영어·중국어,1
50개,2
언어를,2
지원하는,4
‘필기인식,1
솔루션’,1
제공할,3
방침이다.,2
배운,1
내용을,2
만들,3
서비스인,1
‘셀펍’도,1
운영할,1
계획이다.셀바스AI,2
관계자는,5
“국내,3
해외에도,2
솔루션을,6
업무협약을,11
체결했다”며,1
시장,4
디지털화에,1
선도적인,1
역할을,1
하겠다”라고,1
밝혔다.한편,1
플랫폼을,3
교육기업에,1
한국어·영어,1
교육용,2
"음성합성,",4
"필기인식,",1
필순인식,2
공급하고,2
제작툴을,1
비롯해,1
과정에,1
통합,3
교육솔루션도,1
제공한다.,1
양지윤,1
셀바스AI(108860)는,2
MINT,4
칼리지와,2
업무협약(MOU)을,4
밝혔다,1
(사진=셀바스AI,1
제공)셀바스AI는,1
커리큘럼과,1
융합해,1
예술,1
기술분야,1
내,7
대학,1
사립교육,1
기관이다.,1
필리핀의,1
인구수는,1
전,7
세계,6
13위로,1
1억여,1
명에,1
달한다.셀바스AI는,1
협력을,1
△음성인식을,1
이용해,1
발음평가,1
△음성합성을,1
가이드,1
듣기평가,1
△사용자가,1
작성한,1
단어의,1
필순,1
△96%,1
이상,3
인식률과,1
"한글,",1
중국어,1
솔루션,14
사용자만의,1
‘셀펍(Selpub)’도,1
한국어를,1
비롯한,2
과학,1
체결했다”고,1
이어,4
“사용자,1
환경이,1
온라인으로,1
빠르게,1
전환되고,1
시장에서,3
오프라인의,1
디지털화하는,1
트랜스포메이션과,1
서비스에,2
대한,12
요구가,1
대폭,1
늘어나고,2
있다”고,1
덧붙였다.,1
요약챗GPT,1
열풍,1
수혜주…AI음성인식,1
보유[서울=뉴시스],1
조성봉,1
24일,2
오후,2
서울의,1
대형서점에서,1
챗GPT가,1
쓴,1
자기계발서,1
‘삶의,1
목적을,1
찾는,1
45가지,1
방법’을,1
방문객이,1
살펴보고,1
있다.이,1
책은,1
챗,2
GPT가,1
"집필,",1
"교정,",1
"교열을,",1
번역은,1
파파고.,1
인간은,1
"기획,",1
"인쇄,",1
출판을,1
담당했다.,1
2023.02.24.,1
suncho21@newsis.com[서울=뉴시스]우연수,1
대화형,2
서비스의,1
인기에,2
상장,1
약,9
14년,1
만에,1
최고가를,1
경신,1
중이다.,2
한국거래소에,1
따르면,6
올해,3
셀바스AI의,7
주가는,2
6720원에서,1
2만9750원까지,1
343%,1
급등했다.,1
24일에는,1
장중,1
3만3650원까지,1
치솟으며,1
신고가를,1
썼다.2009년,1
상장한,4
주로,1
1만원,1
밑으로,1
거래되다,1
2019년,1
감사의견,1
'한정'으로,1
매매,1
정지에,1
들어갔다,1
온,1
뒤,1
2000원,1
선까지,1
주저앉았다.,1
AI가,2
관심을,2
받았던,1
지난해,9
초,2
반짝,1
1만3000원까지,1
치솟았지만,1
다시,1
5000원대로,1
돌아갔다.그랬던,1
증시에서,1
주목받게,1
된,1
건,1
로봇,1
'챗GPT'의,1
등장,1
덕분이다.,1
챗GPT는,1
일방적인,1
명령,1
우주가,1
아니라,2
교감하는,1
대화가,4
가능하며,1
소설과,1
"시,",1
논문을,1
쓰는,1
일도,1
가능하다.,1
챗GPT,6
국내에서도,1
자연어,2
처리,1
관련주들이,1
일제히,2
들썩였다.,1
특히,2
오픈AI에,1
투자한,1
마이크로소프트와,1
대항마,1
'바드'를,1
준비,1
중인,1
구글이,1
챗봇,2
선점,1
경쟁에,2
들어서면서,1
확대,4
기대감이,1
고조되고,1
2009년,3
1호,2
"전문기업으로,",1
음성인식,15
컴퓨터와,2
사람,1
간,3
상호작용을,1
보다,1
쉽게,1
하는,4
HCI(Human,2
Computer,2
Interaction),2
3분기,1
기준,8
HCI,2
부문,3
매출액은,2
"59억원으로,",1
전체의,1
15.7%,1
비중을,1
차지한다.,1
연결,1
잠정,2
503억원으로,1
전년,1
대비,5
3.5%,1
증가했으며,2
영업이익은,1
10.6%,1
감소해,1
50억원을,1
기록했다.,2
별도,2
기준으로는,1
매출액이,2
233억원으로,1
전년비,1
20%,1
영업익은,1
19%,1
증가해,1
31억원으로,1
집계됐다.,1
회사는,2
"""인공지능",1
제품,3
매출,4
성장에,1
따라,10
영업이익이,1
"성장했다""고",1
설명했다.계열사,1
셀바스헬스케어는,5
최근,5
'의료,1
시스템,3
사업,19
소식에,2
주사가,1
열흘,1
새,1
190%,1
상승했다.,1
인체에,1
미세한,1
전류를,1
흘려,1
발생되는,2
저항값을,1
인체,1
수분과,1
"근육,",1
지방,1
체성분을,1
확인하는,1
체성분,2
분석기와,1
전자동,2
혈압계,2
제품으로,1
있다．,1
ⓒ,2
News1,1
DB(서울=뉴스1),1
유새슬,1
열풍에,1
종목이,1
강세를,1
보이고,1
이날,1
오전,5
9시45분,1
코난테크놀로지는,2
전날(23일)보다,1
1만6100원(13.36%),1
오른,6
13만6600원에,1
거래되고,5
전날,2
19.07%,1
상승한,2
채,1
장을,1
마쳤다.셀바스AI는,1
3600원(12.54%),1
3만2300원을,1
기록하고,1
21.35%,1
오르는,1
6거래일,1
연속,2
상승,1
마감했다.솔트룩스는,1
1750원(4.87%),1
3만7700원에,1
사고,1
팔리고,1
마인즈랩은,1
1150원(4.63%),1
2만6000원에,1
행정안전부·과학기술정보통신부·문화체육관광부,1
정부부처는,1
각각,1
활용,5
"계획,",1
한국형,1
지원,12
계획을,1
세우는,1
전방위적으로,1
뛰어들고,1
셀바스헬스케어,1
셀바스헬스케어가,1
상한가를,1
관계사,1
셀바스AI도,1
급등세다.,2
챗GPT(Chat,1
GPT)가,1
시장에,4
불을,1
"지피면서,",1
관련주가,1
들썩이고,1
있다.24일,1
9시,1
10분,1
거래일보다,1
1540원(29.84%),1
6700원에,1
전일에,1
이틀,1
상한가,1
기록이다.,1
셀바스,5
AI도,1
14%대,1
상승세다.챗GPT는,1
전문연구소,1
OpenAI가,1
자연어처리,2
GPT-3를,1
제작한,1
서비스다.,1
높은,3
수준의,4
"처리,",1
대량의,1
데이터,4
분석과,1
새로운,4
생성,2
"능력,",1
범용성과,1
확장성,1
등이,3
강점이다.최근,1
‘의료,1
시스템’,1
수혜에,1
연일,1
과학기술통신부는,1
전국,1
공공의료기관을,1
대상으로,1
의료서비스의,1
도입과,1
활용을,1
‘AI,2
의료시스템,1
전환,1
사업’에,1
공모를,1
시작한다고,1
밝힌,1
바,2
"분석기,",1
스마트,1
헬스케어,8
전문기업이다.,2
의료진단기기,1
브랜드,2
아큐닉(ACCUNIQ)과,1
시각장애인,1
보조공학기기,1
힘스(HIMS)를,1
중이다.모회사인,1
관련주로,1
주목받고,1
1999년,1
설립해,1
코스닥,1
상장사다.,1
영역은,1
인간이,1
쉽고,1
편하게,1
상호작용할,1
있도록,12
기술인,1
부문이다.,1
기술은,4
인공지능의,2
핵심,5
분야,8
중,8
하나로,1
평가받고,1
등에서,1
최고,1
기술력을,6
있다.KB증권은,1
국내기업으로,1
"삼성전자,",1
"SK하이닉스,",1
"코난테크놀로지,",1
"플리토,",1
"오픈엣지테크놀로지,",1
"위세아이텍,",1
"바이브컴퍼니,",1
"솔트룩스,",1
한미반도체,1
꼽았다.,1
외국계,1
기업으로는,1
"마이크로소프트(MSFT),",1
구글,1
"알파벳(GOOG),",1
"엔비디아(NVDA),",1
"TSMC(TSM),",1
"바이두(BIDU),",1
"GDS홀딩스(GDS),",1
C3,1
AI(AI),1
정부가,2
‘신성장,1
4.0,2
전략’,1
정책의,1
지원에,1
나선다는,1
강세다.20일,1
마켓포인트에,1
10시9분,1
전거래일보다,1
4.94%,1
2만600원에,1
있다.이날,1
정부는,1
신성장,1
전략,1
추진,4
대책을,1
30개,1
발표한다고,1
밝혔다.,9
그,1
민생,1
현안을,1
해결하는,1
‘전,1
국민,1
일상화,1
계획’이,1
6월,1
"발표되고,",1
한국판,1
챗GPT(대화형,1
AI),1
개발을,2
제도적,1
방안도,1
함께,1
마련된다.셀바스AI는,1
음성합성을,2
‘셀비,2
"노트’,",1
질환,2
발병위험도를,1
예측하는,4
체크업’,1
상품을,1
셀비,6
노트는,2
250개,2
경찰서에서,2
적용하고,2
있으며,3
"보건복지부,",2
특허청,2
조사,4
상담이,2
공공기관으로,2
적용처를,2
늘리고,1
13일에는,1
오피스,15
소프트웨어,2
폴라리스오피스(041020)와,1
활용한,8
글로벌,7
오피스(AI,3
Office),1
개발에도,1
나섰다.,1
강세다.,1
다음달,2
출시,1
예정인,3
GPT-4와,1
관련해,1
인간과,2
대화,4
시,4
기계임을,1
구분하기가,1
어려운,3
단계에,1
이르렀다는,1
관측이,1
나오면서,1
주가에,1
영향을,1
주는,1
보인다.17일,1
10시16분,1
전날보다,1
6.03%,1
1만8110원에,1
있다.IT,1
매체는,1
GPT-4가,1
튜링테스트를,1
통과했다는,1
이야기도,1
흘러나오고,1
있다고,2
보도했다.,1
튜링테스트는,1
컴퓨터가,1
얼마나,1
자연스럽게,2
소통할,1
있는지를,1
알아보는,1
테스트다.,1
통과하면,1
영화에서,1
보던,1
AI와의,1
가능해질,1
보인다.,1
샘,1
알트만,1
오픈AI,1
CEO는,1
"""튜링테스트에",1
큰,2
의미를,1
부여할,1
필요,1
"없다""고",1
평했다.영화,1
'아이언맨'에서,1
주인공,1
토니,1
스타크와,1
비서,1
'자비스'가,1
대화를,1
"하거나,",1
영화,1
'Her'에서,1
운영체계,1
'사만다'와,1
사랑을,1
나누는,1
것도,2
가능한,3
시대가,1
도래할,1
있다.셀바스,1
AI는,3
전문업체다.,1
대표,1
제품으로는,1
노트,1
(Selvy,2
"Note),",1
메디보이스,1
Medivoice),1
셀비노트는,1
"조사,",1
상담,1
과정에서의,1
자동,2
기록해주는,1
제품이다.,2
있다.한제윤,1
KB증권,1
연구원은,3
"""국내",3
시장은,1
아직,1
규모가,1
작아,1
제품화해도,1
유의미한,1
규모를,1
달성하는,1
것이,3
"어렵다""며",1
"""함부로",1
제품화해두는,1
"부담스럽다""고",1
설명했다.이어,1
기업이,1
용역,1
매출에,1
의존하는,1
상황에서,1
실적,1
매출액을,1
웃돌고,1
"있다""고",2
강조했다.,2
아울러,2
"""심지어",1
제품매출로,1
흑자를,1
달성하고,1
국내에서는,1
찾아보기,1
힘든,1
"기업""이라며",1
"""",1
제품화하는데,1
성공한,1
덕분이며,1
경쟁력을,1
숫자로,1
증명하고,1
분석했다.한,2
"""챗",4
GPT는,2
대중이,1
생각하는,2
비서의,1
모습과,1
"가깝다""며",1
"""생성",1
대해,2
대중들이,1
갖고,1
있으나,1
페인팅,1
등은,1
보편적으로,1
사용될,1
없다는,1
단점이,1
"있었다""고",1
설명했다.,2
접근성과,1
활용성을,1
확보한,3
"서비스""라며",1
"""스마트폰에서",1
채팅을,1
접근할,1
있고,1
기본적으로,2
검색,2
엔진의,1
하기,3
때문에,4
일상생활에서의,1
활용성,1
"높다""고",1
덧붙였다.그는,1
GPT에,1
적용된,5
더불어,1
AI의,2
시대의,1
하나가,1
될,3
"것""이라며",1
"""대중들이",1
인공지능은,1
사용자와,1
가능해야,1
"때문""이라고",1
"""소비자의",1
니즈에,1
의해,1
탄생한,1
서비스가,1
GPT일,1
"있다""며",1
"""아직은",1
텍스트,1
기반이지만,1
사용자와의,1
형식을,1
"서비스""라고",1
GPT를,1
서비스는,1
결국,1
텍스트를,1
넘어,2
방향으로,1
발전할,1
공산이,1
"크다""며",1
"""음성",1
반드시,1
탑재해야,1
기술로,1
시간이,1
지날수록,1
기업에,1
관심이,2
집중될,1
"것""이라고",3
그는,1
독보적인,2
보유한,4
AI에,1
장기적으로,1
주목해야,1
"이유""라고",1
[서울경제],1
연구개발,1
기업,6
의료자문,1
‘닥터플렉스’,1
운영사인,1
‘메디허브’와,1
고도화,1
상호,1
활성화를,1
2월,2
9일,3
최초로,3
사업분야에서,1
코스닥에,1
기업으로서,1
뿐,1
건강검진,1
정보를,1
질환(6대,1
암,1
4개,2
질환)에,1
발병,1
위험도를,1
솔루션인,3
체크업의,1
상용화에,1
성공하는,1
분야에서도,1
인공지능이,1
활발히,1
진행하고,3
메디허브는,1
1200여,2
명의,2
전문의,3
데이터베이스를,1
플랫폼인,1
닥터플렉스를,1
통하여,3
"스타트업,",1
"제약사,",1
"투자사,",1
"코스메틱,",1
"의료기기,",1
"인공지능,",1
방송사,1
"제작사,",1
식품,1
업종에,1
걸쳐,1
의료인,1
매칭과,1
프로젝트,1
관리를,2
포함한,3
"있으며,",1
개인,1
의료,12
자문으로,1
영역,1
확대를,1
있다.양사는,1
업무협력,1
체결을,1
분야에서의,3
고도화를,1
도모하며,1
신규,3
발굴해,1
나가기로,1
하였다.,1
윤상원,1
헬스케어부문,1
“셀비,1
체크업은,1
적용을,3
개인에게,1
밀접한,1
건강관리,3
서비스로,3
자리매김하고,1
"있다.”며,”이번",1
메디허브와의,1
"보험사,",1
"검진센터,",1
마이데이터,1
사업자,1
외,3
영역으로,1
확장할,1
기회가,1
마련되었다”라고,1
외과,1
전문의인,1
유선형,1
메디허브,1
대표는,10
"""현직",1
의사로서,1
활동하는,1
닥터플렉스,1
풀을,1
고도화가,1
"것이며,",1
한편으로,1
의사,1
동료들에게,1
분야로의,1
진출,1
기회를,1
제공해드릴,1
것”이라고,1
소프트웨어(SW),2
폴라리스오피스(041020)는,1
‘인공지능,1
Office)’의,1
패러다임을,2
만들기,2
위해,11
셀바스AI(108860)와,1
13일,4
밝혔다.이번,4
협약은,2
생산성,5
SW와,2
분야에서,2
오랜,2
두,3
업체가,2
융합한다는,2
점에서,3
의미가,3
양사는,2
상호협력을,2
"착수하고,",1
모델을,6
발굴할,2
계획이다.구체적으로,1
△오피스,1
엔진,2
원천,2
△AI,2
적용,10
융·복합,2
△서비스,1
협력,2
△공동,1
홍보,2
마케팅,2
폴라리스오피스의,3
SW에,3
적용하기로,2
합의했다.,2
실시간,2
문서,4
"번역,",2
지능형,5
회의,2
요약,2
"기능,",2
예정이다.폴라리스오피스,2
“사람들의,1
일하는,2
방식을,2
변화시킬,2
제품을,4
것”이라며,2
“추후,2
초거대,2
언어모델,2
AI인,2
챗GPT나,2
하이퍼클로바와,2
같은,2
제너레이티브(Generative),2
적용한,2
폴라리스,3
오피스를,2
출시할,3
계획”이라고,1
폴라리스오피스는,2
종속회사인,2
셀바스헬스케어의,2
2대,1
"주주로,",1
1억2000만명의,1
사용자를,2
외에도,2
가입자를,2
부가,2
플랫폼으로서,2
성장,1
동력을,1
키우고,2
Office)의,1
셀바스AI와,1
크다.,1
착수하고,1
계획이다.(왼쪽부터)이해석,1
폴라리스오피스,1
"부사장,",1
윤승현,1
영업총괄,1
부사장.,1
/사진제공=폴라리스오피스양사는,1
▲오피스,1
▲AI,2
▲서비스,1
▲공동,1
생성을,1
“생산성,1
전문성과,1
혁신적인,1
결합해,1
사람들의,1
있을,4
계획이다”고,1
"""이를",1
고객이,1
더,7
"빠르고,",1
"쉽고,",1
즐겁게,1
업무를,1
수행할,1
덧붙였다.폴라리스오피스는,1
2대주주이자,1
1억,1
2000만명의,1
성장동력을,1
이에,3
공략에,1
나선다.,1
요약'정보통신정책,1
유공,3
분야',1
수상공공,1
혁신,2
공로,1
인정[서울=뉴시스],1
윤재선,4
사업대표가,2
공공기관,1
혁신에,1
기여를,1
인정받아,3
정보통신정책,2
과학기술정보통신부,4
장관,2
표창을,2
받았다고,2
밝혔다.AI,1
대전소방본부,1
119,2
신고접수,2
재난대응,2
협업,3
플랫폼'에,1
적용돼,1
소방,1
정보통신기술(ICT),2
혁신문화,3
조성·확산에,2
앞장섰다.'지능형,1
119신고접수,2
플랫폼'은,1
119종합상황실,2
신고,2
접수,2
출동,4
지령,2
119신고,1
업무방식,1
혁신성과를,1
11월,2
국가연구개발,1
우수성과,1
100선에,1
선정된,1
▲신고자-접수자,1
▲인식,1
접수자를,2
상황별,2
질문,2
▲소방,1
출동대,2
자동편성,1
▲접수요원,1
소방관에게,2
알맞은,2
표준작전절차(SOP),2
제공으로,1
신속,1
정확하고,1
초동,2
대처를,2
돕는다.AI,1
음성기록,3
"1,",2
2급지,2
경찰서,2
17개,2
시도,2
"경찰청,",1
해바라기센터,2
성폭력,2
피해,3
조서,2
작성,2
"시스템,",1
보건복지부의,1
아동학대,1
현장조사,1
조서작성,1
시스템으로,1
공급돼,2
완성도,1
"향상,",1
수사관·조사관,1
"효율화,",1
2차,1
방지를,1
통한,4
치안,1
ICT,1
일조했다.셀바스AI는,1
"공공,",4
법률,4
분야의,4
혁신을,4
주도해,3
나갈,3
계획이다.,7
"기술,",1
"경찰서,",2
"지자체,",1
소방본부에,2
상용화한,1
올해는,3
"특허청,",2
대형,2
로펌으로,2
확산,1
준비를,1
음성인식부문,1
"""AI",1
단순,2
반복,2
업무의,2
효율성을,2
향상시켜,1
공무원들이,2
국민에게,2
도움이,3
되는,2
업무에,2
집중할,2
돕는,6
사회적,5
가치를,2
높여,2
나가는,2
것이라,2
"생각한다""며",1
"""올해에는",1
셀바스AI(108860)의,1
밝혔다.윤재선,1
셀바스AI음성인식부문,1
사업대표.,1
(사진=셀바스AI)윤재선,1
공공,2
확산에,1
기여했다는,1
평가를,1
받았다.,1
대전소방본부의,1
플랫폼’에,1
적용됐다.,1
노트(Selvy,1
Note)는,1
경찰청을,1
"비롯,",1
등으로,2
완성도를,1
높였다.,1
플랫폼은,1
성과를,2
‘국가연구·개발,1
우수,1
성과,1
100선’에,1
선정되기도,1
했다.,6
△신고자-접수자,1
△인식,1
△소방,1
편성,1
△접수,1
요원,1
돕는다.,2
주도할,1
"지방자치단체,",1
준비하고,1
“인공지능,1
향상해,1
생각한다”며,1
“올해는,1
것”이라,1
◆…사진=투비소프트,1
제공투비소프트가,1
28일,3
대한수의사회와,2
경기도,1
성남시,3
대한수의사회에서,1
반려동물,7
구축·운영을,2
맺었다고,1
양측은,2
라이프스타일,8
"구축·운영,",2
커뮤니티를,1
반려회원간,2
교류의,3
장,3
"제공,",2
상담·양육,3
반려인과,3
반려동물을,3
환경,3
개선에,3
협력하기로,3
대한수의사회는,2
1948년,3
설립돼,3
'수의사법'에,1
수의업무의,3
적정한,3
수행과,3
수의학술의,3
연구·보급,1
수의사의,3
윤리,3
확립을,3
노력해오고,2
허주형,3
대한수의사회,3
회장은,3
"""우수한",2
IT기업과,4
맺고,2
구축하는데,2
"협력하겠다""고",2
투비소프트는,5
20년간,2
축적된,3
기술력과,2
고객,2
토대로,2
기업용,2
UI·UX,2
영위하고,1
5000건의,1
공급,2
레퍼런스를,2
구축했다는,1
게,1
회사측,1
설명이다.,4
이임찬,3
투비소프트,6
사장은,3
"""최근",3
펫케어,6
산업이,6
발전하고,3
가운데,3
조화를,3
이루는,3
"만들겠다""고",3
[서울=뉴시스],3
김경택,2
툴,2
'제20회,1
공공솔루션마켓'에,1
참가한다고,2
밝혔다.회사,1
측에,1
이,4
행사는,2
'디지털,1
정부,2
구현을,1
전략'이라는,1
주제로,2
18일,1
서울,2
코엑스에서,1
열린다.투비소프트는,1
2시20분부터,1
30분,1
동안,2
이우철,1
기술연구소장이,1
'인텔리전트(Intelligent),1
UX(사용자,1
경험)를,1
실현하기,1
"초석,",1
블록(Block)형,1
UI(사용자,1
인터페이스)의,1
시작,1
퀵코드(QuickCode)'를,1
발표한다.더불어,1
전시,2
부스를,2
차려,2
'넥사크로,1
N'과,1
스마트출입관리시스템,2
'V-PASS',1
소개할,4
투비소프트(대표이사,1
이경찬·장선수)가,1
10일,2
라마다,1
서울신도림호텔,1
그랜드볼룸에서,1
열리는,1
상용소프트웨어(SW),1
산업,2
발전을,1
‘제8회,1
상용SW,3
명품대전’에,1
참가한다.이,1
"한국상용SW산업협회,",1
"공공부문발주자협의회,",1
전자신문이,1
"주최·주관하고,",1
과학기술정보통신부가,1
후원한다.,1
발전에,1
기여한,1
기업을,1
선발해,1
"포상하고,",1
고객에게,1
인정받은,2
우수한,1
상용소프트웨어를,1
"발굴·홍보하고,",1
기업으로,1
도약할,1
발판을,1
마련하려는,1
취지로,1
개최한다.투비소프트는,1
프리세일즈,1
이형민,1
팀장이,1
‘글로벌,1
UI/UX,5
플랫폼으로의,1
도약!,1
명품,1
‘넥사크로’를,1
발표한다.,2
내용은,1
넥사크로의,1
사례와,2
세계적인,1
트렌드인,1
로코드(Low-Code),1
동향과,1
로코드가,1
넥사크로,3
퀵코드(Quick,1
Code),1
개념을,1
설명하고,1
시연한다.더불어,1
명품대전,1
행사에,1
‘넥사크로,3
N’과,1
‘V-PASS’,1
N,5
퀵코드,1
1분,1
체험’과,1
‘V-PASS,1
"시연’,",1
‘QR코드,1
설문조사’,1
이벤트를,1
마련해,1
참여자에게,1
소정의,1
상품도,1
계획이다.장선수,1
“넥사크로는,1
국내에서,1
플랫폼”이라며,1
시장으로,1
나아갈,1
박차를,1
가하겠다”고,1
사장(오른쪽)와,1
10월,3
경기,2
수의과학회관에서,2
구축,2
운영을,1
맺었다.,1
뉴스1,1
최서윤,2
기자(서울=뉴스1),1
투비소프트와,1
대한수의사회가,1
'반려동물,1
운영'을,1
맺었다.2일,1
투비소프트에,1
계기로,1
△반려동물,2
구축·운영,1
△커뮤니티를,1
회원간,1
했다.대한수의사회는,1
수의사법에,2
"연구·보급,",2
노력하고,1
말했다.투비소프트는,1
20여년간,1
UI·UX(사용자,1
환경·경험),1
점유율,1
1위,1
5000여건의,1
구축하고,2
지속적인,1
연구,6
개발과,1
품질,1
향상에,2
힘을,1
쏟아,1
'2018,1
IR52,1
장영실상,1
"대통령상',",1
'대한민국,1
SW기업경쟁력대상',1
수상했다.이임찬,1
수의사회와,1
"맺었다""며",1
"""앞으로",2
IT,1
기업과,1
[해피펫],1
사람과,1
동물의,1
행복한,1
동행,1
'뉴스1,1
해피펫'에서는,1
짧은,2
목줄에,1
묶여,1
잘,1
받지,1
못하거나,1
방치돼,1
주인,1
없이,3
돌아다니는,1
일명,1
'마당개'들의,1
인도적,1
개체,1
조절을,1
"'시골개,",1
떠돌이개,1
중성화,1
환경개선,1
캠페인'을,1
중입니다.,1
많은,4
관심,1
부탁드립니다.,1
1일,3
협약에,1
기관은,1
▲반려동물,2
▲커뮤니티를,1
대한수의사회에,1
"맺고,",1
말했다.한편,1
박은비,1
9시30분,1
강남구,1
인탑스빌딩,1
3층,1
교육장에서,2
임시주주총회를,1
개최한다고,1
26일,1
공시했다.,4
사업목적,1
정관,1
일부,1
"변경,",1
이사,1
선임,1
안건이다.,1
투비소프트(079970)는,3
운영자금,1
신규사업,1
투자를,1
제11회,1
무기명식,2
이권부,1
무보증,2
사모전환사채를,1
취득,1
후,1
재매각하기로,1
결정했다고,2
21일,2
재매각,1
금액은,1
10월18일,1
