단어,개수
계획을,1
발표했다.,1
MS는,1
구체적인,1
규모는,2
밝히지,1
않았지만,1
블룸버그,1
통신은,1
소식통을,1
인용해,1
수년간,1
총,2
100억,1
달러(12조3000억,1
원)에,2
봤다.,1
이상헌,1
하이투자증권,1
연구원은,1
“챗GPT로,1
비즈니스,6
모델이,3
활성화될,1
것”이라며,1
“챗GPT를,1
향후,4
AI와,1
결합한,1
출현하며,1
이끌,1
것”이라고,2
전망했다.,1
기술력,1
부각…올,1
65%↑솔트룩스·코난테크놀로지도,1
질주초거대,1
증시에서도,2
관련주가,3
급등세를,2
보이고,2
있다.18일,2
26.42%,2
1만1150원에,2
거래를,2
마쳤다.,2
올,4
들어서만,2
65.92%,2
급등했다.,4
기술을,4
활용해,4
음성인식과,2
음성합성,10
등의,7
서비스를,8
제공하는,2
업체다.AI소프트웨어,1
개발,7
기업인,1
솔트룩스와,2
코난테크놀로지도,2
들어,3
"38.98%,",2
56.99%,2
솔트룩스는,2
자체,5
개발한,11
원천기술을,2
자연어,2
이해,2
솔루션을,8
제공한다.,3
코난테크놀로지는,2
자연어를,2
처리하는,2
기술과,9
AI로,2
영상을,2
분석하는,2
기술이,2
사업이다.챗GPT가,2
인기몰이를,2
하면서,2
전반에,2
매수세가,2
몰리고,2
있다는,4
분석이다.,1
챗GPT를,2
벤처기업,2
오픈AI에,3
100억달러를,2
투자할,2
것이라는,2
소식이,3
전해지면서,2
관련주도,2
일제히,4
뛰고,1
오픈AI의,2
기업가치는,2
1년,3
140억달러에서,2
두,2
배,1
급등한,2
290억달러로,2
평가된다.다만,1
1년여,2
메타버스·대체불가능토큰,1
관련주처럼,2
단기간,2
급등,2
후,3
하락할,2
가능성이,4
조언도,2
나온다.,3
관련주의,2
주가,2
변동성이,2
부담된다면,2
빅테크,2
기업에,3
투자하는,2
것도,2
방법이다.,2
국내에서는,2
네이버와,2
"KT,",2
LG가,2
선도,1
업체로,2
꼽힌다.,2
유진투자증권은,2
“올,1
상반기,5
초거대,2
모델인,2
GPT-4,1
출시로,2
시장에,11
투자가,2
확대될,2
내다봤다.,1
사진=게티이미지뱅크초거대,1
업체다.,1
AI소프트웨어,1
개발기업인,1
2배,1
평가된다.,1
이날,3
사티아,1
나델라,1
MS,1
최고경영자(CEO)는,1
세계경제포럼(다보스포럼)에서,1
“챗GPT,1
같은,4
모든,1
제품에,1
넣을,1
계획”이라고,1
말했다.다만,1
메타버스·대체불가능토큰(NFT),1
주의가,1
필요하다는,1
선도적인,1
"""올",1
'GPT-4',1
관심과,1
"것""이라고",1
김보겸,1
챗GPT에,1
접근을,1
확대한다는,1
소식에,2
18일,1
강세다.,2
셀바스AI(108860),1
주가는,2
전거래일보다,1
1330원(15.08%),1
1만150원에,1
이외에도,1
브리지텍(064480)이,1
9.29%,1
오르고,1
있으며,1
마인즈랩(377480),1
솔트룩스(304100),1
등도,1
3~4%대,1
오름세다.,1
이들,2
상승,1
흐름을,1
탄,1
것은,2
마이크로소프트의,1
오픈AI,7
기술에,1
접근할,1
영향을,2
받은,1
풀이된다.,1
마이크로소프트는,1
16일(현지시간),1
지금까지,1
일부,1
클라우드,3
고객들에게만,1
제공하던,1
애저,1
일반,2
이용자들까지,1
확대할,1
계획이라고,1
기업들이,1
개발에,3
활용할,2
길이,1
열린,2
것이다.,2
전문업체,1
대화형,1
챗봇인,1
‘챗GPT(ChatGPT)’를,1
세계,3
연구소,1
기업가치가,2
290억달러(약,1
37조,1
달한다는,1
주가에,1
준,1
보인다.,1
기술,8
본격적인,1
재평가,1
작업이,1
이뤄지는,1
풀이된다.9일,1
9시50분,1
10.57%,1
7740원에,1
있다.주요,1
외신에,1
벤처캐피털인,1
스라이브캐피털과,1
파운더스펀드는,1
주주로부터,1
주식을,2
공개,2
매수하는,1
방식으로,1
최소,1
3억달러,1
규모의,2
주식,1
매각을,1
제안했다.,1
2021년,3
매수,1
제안,1
당시,2
140억달러였던,1
2년,1
만에,1
2배로,1
뛰었다.,1
마이크로소프트(MS)도,1
지분을,1
늘리기,1
위한,14
협상을,1
진행,3
중인,1
알려졌다.셀바스AI는,1
1999년,1
설립해,2
2009년,1
코스닥,1
상장한,1
1호,1
상장사다.,1
사업,9
영역은,1
컴퓨터와,1
인간이,1
쉽고,1
편하게,1
상호작용할,1
하는,1
기술인,2
HCI(Human,1
Computer,1
Interaction),1
부문이다.,1
HCI,2
인공지능의,1
핵심,3
분야,3
하나로,1
평가받고,1
자연어처리,1
등에서,1
최고,2
수준의,4
기술력을,2
보유하고,2
표준화된,1
제품을,9
개발하는,1
데,9
성공했다.,1
3분기,4
누적으로,1
영업수익,1
"372억원,",2
45억원을,1
기록했다.셀바스AI는,1
정보통신산업진흥원(NIPA)이,3
주관하는,5
‘2023,2
AI바우처,9
지원사업’의,2
수요기업을,1
모집한다고,3
밝혔다.AI,1
도입이,2
중소벤처,2
"중견기업,",2
의료법상,2
의료기관,2
수요기업은,1
지원사업을,2
3억원,2
규모까지,2
공급기업,1
구매해,2
디지털로,1
전환하는,1
사용할,6
신청,3
기한은,2
오는,2
오후,3
3시까지다.셀바스AI는,1
지원사업,2
시행,2
이후,4
공급기업으로,2
참여하고,2
매년,1
수요기업과,1
성공적으로,1
과제를,1
수행한,1
경험을,4
바우처,2
수행,3
경험,2
분야의,3
"사업화,",2
토대로,5
AI솔루션,2
도입,4
필요,2
기업의,5
모델을,3
효과적으로,3
변화시킬,2
공급할,3
예정이다.셀바스AI가,1
지원사업으로,1
공급,2
예정인,3
음성인식(Selvy,1
"STT),",1
음성합성(Selvy,1
"TTS),",1
필기인식(Selvy,1
"PEN),",1
광학문자인식(Selvy,1
"OCR),",1
솔루션(Selvy,1
"Checkup,",1
"OnFit),",1
에듀테크(Edu-tech),1
등이다.음성인식은,1
소리정보를,1
문자로,1
변환하는,3
기술로,2
최고의,4
성능을,1
"▲키오스크,",1
스피커,1
스마트,1
디바이스,1
제어,1
▲외국어,1
학습뿐,1
작성(Selvy,2
Note),1
▲병원용,1
의료음성,1
차트,1
MediVoice),1
분야에,2
적용,5
음성합성은,5
문자,1
정보를,4
분석해,6
목소리로,1
주는,1
"기술로,",1
남성·여성·할아버지·아동,1
목소리와,1
"상담사,",1
오디오,1
북,1
"내레이션,",1
디지털휴먼,1
적용할,2
수있다.필기인식은,1
손글씨를,1
디지털,9
텍스트로,1
금융권,1
"완전판매,",1
"자동차,",1
"모바일,",1
가전,1
적용했다.,1
"한글,",1
영어,1
50개,1
언어와,1
"도형,",1
"수식,",1
"화학식,",1
"제스처,",1
필순까지,1
인식이,1
가능하다.,4
광학문자인식은,1
"신분증,",1
신용카드,1
"사업자등록증,",1
처방전,1
문서에서,1
문자를,1
"추출,",1
"인식,",1
고객사,1
요청에,1
따라,9
서식을,1
인식할,1
수준,1
커스터마이징을,1
제공한다.스마트,1
헬스케어는,1
개인의,1
건강검진,2
결과를,5
6대,1
암을,1
질환,7
10개의,1
4년,1
내,8
발형,1
위험을,6
"예측,",1
분석해주는,1
질환예측,1
솔루션으로,1
"보험사,",1
마이데이터,1
사업자,1
등을,6
서비스하고,1
유웰니스,1
서비스는,1
개인별,1
체력측정,1
결과,3
생활,1
패턴,1
다각적으로,1
최적의,1
건강관리,3
수립하고,1
운동,1
처방을,1
해준다.,1
에듀테크,2
솔루션은,1
교육,4
기업과의,1
사업화,1
맞춤형,1
학습,2
플랫폼,6
전통적인,1
교육사업의,1
전환을,1
지원한다.셀바스AI의,1
사업담당,2
김경채,2
매니저는,2
"""기업",1
대다수가,2
도입을,2
통한,6
모델,3
변화에,2
적극적으로,4
나서고,2
"있다""면서도",1
"""높은",1
비용으로,2
인해,3
고충을,5
겪고,2
"있다""고",2
이어,2
"""AI",2
바우처는,2
해결할,2
"기회""라며",1
"""25년간",1
축적한,1
문자인식,1
물론,7
"헬스케어,",1
등에,4
최적화된,2
솔루션의,3
사업화와,1
경험으로,1
수요기업의,1
성공적인,1
전환,1
사례를,2
"만들겠다""고",2
덧붙였다.AI바우처,1
지원사업은,1
과학기술정보통신부,3
산하,2
정보통신산업진흥원(NIPA)에서,1
인프라,1
확충을,1
2020년부터,1
진행하는,1
사업이다.,1
참여,1
기업을,2
9일,1
수요기업들은,1
공급기업의,1
전환에,1
이달,2
3시까지다.,1
16일부터,1
접수가,1
가능하다.셀바스AI는,1
계속,1
예정”이라고,1
“기업,1
"있으나,",1
있다”며,4
”AI,1
이런,1
기회”라고,2
김응태,1
음성기술,1
전문기업,5
노래하는,1
인공지능(AI)인,1
‘가창,1
합성(Singing,1
Voice,1
Synthesis)’,1
연구·개발로,1
분야를,1
확대했다고,1
20일,1
밝혔다.셀비,1
싱잉보이스는,1
"가사,",1
"멜로디,",1
박자,1
입력하면,2
인공지능이,2
가창,1
스타일까지,1
학습해,2
가수의,1
고유,1
창법과,1
음색을,1
표현할,1
단순,1
음계를,1
표현하는,1
것에서,1
발,1
더,7
"나아가,",1
다이내믹에,1
집중한,1
게,1
특징이다.,1
노래의,1
강약,1
조절,1
테크닉을,1
3단계,1
강약으로,1
감성까지,1
살린,1
노래를,1
부를,1
있다.AI,1
가수와,1
휴먼은,1
싱잉보이스,1
"동요,",1
"발라드,",1
알앤비(R&B),1
장르의,1
음악,1
구현이,1
가상,1
공간에서,1
공연하는,1
가수를,1
만드는,1
"물론,",1
인기,1
동화에,1
아이의,1
이름을,1
넣어,1
노래로,1
불러주는,1
동요,1
동화,1
콘텐츠도,1
제작할,1
박태훈,1
랩장은,1
“가창,1
합성은,1
회사의,3
주력,1
음성합성과의,1
시너지,1
효과로,1
폭발적인,1
성장이,1
기대된다”며,1
“가사와,1
멜로디만,1
AI가수,1
음원,1
제작이,1
가능해,1
취향에,1
맞는,1
나만의,1
노래,1
제작,1
시대를,1
열,1
기술”이라고,1
㈜에이미랩스가,1
(주)셀바스AI와,1
영양제,7
추천,2
고도화를,1
협약을,2
체결했다고,4
사진제공=(주)에이미랩스에이미랩스는,1
무분별한,1
소비가,1
발생하는,2
비합리적인,1
합리적이고,1
안전한,1
소비,1
생활을,1
돕는,5
것을,1
목적으로,1
"비교,",1
분석,5
'에이미'를,1
운영하고,1
있다.에이미랩스는,1
체크업을,1
에이미,1
서비스에서,1
약,4
10개,1
"질환(당뇨,",1
"심장질환,",1
뇌졸증,1
등)의,1
발병,1
"위험도,",1
10년,1
위험도,1
증가,2
"확률,",1
사망,1
확률,1
예측해,2
사용자들에게,1
제공할,1
예정이다.에이미랩스,1
"""현재",2
비교,1
제공하고,1
만큼,3
제휴를,1
고도화할,1
계획이며,1
사용자가,1
본인이,2
인지하지,1
못했던,1
건강의,1
확인하고,2
선제적으로,1
관리할,2
도와주고자,1
"한다""라고",1
밝혔다.한편,1
에이미는,1
성장성과,4
경쟁력을,1
인정받으며,1
'2022,1
"데이터스타즈(한국데이터산업진흥원)',",1
IBK기업은행의,1
'IBK창공,1
혁신신창업기업,1
마포,1
"8기',",1
'팁스'(중소벤처기업부),1
선정되기도,1
했다.,6
누적,11
372억원을,4
기록하며,3
14일,4
동기,11
16.5%,5
상승했으며,3
45억원으로,5
57%,4
증가했다.,4
별도,2
160억원으로,4
20.4%,4
인식률과,4
비슷한,4
음성으로,1
금융권과,5
"이동통신사,",5
"AI컨택센터,",4
등으로,9
넓혀가고,4
AI를,1
제품화한,4
'셀비,2
"Note)',",1
발병위험도,5
예측,9
체크업(Selvy,5
"Checkup)',",1
교육(Edu-Tech),5
매출원을,1
다각화하고,1
시장,8
확대에,4
집중한다는,3
계획이다.,7
다른,3
기업들과,2
차별화된,3
집중,3
전략이,3
매출과,3
이익의,3
성장으로,3
이어지고,5
측은,2
수익성을,3
모두,4
갖춘,3
선순환,3
구조가,3
마련되고,3
있다고,4
강조했다.셀바스AI,1
"""음성인식,",1
활용한,7
제품의,7
니즈가,5
"달성했다""며",1
"전망한다""고",1
사진=셀바스AI,1
제공[파이낸셜뉴스],1
대표기업,1
올해,6
3개,1
분기,1
이는,2
상승한,1
"규모로,",1
매출이다.,1
영업이익도,1
보이스로,3
확대하고,1
"Note)’,",4
"Checkup)’,",4
매출원도,1
다각화,1
자회사,6
셀바스헬스케어의,1
의료기기,14
해외,6
성장세도,4
이끌었다.,1
"“음성인식,",4
당사,1
지속,1
있다“며,1
“연간,1
"연결기준,",1
22년,2
372억원(YoY,1
"16.5%),",1
45억원(YoY,1
"57%)별도기준,",1
159.7억원(YoY,1
"20%),",1
19.4억원인공지능,1
유일한,1
성장AI,1
확대[이데일리,1
달성했다.매출액은,1
57%증가했다.,1
증가했다.셀바스AI의,2
자연스러운,2
매출원,3
다각화로,3
셀바스,3
헬스케어의,3
이끌었다.앞으로도,1
인공지능기업들과,1
밝혔다.셀바스AI,1
달성했다“며,2
요약누적,1
"45억원,",1
57%↑[서울=뉴시스],1
3분기까지,1
밝혔다.셀바스AI의,1
실적은,1
"16.5%,",1
"컨택센터,",1
셀바스AI에,1
"이어졌고,",1
이끈,1
전해졌다.셀바스AI,1
연결,1
밝혔다.매출액은,1
이끌었다고,1
분석했다.자료=셀바스AI셀바스AI는,1
인공지능기업과,1
설명했다.셀바스AI,1
달성했다”며,1
방문객,1
출입,3
절차·접견,1
담당자,1
손님맞이,1
시간,4
↓…일회용비밀번호(OTP),1
값,1
적용해,1
보안,4
유지투비소프트(대표,1
이경찬·장선수)가,1
방문객과,1
접견,2
담당자의,2
개선한,1
스마트출입관리시스템,1
‘V-PASS’를,1
본격적으로,1
개발했다고,1
19일,2
밝혔다이,1
앱을,1
설치하면,1
관람객이,1
출입하는,1
편의를,1
돕고,1
청사,1
보안도,1
맡는다.,1
통제를,1
할,3
모바일,3
서비스다.이,1
시스템은,1
투비소프트,16
UI/UX,3
넥사크로를,1
"하며,",1
네이버,1
구독형,1
서비스로,1
데이터를,8
시스템에,1
저장하고,1
스마트폰을,1
열쇠처럼,1
사용한다.,1
노출을,1
꺼려하는,1
방문객의,1
보호하고,1
절차를,1
간소화,1
해,1
사용자,3
편의성을,1
높인,1
시스템이다.,1
넥사크로와,1
V-PASS를,1
사용한다면,1
플랫폼을,3
더욱더,1
체계적으로,3
있다.사용,1
방법은,1
방문객이,1
방문을,1
신청하면,1
담당자가,2
승인,1
‘QR,1
방식,1
출입증’을,1
발급한다.,1
방문객은,1
장소,1
약속,1
장소로,1
찾아갈,1
더불어,1
수준을,1
높이기,1
암호화된,1
일회용비밀번호(OTP),1
값을,1
동적,1
QR코드를,1
"스크린샷,",1
"카메라,",1
동영상,1
촬영,1
이용한,1
QR,1
코드,1
값의,1
유출과,1
재사용을,1
방지한다.지난해,1
9월,6
한국인터넷진흥원에서,1
클라우드서비스,1
보안인증서(CSAP),1
획득·과학기술정보통신부에서,1
디지털서비스로,1
선정됐다.,1
7월,3
11일부터,1
12일까지,1
세종,1
컨벤션센터에서,1
‘제4회,1
정부,2
미래전략,1
세미나’에,1
참가해,2
관람객에게,1
우수성도,1
널리,2
알렸다.최영식,1
사업본부,1
부사장은,1
“투비소프트가,2
V-PASS는,1
기업이나,1
환경과,1
정책에,1
맞춰,1
범위와,1
매뉴얼을,1
설정해서,1
장점이,1
“방문객과,1
시간을,1
아껴주고,1
효율성을,1
높이는,2
스마트출입관리시스템”이라고,1
-,2
북미,10
진출,2
발판,1
마련,1
툴,4
전문,5
투비소프트(사장,2
"이임찬,",1
사진,2
오른쪽)와,1
캐나다,3
블론드그룹아시아유한법인(대표,2
피에르,4
블론드)이,2
진출을,2
전략적,3
업무제휴를,2
진행했다.이번,1
업무협약으로,3
양사는,1
UI/UX플랫폼을,2
유통하는,1
협력하기로,5
약속했다.블론드그룹아시아는,1
캐나다에,2
본사를,2
둔,2
우수한,6
소개하는,1
주력하고,1
있다.투비소프트는,1
20년,1
기업이다.,1
이번,9
협약으로,6
소프트웨어를,1
진출하는데,1
발판을,1
마련했다.피에르,1
블론드,3
블론드그룹아시아,2
대표는,12
시장으로,1
나아갈,1
소개하겠다”라고,1
말했다.이임찬,2
사장은,4
“시장은,1
늘,2
원하고,2
“이번,4
투비소프트가,5
보유한,2
UI/UX플랫폼,1
소개할,4
좋은,4
[서울=뉴시스],3
김경택,3
투비소프트는,10
블론드그룹아시아와,1
업무제휴(MOU)를,1
13일,1
밝혔다.이번,2
투비소프트의,3
사용자인터페이스(UI)·사용자경험(UX),2
공급·유통하는,1
약속했다.이임찬,1
"""시장은",1
"있다""면서",1
"""이번",2
협약은,1
UI·UX플랫폼,1
"기회""라고",1
'프로젝트형,2
넥사크로,11
N',1
전문가,2
양성과정,3
1기,1
수료식을,1
열었다고,1
7일,1
밝혔다,1
측에,1
처음으로,4
개설한,2
과정은,1
고급,3
개발자,1
양성을,1
목표로,1
지난,6
6월2일부터,1
지난달,2
31일까지,1
3개월,1
동안,4
진행했다.,1
외부,1
수강생과,1
신입,1
직원이,1
함께하며,1
플랫폼인,1
N을,3
다뤘다.이번,1
수료식은,1
교육생이,1
각자,1
프로젝트와,1
소감을,1
발표하는,1
순서로,1
"진행됐다.한편,",1
출시한,3
N은,2
로우,2
코드(Low-Code),2
최소한의,3
프로그래밍으로,3
짧은,3
애플리케이션,3
개발을,3
구현할,3
특징이,3
투비디티엑스,3
기립성,4
저혈압,4
진단,5
모듈,1
계기,1
마련[왼쪽부터,1
"대표,",1
김동윤,1
대표]디지털,1
투비디티엑스(대표,1
김동윤)와,1
공급과,1
관련해,1
29일,1
롯데시티,1
호텔,1
마포에서,1
맺었다.이번,1
투비디티엑스가,2
모듈이,1
탑재된,1
건강,1
관리,1
시스템을,1
블론드그룹아시아가,1
북미에서,1
마케팅·유통·판매·네트워크,1
확장,3
사업을,7
전개하는데,1
활용하게,1
된다.블론드그룹아시아는,1
유통·판매,1
2021년과,1
초에,1
국내기업의,1
니트릴장갑과,1
150억,1
원,1
상당의,1
코로나,1
테스트,1
키트를,1
퀘백,1
주정부,1
병원에,1
공급했다.투비디티엑스는,1
투비소프트에서,1
AI기반,1
기립성저혈압,1
진단플랫폼과,1
치료제,1
사업화를,1
서울,1
홍릉강소연구개발특구에,1
설립한,1
자회사다.블론드그룹아시아,1
“투비디티엑스의,1
북미에,1
기쁘다”며,1
“투비디티엑스,2
제품이,1
현지에서,2
관심을,2
보일,2
"것이라며,",1
보급될,1
힘쓰겠다”고,1
말했다.김동윤,1
모듈은,1
국내외,1
누구나,4
있어서,1
복지가,1
북미에서도,1
충분히,1
만하다”며,1
세계로,1
넓힐,1
중요한,1
발판이,1
될,3
것이다”라고,1
이정현,1
투비소프트(079970)는,1
운영자금,2
9억9999만9660원,1
조달을,1
"정규남,",1
"박성영,",1
"구명완,",1
신진우,1
씨와,1
에이젯에셋투자조합을,1
대상으로,2
제3자배정증자,1
유상증자를,1
결정했다고,2
1일,4
보통주,1
110만4972주가,1
발행되며,1
발행가액은,1
905원이다.,1
신주,1
상장예정일은,1
10월5일이다.,1
댄스,5
콘텐츠,2
안무저작권,8
저변,3
공동,1
협력대한민국댄스스포츠연맹(회장,1
강일성)과,1
이임찬)가,1
11일,3
댄스스포츠,5
산업,5
발전과,3
경쟁력,3
제고를,2
업무협약을,2
체결했다.,2
<사진설명,1
왼쪽부터,2
강일성,2
대한민국댄스스포츠연맹,2
"회장,",1
이임찬,3
"사장,",1
사진제공,1
투비소프트>,1
대한민국댄스스포츠연맹은,4
12월,4
국제올림픽위원회(IOC)에,2
올림픽,2
정식,2
종목으로,2
채택된,2
브레이킹,1
"스탠다드,",2
라틴,2
각종,2
종목을,2
대한체육회,2
회원,2
종목,2
단체이다.투비소프트는,1
제스처,2
보호를,2
창작,1
안무,6
생태계,2
조성에,4
힘쓰고,2
있다.이번,2
콘텐츠와,2
확대를,2
파트너십,1
네트워크,1
약속했다.투비소프트는,1
기술개발,1
"유통,",1
NFT,3
"발행,",1
보호와,2
활성화를,2
환경,2
했다.강일성,1
회장은,2
“투비소프트와,1
맺어,1
댄스와,1
기술의,1
장을,1
펼칠,1
기회를,1
맞이했다”며,1
“연맹은,1
발전을,2
방법을,2
고민해,2
국제대회에서,2
성적을,2
"거두고,",1
댄스로,2
소통하고,1
화합해,1
즐기는,2
문화를,2
조성하는,2
보탬이,2
되겠다”고,1
“대한민국댄스스포츠연맹은,1
파트너”라며,1
더욱,1
박차를,2
가해,2
발전에,2
길을,2
여는,2
계기를,2
만들겠다”고,1
◆…강일성,1
회장(왼쪽)과,1
사장이,1
제고,1
맺고,1
기념촬영을,1
하고,1
사진=투비소프트,1
제공투비소프트가,1
대한민국댄스스포츠연맹과,1
'댄스스포츠,1
업무협약'을,1
맺었다고,1
23일,2
브레이킹과,1
단체다.,1
창작안무,1
협약에,1
파트너십·네트워크,1
나서며,1
"기술개발·유통,",1
보호·활성화를,1
연맹,1
"""댄스스포츠",1
거두고,1
소통·화합해,1
"되겠다""고",1
전했다.,1
개발인력,1
양성,1
목표···9월,1
2일까지,1
받아[서울경제],1
대표주자,1
‘넥사크로,2
N’,1
전문가를,1
양성한다.투비소프트(대표이사,1
이경찬,1
장선수)가,1
개발자를,2
배출하기,1
‘프로젝트형,1
N,4
전문가’,1
2기,2
수강생을,2
모집,1
중이라고,1
밝혔다.올해,1
프로젝트형,1
양성과정은,1
▲넥사크로,3
N의,1
체계적인,1
절차,1
N으로,1
UI공통,1
활용,3
방법,1
심화,1
학습에,1
관심이,1
마련했다.투비소프트가,1
'넥사크로'는,1
민간기업,2
5000여,2
곳에,2
구축한,2
플랫폼이다.,2
